NR_CANDIDATO,NM_CANDIDATO,SG_PARTIDO,DS_ORIGEM_DESPESA,VR_TOTAL,ANO
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Alimentação,32413.18,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Cessão ou locação de veículos,77320.84,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Combustíveis e lubrificantes,55848.95,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Correspondências e despesas postais,1849.6000000000001,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,7000.0,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Despesas com Hospedagem,42032.5,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Despesas com pessoal,747494.9,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Despesas com transporte ou deslocamento,24064.98,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Doações financeiras a outros candidatos/partidos,510000.0,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",380.45,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Locação/cessão de bens imóveis,14255.57,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Locação/cessão de bens móveis (exceto veículos),2862.14,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Materiais de expediente,32063.88,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Publicidade por jornais e revistas,15500.0,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Publicidade por materiais impressos,708530.0,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Serviços advocatícios,100000.0,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Serviços prestados por terceiros,120409.98,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Telefone,1052.89,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Alimentação,10500.0,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Combustíveis e lubrificantes,4480.0,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Correspondências e despesas postais,26305.4,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Criação e inclusão de páginas na internet,76.0,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,130000.0,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Despesas com pessoal,133450.0,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",28.3,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Locação/cessão de bens imóveis,39900.0,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Locação/cessão de bens móveis (exceto veículos),28400.0,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Materiais de expediente,3147.2,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Publicidade por adesivos,550.0,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Publicidade por materiais impressos,1715.0,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Serviços prestados por terceiros,123810.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Alimentação,4888.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Atividades de militância e mobilização de rua,318364.8,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Cessão ou locação de veículos,37800.020000000004,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Combustíveis e lubrificantes,1841.08,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Criação e inclusão de páginas na internet,27700.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,26900.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Despesas com pessoal,5000.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",1204.5,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Eventos de promoção da candidatura,4300.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Locação/cessão de bens imóveis,2000.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Materiais de expediente,18931.4,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,"Produção de jingles, vinhetas e slogans",10660.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,"Produção de programas de rádio, televisão ou vídeo",2700.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Publicidade por adesivos,4390.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Publicidade por jornais e revistas,16055.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Publicidade por materiais impressos,165200.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Serviços advocatícios,10000.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Serviços contábeis,10000.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Serviços prestados por terceiros,44240.0,2022
1003,VAGNER JOSE DOS SANTOS,REPUBLICANOS,Despesas com pessoal,34994.0,2022
1003,VAGNER JOSE DOS SANTOS,REPUBLICANOS,Locação/cessão de bens imóveis,2800.0,2022
1003,VAGNER JOSE DOS SANTOS,REPUBLICANOS,Materiais de expediente,640.0,2022
1003,VAGNER JOSE DOS SANTOS,REPUBLICANOS,Serviços prestados por terceiros,870.0,2022
1004,CLAUDIA CASTALDELLI CORRÊA,REPUBLICANOS,Cessão ou locação de veículos,1703.96,2022
1004,CLAUDIA CASTALDELLI CORRÊA,REPUBLICANOS,Combustíveis e lubrificantes,119.02,2022
1004,CLAUDIA CASTALDELLI CORRÊA,REPUBLICANOS,Criação e inclusão de páginas na internet,4240.0,2022
1004,CLAUDIA CASTALDELLI CORRÊA,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,1000.0,2022
1004,CLAUDIA CASTALDELLI CORRÊA,REPUBLICANOS,Despesas com pessoal,20233.98,2022
1004,CLAUDIA CASTALDELLI CORRÊA,REPUBLICANOS,"Produção de jingles, vinhetas e slogans",5000.0,2022
1004,CLAUDIA CASTALDELLI CORRÊA,REPUBLICANOS,"Produção de programas de rádio, televisão ou vídeo",2000.0,2022
1004,CLAUDIA CASTALDELLI CORRÊA,REPUBLICANOS,Publicidade por adesivos,2400.0,2022
1004,CLAUDIA CASTALDELLI CORRÊA,REPUBLICANOS,Publicidade por materiais impressos,12203.0,2022
1004,CLAUDIA CASTALDELLI CORRÊA,REPUBLICANOS,Serviços prestados por terceiros,7000.0,2022
1005,RENATO TAROCO,REPUBLICANOS,Correspondências e despesas postais,3913.9,2022
1005,RENATO TAROCO,REPUBLICANOS,Despesas com pessoal,47200.0,2022
1005,RENATO TAROCO,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",32.35,2022
1005,RENATO TAROCO,REPUBLICANOS,Materiais de expediente,154.6,2022
1005,RENATO TAROCO,REPUBLICANOS,"Produção de jingles, vinhetas e slogans",2000.0,2022
1005,RENATO TAROCO,REPUBLICANOS,Publicidade por adesivos,35250.0,2022
1005,RENATO TAROCO,REPUBLICANOS,Publicidade por materiais impressos,16350.0,2022
1006,RENATA SIMONETTI ALVES MARCHETTI,REPUBLICANOS,Criação e inclusão de páginas na internet,20000.0,2022
1006,RENATA SIMONETTI ALVES MARCHETTI,REPUBLICANOS,Despesas com pessoal,29100.0,2022
1006,RENATA SIMONETTI ALVES MARCHETTI,REPUBLICANOS,Despesas com transporte ou deslocamento,280.0,2022
1006,RENATA SIMONETTI ALVES MARCHETTI,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",51.35,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Atividades de militância e mobilização de rua,2700.0,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Combustíveis e lubrificantes,14312.7,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Correspondências e despesas postais,1637.1999999999998,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,10682.39,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Despesas com Hospedagem,17800.0,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Despesas com pessoal,370018.0,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Despesas com transporte ou deslocamento,9350.0,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",301.05,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Pesquisas ou testes eleitorais,2600.0,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Publicidade por carros de som,70000.0,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Publicidade por materiais impressos,4000.0,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Serviços advocatícios,4024.18,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Serviços prestados por terceiros,194000.0,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Serviços próprios prestados por terceiros,37650.0,2022
1008,GILBERTO BENTO,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,27000.0,2022
1008,GILBERTO BENTO,REPUBLICANOS,Materiais de expediente,478.97,2022
1008,GILBERTO BENTO,REPUBLICANOS,Publicidade por jornais e revistas,2776.72,2022
1008,GILBERTO BENTO,REPUBLICANOS,Publicidade por materiais impressos,6155.0,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Cessão ou locação de veículos,26335.0,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Combustíveis e lubrificantes,33657.1,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,17000.0,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Despesas com pessoal,1896766.5,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Despesas com transporte ou deslocamento,12000.0,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",1542.9,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Locação/cessão de bens imóveis,2750.0,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Materiais de expediente,1367.09,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Publicidade por adesivos,79000.0,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Publicidade por jornais e revistas,13477.4,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Publicidade por materiais impressos,633024.28,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Serviços prestados por terceiros,5476.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Atividades de militância e mobilização de rua,74800.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Cessão ou locação de veículos,31000.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Combustíveis e lubrificantes,4754.89,2022
1011,RICARDO IZAR,REPUBLICANOS,Correspondências e despesas postais,14021.72,2022
1011,RICARDO IZAR,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,90000.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Despesas com Hospedagem,5600.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Despesas com pessoal,1153760.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Doações financeiras a outros candidatos/partidos,49445.0,2022
1011,RICARDO IZAR,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",1151.15,2022
1011,RICARDO IZAR,REPUBLICANOS,Energia elétrica,398.46,2022
1011,RICARDO IZAR,REPUBLICANOS,"Impostos, contribuições e taxas",518.21,2022
1011,RICARDO IZAR,REPUBLICANOS,Locação/cessão de bens imóveis,10600.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Pesquisas ou testes eleitorais,10000.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Publicidade por adesivos,124860.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Publicidade por jornais e revistas,5505.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Publicidade por materiais impressos,234862.8,2022
1011,RICARDO IZAR,REPUBLICANOS,Serviços advocatícios,20000.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Serviços contábeis,20000.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Serviços prestados por terceiros,6800.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Telefone,1898.1999999999998,2022
1011,RICARDO IZAR,REPUBLICANOS,Água,136.42,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,Combustíveis e lubrificantes,10297.9,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,Correspondências e despesas postais,462.40000000000003,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,3500.0,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,Despesas com pessoal,109327.0,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,Despesas com transporte ou deslocamento,50.0,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",40.0,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,Locação/cessão de bens imóveis,31250.0,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,Materiais de expediente,3002.16,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,Publicidade por adesivos,1080.0,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,Publicidade por materiais impressos,23983.7,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,Serviços prestados por terceiros,63650.0,2022
1013,DOUGLAS MELO DE SOUSA,REPUBLICANOS,Cessão ou locação de veículos,1500.0,2022
1013,DOUGLAS MELO DE SOUSA,REPUBLICANOS,Combustíveis e lubrificantes,430.03,2022
1013,DOUGLAS MELO DE SOUSA,REPUBLICANOS,Despesas com pessoal,58207.0,2022
1013,DOUGLAS MELO DE SOUSA,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",44.0,2022
1013,DOUGLAS MELO DE SOUSA,REPUBLICANOS,Publicidade por adesivos,405.89,2022
1013,DOUGLAS MELO DE SOUSA,REPUBLICANOS,Publicidade por materiais impressos,1344.73,2022
1013,DOUGLAS MELO DE SOUSA,REPUBLICANOS,Serviços prestados por terceiros,27994.0,2022
1014,SIRLEI SIKORSKI,REPUBLICANOS,Cessão ou locação de veículos,5000.0,2022
1014,SIRLEI SIKORSKI,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,250.0,2022
1014,SIRLEI SIKORSKI,REPUBLICANOS,Despesas com pessoal,54690.6,2022
1014,SIRLEI SIKORSKI,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",59.4,2022
1015,DANIEL MOTTA DE OLIVEIRA,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,12200.0,2022
1015,DANIEL MOTTA DE OLIVEIRA,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",65.85,2022
1015,DANIEL MOTTA DE OLIVEIRA,REPUBLICANOS,Publicidade por adesivos,1250.0,2022
1015,DANIEL MOTTA DE OLIVEIRA,REPUBLICANOS,Publicidade por materiais impressos,8955.0,2022
1015,DANIEL MOTTA DE OLIVEIRA,REPUBLICANOS,Serviços prestados por terceiros,67000.0,2022
1016,CICERO DE AQUINO,REPUBLICANOS,Atividades de militância e mobilização de rua,45028.0,2022
1016,CICERO DE AQUINO,REPUBLICANOS,Cessão ou locação de veículos,12190.0,2022
1016,CICERO DE AQUINO,REPUBLICANOS,Combustíveis e lubrificantes,1333.21,2022
1016,CICERO DE AQUINO,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,2500.0,2022
1016,CICERO DE AQUINO,REPUBLICANOS,Despesas com pessoal,26200.0,2022
1016,CICERO DE AQUINO,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",274.3,2022
1016,CICERO DE AQUINO,REPUBLICANOS,Publicidade por adesivos,11400.0,2022
1016,CICERO DE AQUINO,REPUBLICANOS,Publicidade por materiais impressos,40082.7,2022
1016,CICERO DE AQUINO,REPUBLICANOS,Serviços advocatícios,7000.0,2022
1016,CICERO DE AQUINO,REPUBLICANOS,Serviços contábeis,3991.79,2022
1017,EMERSON APARECIDO DOS SANTOS,REPUBLICANOS,Despesas com pessoal,39900.96,2022
1017,EMERSON APARECIDO DOS SANTOS,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",99.03999999999999,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Alimentação,18089.170000000002,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Atividades de militância e mobilização de rua,247870.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Cessão ou locação de veículos,32912.270000000004,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Combustíveis e lubrificantes,19529.24,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Comícios,53000.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,57850.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Despesas com pessoal,175700.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Doações financeiras a outros candidatos/partidos,10000.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",421.65,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Locação/cessão de bens imóveis,5600.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Locação/cessão de bens móveis (exceto veículos),244.15,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Materiais de expediente,9002.43,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Pesquisas ou testes eleitorais,17500.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,"Produção de jingles, vinhetas e slogans",4000.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,"Produção de programas de rádio, televisão ou vídeo",15500.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Publicidade por adesivos,20297.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Publicidade por carros de som,4600.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Publicidade por jornais e revistas,5763.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Publicidade por materiais impressos,91228.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Serviços advocatícios,30000.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Serviços contábeis,20000.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Serviços prestados por terceiros,19500.0,2022
1019,PAULO SERGIO DA ROCHA,REPUBLICANOS,Despesas com pessoal,18700.0,2022
1019,PAULO SERGIO DA ROCHA,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",110.0,2022
1019,PAULO SERGIO DA ROCHA,REPUBLICANOS,Publicidade por adesivos,815.0,2022
1019,PAULO SERGIO DA ROCHA,REPUBLICANOS,Publicidade por materiais impressos,8700.0,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Cessão ou locação de veículos,5000.0,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,386380.0,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Despesas com Hospedagem,1200.0,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Despesas com pessoal,632713.23,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Despesas com transporte ou deslocamento,70100.01,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",527.75,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Locação/cessão de bens imóveis,34150.0,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Locação/cessão de bens móveis (exceto veículos),17942.57,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Materiais de expediente,12106.76,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Publicidade por materiais impressos,339869.0,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Serviços advocatícios,200000.0,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Serviços prestados por terceiros,576760.0,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Telefone,1060.45,2022
1021,FAVIO ALVARENGA QUINTINO,REPUBLICANOS,Despesas com pessoal,91100.0,2022
1021,FAVIO ALVARENGA QUINTINO,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",419.40000000000003,2022
1021,FAVIO ALVARENGA QUINTINO,REPUBLICANOS,Locação/cessão de bens móveis (exceto veículos),3100.0,2022
1021,FAVIO ALVARENGA QUINTINO,REPUBLICANOS,Publicidade por materiais impressos,23553.2,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,Alimentação,53200.0,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,Cessão ou locação de veículos,127830.0,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,Combustíveis e lubrificantes,18195.49,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,Despesas com pessoal,1619505.4,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",1366.6,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,Locação/cessão de bens imóveis,22855.120000000003,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,Materiais de expediente,2315.7,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,"Produção de programas de rádio, televisão ou vídeo",12000.0,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,Publicidade por adesivos,50000.0,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,Publicidade por materiais impressos,685906.0,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,Serviços prestados por terceiros,35767.78,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Alimentação,13758.6,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Cessão ou locação de veículos,123050.0,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Combustíveis e lubrificantes,31625.37,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Despesa com Impulsionamento de Conteúdos,96550.0,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Despesas com pessoal,405427.77,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Doações financeiras a outros candidatos/partidos,575000.0,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",2224.9,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Eventos de promoção da candidatura,7000.0,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Locação/cessão de bens imóveis,21100.0,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Materiais de expediente,10557.16,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,"Produção de jingles, vinhetas e slogans",2500.0,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Publicidade por adesivos,51089.25,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Publicidade por carros de som,13000.0,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Publicidade por materiais impressos,347510.5,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Serviços advocatícios,25000.0,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Serviços contábeis,15000.0,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Serviços prestados por terceiros,48200.0,2022
1024,LUCIANA DA SILVA,REPUBLICANOS,Cessão ou locação de veículos,9000.0,2022
1024,LUCIANA DA SILVA,REPUBLICANOS,Combustíveis e lubrificantes,2380.2599999999998,2022
1024,LUCIANA DA SILVA,REPUBLICANOS,Despesas com pessoal,30500.0,2022
1024,LUCIANA DA SILVA,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",104.5,2022
1024,LUCIANA DA SILVA,REPUBLICANOS,Publicidade por adesivos,750.0,2022
1024,LUCIANA DA SILVA,REPUBLICANOS,Publicidade por jornais e revistas,2000.0,2022
1024,LUCIANA DA SILVA,REPUBLICANOS,Publicidade por materiais impressos,4800.0,2022
1025,CARLOS MINORU ISHIKO,REPUBLICANOS,Despesas com pessoal,89600.0,2022
1025,CARLOS MINORU ISHIKO,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",22.0,2022
1026,ADILSON DA SILVA ROZA FILHO,REPUBLICANOS,Criação e inclusão de páginas na internet,17000.0,2022
1026,ADILSON DA SILVA ROZA FILHO,REPUBLICANOS,Despesas com pessoal,13900.0,2022
1026,ADILSON DA SILVA ROZA FILHO,REPUBLICANOS,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",169.65,2022
1026,ADILSON DA SILVA ROZA FILHO,REPUBLICANOS,"Produção de jingles, vinhetas e slogans",2500.0,2022
1026,ADILSON DA SILVA ROZA FILHO,REPUBLICANOS,"Produção de programas de rádio, televisão ou vídeo",3900.0,2022
1026,ADILSON DA SILVA ROZA FILHO,REPUBLICANOS,Serviços prestados por terceiros,2500.0,2022
1027,PIERPAOLO PAGANO,REPUBLICANOS,Cessão ou locação de veículos,11300.0,2022
1027,PIERPAOLO PAGANO,REPUBLICANOS,Despesas com pessoal,17872.5,2022
