NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,NM_PARTIDO,DS_GENERO,DT_NASCIMENTO,DS_COR_RACA,DS_GRAU_INSTRUCAO,DS_OCUPACAO,DS_SIT_TOT_TURNO,DS_SITUACAO_CANDIDATURA,ANO
9023,ERICO ROMÃO DE VILLALBA ALVIM,DR ALVIM,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,18/01/1959,BRANCA,SUPERIOR COMPLETO,OUTROS,NÃO ELEITO,APTO,2022
9044,VALTER FRANCISCO BRITO,VALTÃO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,09/07/1962,PARDA,SUPERIOR INCOMPLETO,OUTROS,NÃO ELEITO,APTO,2022
9001,ANTONIO CARLOS MARCIANO,MARCIANO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,04/09/1966,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2022
9047,JAELSON DA CONCEIÇÃO SERRA,JOELSON,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,12/10/1969,PARDA,ENSINO MÉDIO COMPLETO,COMERCIANTE,NÃO ELEITO,APTO,2022
9025,ANDRÉA CRISTINA PRADELLA,ANDRÉA PRADELLA,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,14/05/1973,BRANCA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2022
9090,EDJANE LIMA DE AZEVEDO,POLICIAL EDJANE,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,28/04/1977,PARDA,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,NÃO ELEITO,APTO,2022
9096,TASSIO RENAM SOUZA BOTELHO,DR TASSIO RENAM,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,21/09/1994,PARDA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2022
3580,EMERSON JONAS DE OLIVEIRA COSTA,EMERSON DORIVAL COSTA,PMB,PARTIDO DA MULHER BRASILEIRA,MASCULINO,25/11/1980,BRANCA,SUPERIOR COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",NÃO ELEITO,APTO,2022
2806,JOÃO ROBERTO TRINDADE,ROBERTO BUJUTSU,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,07/09/1954,BRANCA,SUPERIOR INCOMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2022
2808,BRUNO MARINHO BARCELLOS,BRUNO MARINHO NETO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,02/04/1983,PARDA,SUPERIOR COMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2022
2886,ANDERSON GOMES DE CAMPOS,ANDERSON AMEM,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,29/06/1985,PARDA,SUPERIOR COMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2022
2814,SANDERSON RIBEIRO CORREIA DE LIMA,PROF. SANDERSON RIBEIRO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,16/11/1981,BRANCA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,APTO,2022
2837,ELISANGELA MARIA FERREIRA,ELISANGELA FERREIRA,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,04/12/1975,PARDA,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2022
2825,WILSON KEIITI HAYASHIDA,WILSON KEIITI JAPA,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,25/08/1957,AMARELA,SUPERIOR COMPLETO,COMERCIANTE,NÃO ELEITO,APTO,2022
2888,ANETE MARIA PIZZIMENTI,ANETE PIZZIMENTI,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,24/11/1963,BRANCA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2022
2844,MARCOS ROBERTO DIAS DE OLIVEIRA,MARCOS OLIVEIRA,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,06/03/1970,BRANCA,SUPERIOR COMPLETO,OUTROS,NÃO ELEITO,APTO,2022
2215,ROBSON LIEBETANZ DZELVE CALABIANQUI JUNIOR,FUINHA ROBSON CALABIANQUI,PL,PARTIDO LIBERAL,MASCULINO,28/08/1996,BRANCA,ENSINO MÉDIO COMPLETO,OUTROS,NÃO ELEITO,INAPTO,2022
4420,SILVIO FELIX DA SILVA,SILVIO FÉLIX,UNIÃO,UNIÃO BRASIL,MASCULINO,10/02/1964,BRANCA,SUPERIOR COMPLETO,OUTROS,NÃO ELEITO,INAPTO,2022
3310,JORGE DONIZETTI RIBEIRO DE MATOS,JORGE MATOS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,19/11/1961,BRANCA,SUPERIOR COMPLETO,OUTROS,NÃO ELEITO,INAPTO,2022
3391,ELISANGELA RODRIGUES DA SILVA,TATÁ RODRIGUES,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,FEMININO,05/07/1972,PRETA,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,NÃO ELEITO,INAPTO,2022
7015,WALTER DE BARROS,WALTER DE BARROS,AVANTE,AVANTE,MASCULINO,06/10/1969,BRANCA,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,NÃO ELEITO,INAPTO,2022
3607,ANDRÉ ALMEIDA MILIAN,BISPO ANDRE ALMEIDA,AGIR,AGIR,MASCULINO,30/01/1986,BRANCA,SUPERIOR INCOMPLETO,ENGENHEIRO,NÃO ELEITO,INAPTO,2022
3654,JOSE GERALDO DE CARVALHO,ZEDAVAN,AGIR,AGIR,MASCULINO,08/07/1966,PARDA,ENSINO MÉDIO COMPLETO,COMERCIANTE,NÃO ELEITO,INAPTO,2022
1479,FRANCISCO DE ASSIS DA SILVA,CHICÃO DA SILVA,PTB,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,12/09/1964,BRANCA,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,NÃO ELEITO,INAPTO,2022
1169,PASCOAL SOUZA SILVA,PASCOAL SOUZA SILVA,PP,PROGRESSISTAS,MASCULINO,26/03/1967,PRETA,ENSINO FUNDAMENTAL INCOMPLETO,EMPRESÁRIO,NÃO ELEITO,INAPTO,2022
5177,FELICIANO NAHIMY FILHO,FELICIANO,PATRIOTA,PATRIOTA,MASCULINO,14/02/1957,BRANCA,SUPERIOR COMPLETO,ECONOMISTA,NÃO ELEITO,INAPTO,2022
2875,SUZECLEA SOUZA SANTOS,SUZI,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,24/04/1985,BRANCA,ENSINO MÉDIO COMPLETO,OUTROS,NÃO ELEITO,INAPTO,2022
9095,JOÃO GOMES DE ALMEIDA,DALVAN,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,09/10/1951,PARDA,SUPERIOR COMPLETO,CANTOR E COMPOSITOR,NÃO ELEITO,INAPTO,2022
5556,JOSIANE CRISTINA FRANCISCO PIETRO,JOSI,PSD,PARTIDO SOCIAL DEMOCRÁTICO,FEMININO,20/04/1979,BRANCA,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,INAPTO,2022
1994,FLAVIA BITENCOURT PIRES,FLAVIA BITENCOURT,PODE,PODEMOS,FEMININO,29/11/1994,PARDA,SUPERIOR COMPLETO,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,#NULO,INAPTO,2022
2858,ERNESTO FERNANDES DE FREITAS NETO,DOM ERNESTO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,08/11/1981,BRANCA,ENSINO MÉDIO COMPLETO,AGRICULTOR,#NULO,INAPTO,2022
7073,ODAIR JOSÉ DE JESUS,PROF DE JIU JTSU ODAIR JESUS,AVANTE,AVANTE,MASCULINO,13/01/1971,BRANCA,SUPERIOR INCOMPLETO,EMPRESÁRIO,#NULO,INAPTO,2022
7095,MARIA CONCEIÇÃO DE OLIVEIRA SOUZA BARCELETE,PROF CONCEIÇÃO,AVANTE,AVANTE,FEMININO,08/12/1966,PRETA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,#NULO,INAPTO,2022
9078,NAYARA MIRANDA ALVES,DRA NAYARA MIRANDA,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,17/05/1989,BRANCA,SUPERIOR COMPLETO,ODONTÓLOGO,#NULO,INAPTO,2022
1421,LUIZA POLYDORO,LUIZA POLYDORO,PTB,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,06/07/1976,PARDA,SUPERIOR COMPLETO,PUBLICITÁRIO,#NULO,INAPTO,2022
2018,SILVANA MENDES MUSQUEIRA,SILVANA MENDES MUSQUEIRA,PSC,PARTIDO SOCIAL CRISTÃO,FEMININO,23/12/1963,BRANCA,ENSINO MÉDIO COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",#NULO,INAPTO,2022
1265,MARIA FABIA DA SILVA,FABIA MARIA,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,20/03/1971,BRANCA,SUPERIOR INCOMPLETO,RECEPCIONISTA,#NULO,INAPTO,2022
4557,JONATHAN CRISTIANO RODRIGUES DA SILVA SALES,ANUXA SALES,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,21/07/1988,PRETA,ENSINO MÉDIO INCOMPLETO,VEREADOR,#NULO,INAPTO,2022
4553,RAQUEL BARBOSA DOS SANTOS,TIA RAQUEL,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,12/06/1968,BRANCA,ENSINO MÉDIO INCOMPLETO,OUTROS,#NULO,INAPTO,2022
4558,CARLA GUIDINI SANTAGUITA NEGRINI,CARLA GUIDINI,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,05/08/1978,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,#NULO,INAPTO,2022
2231,RICARDO DA CRUZ FERNANDES,SARGENTO RICARDO CRUZ,PL,PARTIDO LIBERAL,MASCULINO,08/07/1981,BRANCA,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,SUPLENTE,APTO,2022
2280,WESLEY RENATO DE OLIVEIRA SOUZA,WESLEY ROS,PL,PARTIDO LIBERAL,MASCULINO,14/02/1977,PRETA,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2022
1996,LUIZ SCALEA,LUIZ PROTEÇÃO ANIMAL,PODE,PODEMOS,MASCULINO,07/03/1967,BRANCA,ENSINO FUNDAMENTAL COMPLETO,COMERCIANTE,SUPLENTE,APTO,2022
1977,RODRIGO GAMBALE VIEIRA,RODRIGO GAMBALE,PODE,PODEMOS,MASCULINO,17/03/1984,BRANCA,SUPERIOR INCOMPLETO,DEPUTADO,ELEITO POR MÉDIA,APTO,2022
1933,FRANCISCO ALEXANDRE FILHO,SARGENTO ALEXANDRE,PODE,PODEMOS,MASCULINO,08/11/1969,PARDA,SUPERIOR COMPLETO,ADVOGADO,SUPLENTE,APTO,2022
1919,RENATA HELLMEISTER DE ABREU MELO,RENATA ABREU,PODE,PODEMOS,FEMININO,15/04/1982,BRANCA,SUPERIOR COMPLETO,DEPUTADO,ELEITO POR QP,APTO,2022
1992,RENATA ODETTE DE MELLO,RENATA MELLO POKAS,PODE,PODEMOS,FEMININO,17/06/1972,PARDA,ENSINO MÉDIO INCOMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2022
2255,FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA,TIRIRICA,PL,PARTIDO LIBERAL,MASCULINO,01/05/1965,PARDA,ENSINO FUNDAMENTAL INCOMPLETO,DEPUTADO,ELEITO POR MÉDIA,APTO,2022
2225,RAMIRO ALVES DA ROCHA CRUZ JUNIOR,RAMIRO DOS CAMINHONEIROS,PL,PARTIDO LIBERAL,MASCULINO,30/10/1973,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2022
2268,MAURICIO BERNARDINO SOARES,DR MAURÍCIO SOARES,PL,PARTIDO LIBERAL,MASCULINO,30/07/1978,PRETA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2022
1929,JOSE JOAQUIM FERNANDES RAPOSO FILHO,DR JOAQUIM RAPOSO,PODE,PODEMOS,MASCULINO,07/05/1963,BRANCA,SUPERIOR COMPLETO,MÉDICO,SUPLENTE,APTO,2022
1937,MARIA LUCIA DA SILVA,MALU SILVA,PODE,PODEMOS,FEMININO,26/11/1973,BRANCA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2022
1982,ALESSANDRO TADEU DAMIN,CHOCOLATE,PODE,PODEMOS,MASCULINO,28/01/1982,PRETA,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,SUPLENTE,APTO,2022
2243,LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,LUIZ PHILIPPE DE O BRAGANÇA,PL,PARTIDO LIBERAL,MASCULINO,03/04/1969,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,ELEITO POR QP,APTO,2022
2212,CARLOS ALBERTO DE SOUZA,CAPITÃO SOUZA,PL,PARTIDO LIBERAL,MASCULINO,03/05/1969,BRANCA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2022
2223,FERNANDO PINHEIRO,NANDO PINHEIRO,PL,PARTIDO LIBERAL,MASCULINO,23/04/1980,BRANCA,ENSINO MÉDIO COMPLETO,ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS,SUPLENTE,APTO,2022
1917,IVAN SERIGATO JUNIOR,IVAN SERIGATO,PODE,PODEMOS,MASCULINO,22/07/1976,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2022
1999,MÁRIO COVAS NETO,MÁRIO COVAS,PODE,PODEMOS,MASCULINO,24/04/1959,BRANCA,SUPERIOR COMPLETO,ADVOGADO,SUPLENTE,APTO,2022
1970,MARCIO RODRIGUES,MARCIO RODRIGUES,PODE,PODEMOS,MASCULINO,16/03/1970,BRANCA,SUPERIOR COMPLETO,POLICIAL CIVIL,SUPLENTE,APTO,2022
1959,JOSÉ LEMES SOARES,JOSÉ LEMES SOARES,PODE,PODEMOS,MASCULINO,21/04/1987,BRANCA,SUPERIOR INCOMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2022
2250,RICARDO DE AQUINO SALLES,RICARDO SALLES,PL,PARTIDO LIBERAL,MASCULINO,08/06/1975,BRANCA,SUPERIOR COMPLETO,ADVOGADO,ELEITO POR QP,APTO,2022
4009,SERGIO ROBERTO RIBEIRO DOS SANTOS,SERGINHO,PSB,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,20/07/1967,PRETA,SUPERIOR INCOMPLETO,SERVIDOR PÚBLICO ESTADUAL,SUPLENTE,APTO,2022
4051,ELIAS DE SISTO,ELIAS DE MOCOCA,PSB,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,05/06/1969,BRANCA,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2022
4099,DEMERSON DIAS,DEMERSON SAÚDE,PSB,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,31/08/1974,BRANCA,SUPERIOR COMPLETO,VEREADOR,SUPLENTE,APTO,2022
5020,LUZIANE DIAS SIMÃO,LUCY DIAS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,03/03/1995,BRANCA,SUPERIOR COMPLETO,ECONOMISTA,SUPLENTE,APTO,2022
5055,GUILHERME PRADO ALMEIDA DE SOUZA,GUILHERME PRADO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,08/07/1990,BRANCA,SUPERIOR COMPLETO,SOCIÓLOGO,SUPLENTE,APTO,2022
5000,SÂMIA DE SOUZA BOMFIM,SÂMIA BOMFIM,PSOL,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,22/08/1989,BRANCA,SUPERIOR COMPLETO,DEPUTADO,ELEITO POR QP,APTO,2022
5037,SUELI ALVES,SUELI - LUTA EM MOVIMENTO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,01/11/1974,BRANCA,ENSINO MÉDIO COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,SUPLENTE,APTO,2022
5040,MARIA ELI FERNANDES DOS SANTOS MANIÇOBA,MARIA ELI FERNANDES,PSOL,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,08/10/1971,PARDA,ENSINO MÉDIO COMPLETO,CABELEIREIRO E BARBEIRO,SUPLENTE,APTO,2022
5051,MARIA APARECIDA FAUSTINO FERNANDES,CIDA FAUSTINO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,07/12/1967,PRETA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2022
5075,DYEGO RAFAEL BARBOSA SÉRVOLO,DYEGO SÉRVOLO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,10/07/1988,PRETA,SUPERIOR COMPLETO,PEDAGOGO,SUPLENTE,APTO,2022
5078,JOÃO PAULO RILLO,JOÃO PAULO RILLO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,01/01/1977,BRANCA,SUPERIOR COMPLETO,VEREADOR,SUPLENTE,APTO,2022
4472,VIVIANE SOARES DE OLIVEIRA ALVES,VIVIANE ALVES,UNIÃO,UNIÃO BRASIL,FEMININO,21/02/1985,BRANCA,ENSINO MÉDIO COMPLETO,JORNALISTA E REDATOR,SUPLENTE,APTO,2022
4440,FERNANDO JOSE DE SOUZA MARANGONI,MARANGONI,UNIÃO,UNIÃO BRASIL,MASCULINO,22/01/1980,BRANCA,SUPERIOR COMPLETO,ADVOGADO,ELEITO POR MÉDIA,APTO,2022
4467,RODRIGO ADRIANO DA SILVA,RODRIGO RAS,UNIÃO,UNIÃO BRASIL,MASCULINO,24/06/1980,PARDA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2022
4469,CLOVIS BASILIO DOS SANTOS,KID BENGALA,UNIÃO,UNIÃO BRASIL,MASCULINO,19/11/1954,PRETA,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2022
4484,JEFFERSON LUIZ PEREIRA DA SILVA,JEFFINHO DO VALE,UNIÃO,UNIÃO BRASIL,MASCULINO,21/01/1984,PRETA,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,SUPLENTE,APTO,2022
4423,RODRIGO MEIRA BRITO,KINHO BRITO,UNIÃO,UNIÃO BRASIL,MASCULINO,17/04/1982,PARDA,ENSINO MÉDIO COMPLETO,VEREADOR,SUPLENTE,APTO,2022
4425,ALEXANDRE LEITE DA SILVA,ALEXANDRE LEITE,UNIÃO,UNIÃO BRASIL,MASCULINO,18/04/1989,PARDA,SUPERIOR COMPLETO,DEPUTADO,ELEITO POR QP,APTO,2022
4428,FABIO DE SALLES MEIRELLES NETO,FABIO MEIRELLES,UNIÃO,UNIÃO BRASIL,MASCULINO,31/01/1984,BRANCA,SUPERIOR COMPLETO,AGRÔNOMO,SUPLENTE,APTO,2022
4431,LUIS ANTONIO DE LIMA CLEMENTE,SARGENTO CLEMENTE,UNIÃO,UNIÃO BRASIL,MASCULINO,10/02/1972,BRANCA,SUPERIOR COMPLETO,POLICIAL MILITAR,SUPLENTE,APTO,2022
2711,MONIQUE FERNANDES MACHADO,MONYKE BRASIL,DC,DEMOCRACIA CRISTÃ,FEMININO,04/07/1981,PARDA,ENSINO MÉDIO INCOMPLETO,ADMINISTRADOR,NÃO ELEITO,APTO,2022
2790,JOSÉ AUGUSTO FERREIRA,SOLDADO JOSÉ AUGUSTO,DC,DEMOCRACIA CRISTÃ,MASCULINO,01/04/1980,PRETA,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,NÃO ELEITO,APTO,2022
2737,MARCEL BRASIL DE SOUZA MOURA,MARCEL BRASIL,DC,DEMOCRACIA CRISTÃ,MASCULINO,10/09/1981,BRANCA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2022
3323,FÁBIO DE ARAÚJO PATUSSO,FÁBIO PATUSSO,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,12/07/1974,BRANCA,SUPERIOR COMPLETO,TORNEIRO MECÂNICO,NÃO ELEITO,APTO,2022
3313,IVANDA MARIA RODRIGUES COSTA,IVANDA R COSTA,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,FEMININO,03/11/1957,BRANCA,ENSINO MÉDIO COMPLETO,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,NÃO ELEITO,APTO,2022
3365,MIGUEL GOMES FERNANDES,MIGUEL GOMES,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,15/04/1965,BRANCA,ENSINO FUNDAMENTAL COMPLETO,MECÂNICO DE MANUTENÇÃO,NÃO ELEITO,APTO,2022
3353,JONATHAN PEREIRA DE SOUZA,JOWNATHAN DA SAÚDE,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,01/09/1994,PARDA,ENSINO MÉDIO COMPLETO,OUTROS,NÃO ELEITO,APTO,2022
7049,ELIANE CRISTINA CAMARGO,CANTORA ELIANE CAMARGO,AVANTE,AVANTE,FEMININO,01/03/1965,PARDA,SUPERIOR COMPLETO,CANTOR E COMPOSITOR,NÃO ELEITO,APTO,2022
7031,RONALDO RESENDE DA SILVA,PASTOR RONALDO RESENDE,AVANTE,AVANTE,MASCULINO,15/05/1969,PRETA,SUPERIOR COMPLETO,CONTADOR,NÃO ELEITO,APTO,2022
7027,GILBERTO MACHADO DE OLIVEIRA MARQUES,CABO GIL MARQUES,AVANTE,AVANTE,MASCULINO,13/02/1982,PRETA,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,NÃO ELEITO,APTO,2022
7095,MARIA LÚCIA BRESSANE CRUZ,MARIA LÚCIA BRESSANE,AVANTE,AVANTE,FEMININO,05/02/1957,BRANCA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2022
7019,LUANA TRINDADE DA SILVA,LUANA TRINDADE,AVANTE,AVANTE,FEMININO,04/03/1981,PRETA,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2022
7085,ROGÉRIO DE JESUS PAES,ROGÉRIO MILAGRE,AVANTE,AVANTE,MASCULINO,14/03/1966,PARDA,SUPERIOR INCOMPLETO,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,APTO,2022
7005,JOSÉ EDMILSON FERREIRA DOS SANTOS,PR EDMILSON SANTOS,AVANTE,AVANTE,MASCULINO,13/09/1982,PARDA,ENSINO FUNDAMENTAL COMPLETO,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,NÃO ELEITO,APTO,2022
7018,FABIO BLANES,FABIO MONGE,AVANTE,AVANTE,MASCULINO,04/10/1978,BRANCA,SUPERIOR INCOMPLETO,OUTROS,NÃO ELEITO,APTO,2022
7046,JOSÉ DE CASTRO COIMBRA,DR COIMBRA,AVANTE,AVANTE,MASCULINO,05/05/1930,PARDA,SUPERIOR COMPLETO,MÉDICO,NÃO ELEITO,APTO,2022
7078,THIAGO JOSÉ ISOLA,THIAGO ISOLA,AVANTE,AVANTE,MASCULINO,10/11/1982,BRANCA,SUPERIOR INCOMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2022
3680,CARLOS ALBERTO CANTELLI,CARLINHOS CANTELLI,AGIR,AGIR,MASCULINO,14/06/1963,BRANCA,ENSINO MÉDIO INCOMPLETO,OUTROS,NÃO ELEITO,APTO,2022
3606,ADELSON DE SOUZA PENHA,ADELSON DE SOUZA PENHA,AGIR,AGIR,MASCULINO,06/03/1950,BRANCA,ENSINO MÉDIO COMPLETO,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,NÃO ELEITO,APTO,2022
3681,JENNIFER ADRIELI CERQUEIRA LEITE LOPES,JENNIFER LOPES,AGIR,AGIR,FEMININO,13/09/1994,PARDA,ENSINO MÉDIO COMPLETO,OUTROS,NÃO ELEITO,APTO,2022
3635,JOSE MANOEL DE LIRA FILHO,DUDA,AGIR,AGIR,MASCULINO,10/05/1968,PARDA,ENSINO MÉDIO COMPLETO,OPERADOR DE APARELHOS DE PRODUÇÃO INDUSTRIAL,NÃO ELEITO,APTO,2022
3636,CARLOS ROBERTO DE ALMEIDA,CARLOS ROBERTO,AGIR,AGIR,MASCULINO,19/03/1966,BRANCA,SUPERIOR COMPLETO,ADMINISTRADOR,NÃO ELEITO,APTO,2022
3610,MOACIR RODRIGUES FERNANDES,MOACYR FERNANDES,AGIR,AGIR,MASCULINO,22/04/1964,BRANCA,SUPERIOR INCOMPLETO,OUTROS,NÃO ELEITO,APTO,2022
1562,ARMANDO FERREIRO RODRIGUES,ARMANDINHO FERREIRO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,23/07/1981,BRANCA,ENSINO MÉDIO COMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",SUPLENTE,APTO,2022
3685,MARCOS DE BARROS GABRIEL,MARCOS GABRIEL,AGIR,AGIR,MASCULINO,21/11/1981,PRETA,SUPERIOR INCOMPLETO,OUTROS,NÃO ELEITO,APTO,2022
1572,JOÃO LUIZ FEITOSA,JOÃO LUIZ FEITOSA,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,20/05/1960,BRANCA,ENSINO MÉDIO COMPLETO,COMERCIANTE,SUPLENTE,APTO,2022
1578,CLEUSA RAMOS ZERBINI,CLEUSA RAMOS ZERBINI,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,04/03/1952,PARDA,ENSINO FUNDAMENTAL COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),SUPLENTE,APTO,2022
1516,DANIEL NEVES DE FARIA,DANIEL FARIA,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,01/10/1980,PRETA,SUPERIOR COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2022
1513,ANA PAULA TAVARES DE OLIVEIRA GOFFI,ANA GOFFI,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,08/05/1975,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2022
1435,ALESSANDRA SOUZA VALIM,ALESSANDRA VALIN,PTB,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,12/05/1985,BRANCA,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,APTO,2022
1476,ANDERSON GONDIM SAMPAIO,ANDERSON SAMPAIO,PTB,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,12/05/1976,BRANCA,SUPERIOR COMPLETO,OUTROS,NÃO ELEITO,APTO,2022
1444,CRISTIANE BRASIL FRANCISCO,CRIS BRASIL,PTB,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,21/12/1973,BRANCA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2022
