NR_CANDIDATO,NM_CANDIDATO,SG_PARTIDO,CD_MUNICIPIO,NM_MUNICIPIO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,ANO
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61638,ARARAQUARA,ELEITO POR QP,2188,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61646,ARAPEÍ,ELEITO POR QP,29,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61654,ARARAS,ELEITO POR QP,2001,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61662,ESTIVA GERBI,ELEITO POR QP,102,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61670,AREALVA,ELEITO POR QP,87,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61689,ENGENHEIRO COELHO,ELEITO POR QP,175,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61697,AREIAS,ELEITO POR QP,43,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61700,RIBEIRÃO GRANDE,ELEITO POR QP,75,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61719,AREIÓPOLIS,ELEITO POR QP,100,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61727,HORTOLÂNDIA,ELEITO POR QP,1624,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61735,ARIRANHA,ELEITO POR QP,42,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61743,HOLAMBRA,ELEITO POR QP,144,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61751,ARTUR NOGUEIRA,ELEITO POR QP,701,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61760,ELISIÁRIO,ELEITO POR QP,33,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61778,ARUJÁ,ELEITO POR QP,2645,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61786,BOM SUCESSO DE ITARARÉ,ELEITO POR QP,29,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61794,ASSIS,ELEITO POR QP,1330,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61808,PONTALINDA,ELEITO POR QP,30,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61816,ATIBAIA,ELEITO POR QP,2063,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61824,PARISI,ELEITO POR QP,15,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61832,AURIFLAMA,ELEITO POR QP,105,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61840,TAQUARIVAÍ,ELEITO POR QP,41,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61859,AVAÍ,ELEITO POR QP,64,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61867,MARAPOAMA,ELEITO POR QP,37,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61875,AVANHANDAVA,ELEITO POR QP,94,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61883,SÃO JOÃO DE IRACEMA,ELEITO POR QP,12,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61891,AVARÉ,ELEITO POR QP,1003,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61905,SÃO LOURENÇO DA SERRA,ELEITO POR QP,226,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61913,BADY BASSITT,ELEITO POR QP,154,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61921,ZACARIAS,ELEITO POR QP,16,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61930,BALBINOS,ELEITO POR QP,20,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61948,ITAPIRAPUÃ PAULISTA,ELEITO POR QP,35,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61956,BÁLSAMO,ELEITO POR QP,36,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61964,MESÓPOLIS,ELEITO POR QP,8,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61972,BANANAL,ELEITO POR QP,71,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61980,NOVA CAMPINA,ELEITO POR QP,78,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,61999,BARBOSA,ELEITO POR QP,48,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62006,ILHA COMPRIDA,ELEITO POR QP,128,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62014,BARÃO DE ANTONINA,ELEITO POR QP,15,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62022,LOURDES,ELEITO POR QP,10,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62030,BARIRI,ELEITO POR QP,321,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62049,TORRE DE PEDRA,ELEITO POR QP,31,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62057,BARRA BONITA,ELEITO POR QP,465,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62065,ARCO-ÍRIS,ELEITO POR QP,13,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62073,BARRA DO TURVO,ELEITO POR QP,40,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62081,BREJO ALEGRE,ELEITO POR QP,30,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62090,BARRETOS,ELEITO POR QP,530,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62103,CANAS,ELEITO POR QP,71,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62111,BARRINHA,ELEITO POR QP,185,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62120,PRACINHA,ELEITO POR QP,10,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62138,BARUERI,ELEITO POR QP,3956,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62146,PRATÂNIA,ELEITO POR QP,86,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62154,BASTOS,ELEITO POR QP,379,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62162,QUADRA,ELEITO POR QP,57,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62170,BATATAIS,ELEITO POR QP,386,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62189,SANTA CRUZ DA ESPERANÇA,ELEITO POR QP,13,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62197,BAURU,ELEITO POR QP,1366,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62200,SANTA SALETE,ELEITO POR QP,15,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62219,BEBEDOURO,ELEITO POR QP,628,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62227,VITÓRIA BRASIL,ELEITO POR QP,18,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62235,BENTO DE ABREU,ELEITO POR QP,9,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62243,IPIGUÁ,ELEITO POR QP,51,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62251,BERNARDINO DE CAMPOS,ELEITO POR QP,54,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62260,TAQUARAL,ELEITO POR QP,11,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62278,BILAC,ELEITO POR QP,45,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62286,FERNÃO,ELEITO POR QP,7,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62294,BIRIGUI,ELEITO POR QP,756,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62308,GAVIÃO PEIXOTO,ELEITO POR QP,193,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62316,BIRITIBA MIRIM,ELEITO POR QP,305,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62324,JUMIRIM,ELEITO POR QP,30,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62332,BOA ESPERANÇA DO SUL,ELEITO POR QP,79,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62340,NANTES,ELEITO POR QP,26,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62359,BOCAINA,ELEITO POR QP,150,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62367,NOVA CASTILHO,ELEITO POR QP,7,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62375,BOFETE,ELEITO POR QP,69,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62383,OUROESTE,ELEITO POR QP,52,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62391,BOITUVA,ELEITO POR QP,726,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62405,PAULISTÂNIA,ELEITO POR QP,27,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62413,BOM JESUS DOS PERDÕES,ELEITO POR QP,378,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62421,RIBEIRÃO DOS ÍNDIOS,ELEITO POR QP,16,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62430,BORÁ,ELEITO POR QP,5,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62448,TRABIJU,ELEITO POR QP,3,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62456,BORACÉIA,ELEITO POR QP,21,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62472,BORBOREMA,ELEITO POR QP,786,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62499,BOTUCATU,ELEITO POR QP,1738,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62510,BRAGANÇA PAULISTA,ELEITO POR QP,2904,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62553,BRAÚNA,ELEITO POR QP,30,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62570,BRODOWSKI,ELEITO POR QP,105,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62596,BROTAS,ELEITO POR QP,225,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62618,BURI,ELEITO POR QP,164,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62634,BURITAMA,ELEITO POR QP,125,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62650,BURITIZAL,ELEITO POR QP,15,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62677,CABRÁLIA PAULISTA,ELEITO POR QP,80,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62693,CABREÚVA,ELEITO POR QP,522,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62715,CAÇAPAVA,ELEITO POR QP,1280,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62731,CACHOEIRA PAULISTA,ELEITO POR QP,206,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62758,CACONDE,ELEITO POR QP,124,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62774,CAFELÂNDIA,ELEITO POR QP,135,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62790,CAIABU,ELEITO POR QP,26,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62812,CAIEIRAS,ELEITO POR QP,1751,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62839,CAIUÁ,ELEITO POR QP,33,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62855,CAJAMAR,ELEITO POR QP,1490,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62871,CAJOBI,ELEITO POR QP,37,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62898,CAJURU,ELEITO POR QP,151,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62910,CAMPINAS,ELEITO POR QP,10589,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62936,CAMPO LIMPO PAULISTA,ELEITO POR QP,2039,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62952,CAMPOS DO JORDÃO,ELEITO POR QP,831,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62979,CAMPOS NOVOS PAULISTA,ELEITO POR QP,19,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,62995,CANANÉIA,ELEITO POR QP,99,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63010,CÂNDIDO MOTA,ELEITO POR QP,327,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63037,CÂNDIDO RODRIGUES,ELEITO POR QP,16,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63053,CAPÃO BONITO,ELEITO POR QP,266,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63070,CAPELA DO ALTO,ELEITO POR QP,88,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63096,CAPIVARI,ELEITO POR QP,500,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63118,CARAGUATATUBA,ELEITO POR QP,2244,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63134,CARAPICUÍBA,ELEITO POR QP,6491,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63150,CARDOSO,ELEITO POR QP,70,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63177,CASA BRANCA,ELEITO POR QP,157,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63193,CÁSSIA DOS COQUEIROS,ELEITO POR QP,27,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63215,CASTILHO,ELEITO POR QP,172,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63231,CATANDUVA,ELEITO POR QP,848,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63258,CATIGUÁ,ELEITO POR QP,57,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63274,CEDRAL,ELEITO POR QP,71,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63290,CERQUEIRA CÉSAR,ELEITO POR QP,364,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63312,CERQUILHO,ELEITO POR QP,568,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63339,CESÁRIO LANGE,ELEITO POR QP,316,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63355,CHARQUEADA,ELEITO POR QP,137,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63371,CHAVANTES,ELEITO POR QP,51,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63398,CLEMENTINA,ELEITO POR QP,26,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63410,COLINA,ELEITO POR QP,88,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63436,COLÔMBIA,ELEITO POR QP,44,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63452,CONCHAL,ELEITO POR QP,284,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63479,CONCHAS,ELEITO POR QP,251,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63495,CORDEIRÓPOLIS,ELEITO POR QP,224,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63517,COROADOS,ELEITO POR QP,79,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63533,CORONEL MACEDO,ELEITO POR QP,22,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63550,CORUMBATAÍ,ELEITO POR QP,61,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63576,COSMÓPOLIS,ELEITO POR QP,607,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63592,COSMORAMA,ELEITO POR QP,34,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63614,COTIA,ELEITO POR QP,4346,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63630,CRAVINHOS,ELEITO POR QP,170,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63657,CRISTAIS PAULISTA,ELEITO POR QP,39,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63673,CRUZÁLIA,ELEITO POR QP,6,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63690,CRUZEIRO,ELEITO POR QP,441,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63711,CUBATÃO,ELEITO POR QP,921,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63738,CUNHA,ELEITO POR QP,244,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63754,DESCALVADO,ELEITO POR QP,524,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63770,DIADEMA,ELEITO POR QP,4058,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63797,DIVINOLÂNDIA,ELEITO POR QP,58,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63819,DOBRADA,ELEITO POR QP,59,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63835,DOIS CÓRREGOS,ELEITO POR QP,178,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63851,DOLCINÓPOLIS,ELEITO POR QP,14,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63878,DOURADO,ELEITO POR QP,49,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63894,DRACENA,ELEITO POR QP,579,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63916,DUARTINA,ELEITO POR QP,109,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63932,DUMONT,ELEITO POR QP,63,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63959,ECHAPORÃ,ELEITO POR QP,45,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63975,ELDORADO,ELEITO POR QP,65,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,63991,ELIAS FAUSTO,ELEITO POR QP,243,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64017,EMBU DAS ARTES,ELEITO POR QP,3826,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64033,EMBU-GUAÇU,ELEITO POR QP,1233,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64050,ESTRELA D OESTE,ELEITO POR QP,35,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64076,ESTRELA DO NORTE,ELEITO POR QP,6,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64092,FARTURA,ELEITO POR QP,96,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64114,FERNANDÓPOLIS,ELEITO POR QP,252,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64130,FERNANDO PRESTES,ELEITO POR QP,18,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64157,FERRAZ DE VASCONCELOS,ELEITO POR QP,3192,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64173,FLORA RICA,ELEITO POR QP,12,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64190,FLOREAL,ELEITO POR QP,18,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64211,FLÓRIDA PAULISTA,ELEITO POR QP,49,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64238,FLORÍNEA,ELEITO POR QP,14,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64254,FRANCA,ELEITO POR QP,966,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64270,FRANCISCO MORATO,ELEITO POR QP,2365,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64297,FRANCO DA ROCHA,ELEITO POR QP,2856,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64319,GABRIEL MONTEIRO,ELEITO POR QP,10,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64335,GÁLIA,ELEITO POR QP,33,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64351,GARÇA,ELEITO POR QP,429,2018
1000,CELSO UBIRAJARA RUSSOMANNO,PRB,64378,GASTÃO VIDIGAL,ELEITO POR QP,17,2018
