NR_CANDIDATO,NM_CANDIDATO,SG_PARTIDO,DS_ORIGEM_DESPESA,VR_TOTAL,ANO
1383,IVANIO BATISTA DA SILVA,PT,#NULO,0.0,2018
1386,GABRIELA EVANGELISTA ARANTES DA SILVA,PT,Alimentação,1000.0,2018
1386,GABRIELA EVANGELISTA ARANTES DA SILVA,PT,Combustíveis e lubrificantes,1999.97,2018
1386,GABRIELA EVANGELISTA ARANTES DA SILVA,PT,Despesas com pessoal,9700.0,2018
1386,GABRIELA EVANGELISTA ARANTES DA SILVA,PT,Publicidade por adesivos,510.0,2018
1386,GABRIELA EVANGELISTA ARANTES DA SILVA,PT,Serviços prestados por terceiros,1790.0,2018
1387,ELOI ALFREDO PIETÁ,PT,Cessão ou locação de veículos,53065.9,2018
1387,ELOI ALFREDO PIETÁ,PT,Combustíveis e lubrificantes,30727.33,2018
1387,ELOI ALFREDO PIETÁ,PT,Correspondências e despesas postais,4284.0,2018
1387,ELOI ALFREDO PIETÁ,PT,Despesa com Impulsionamento de Conteúdos,11981.050000000001,2018
1387,ELOI ALFREDO PIETÁ,PT,Despesas com pessoal,306102.78,2018
1387,ELOI ALFREDO PIETÁ,PT,Diversas a especificar,21.95,2018
1387,ELOI ALFREDO PIETÁ,PT,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",1725.75,2018
1387,ELOI ALFREDO PIETÁ,PT,"Impostos, contribuições e taxas",296.99,2018
1387,ELOI ALFREDO PIETÁ,PT,Publicidade por adesivos,5500.0,2018
1387,ELOI ALFREDO PIETÁ,PT,Publicidade por jornais e revistas,39855.0,2018
1387,ELOI ALFREDO PIETÁ,PT,Publicidade por materiais impressos,98613.0,2018
1387,ELOI ALFREDO PIETÁ,PT,Serviços prestados por terceiros,24135.0,2018
1387,ELOI ALFREDO PIETÁ,PT,Taxa de Administração de Financiamento Coletivo,53.96,2018
1388,MARIA ROSA PEREIRA OLIVEIRA,PT,Atividades de militância e mobilização de rua,34706.8,2018
1388,MARIA ROSA PEREIRA OLIVEIRA,PT,Correspondências e despesas postais,333.2,2018
1388,MARIA ROSA PEREIRA OLIVEIRA,PT,Doações financeiras a outros candidatos/partidos,1500.0,2018
1388,MARIA ROSA PEREIRA OLIVEIRA,PT,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",40.0,2018
1388,MARIA ROSA PEREIRA OLIVEIRA,PT,Publicidade por materiais impressos,1920.0,2018
1388,MARIA ROSA PEREIRA OLIVEIRA,PT,Serviços prestados por terceiros,1500.0,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Cessão ou locação de veículos,1523.32,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Combustíveis e lubrificantes,12775.03,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Despesa com Impulsionamento de Conteúdos,150.0,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Despesas com pessoal,368250.0,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Diversas a especificar,2064.0,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Doações financeiras a outros candidatos/partidos,65210.0,2018
1389,ALFREDO ALVES CAVALCANTE,PT,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",763.0,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Energia elétrica,140.41,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Materiais de expediente,188.11,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Pré-instalação física de comitê de campanha,3799.0,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Publicidade por adesivos,41586.65,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Publicidade por carros de som,7145.0,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Publicidade por jornais e revistas,5579.26,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Publicidade por materiais impressos,137154.44,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Serviços prestados por terceiros,25000.0,2018
1389,ALFREDO ALVES CAVALCANTE,PT,Água,103.7,2018
1390,VICENTE PAULO DA SILVA,PT,Cessão ou locação de veículos,60100.0,2018
1390,VICENTE PAULO DA SILVA,PT,Combustíveis e lubrificantes,14086.529999999999,2018
1390,VICENTE PAULO DA SILVA,PT,Correspondências e despesas postais,5443.18,2018
1390,VICENTE PAULO DA SILVA,PT,Despesa com Impulsionamento de Conteúdos,3000.0,2018
1390,VICENTE PAULO DA SILVA,PT,Despesas com Hospedagem,336.0,2018
1390,VICENTE PAULO DA SILVA,PT,Despesas com pessoal,425550.0,2018
1390,VICENTE PAULO DA SILVA,PT,Diversas a especificar,99.0,2018
1390,VICENTE PAULO DA SILVA,PT,Doações financeiras a outros candidatos/partidos,97000.0,2018
1390,VICENTE PAULO DA SILVA,PT,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",1334.1,2018
1390,VICENTE PAULO DA SILVA,PT,Locação/cessão de bens imóveis,11283.52,2018
1390,VICENTE PAULO DA SILVA,PT,Materiais de expediente,4780.2,2018
1390,VICENTE PAULO DA SILVA,PT,Passagem Aérea,2592.5600000000004,2018
1390,VICENTE PAULO DA SILVA,PT,"Produção de jingles, vinhetas e slogans",800.0,2018
1390,VICENTE PAULO DA SILVA,PT,Publicidade por adesivos,21880.5,2018
1390,VICENTE PAULO DA SILVA,PT,Publicidade por carros de som,1500.0,2018
1390,VICENTE PAULO DA SILVA,PT,Publicidade por jornais e revistas,3110.0,2018
1390,VICENTE PAULO DA SILVA,PT,Publicidade por materiais impressos,243992.7,2018
1390,VICENTE PAULO DA SILVA,PT,Serviços prestados por terceiros,30500.0,2018
1390,VICENTE PAULO DA SILVA,PT,Taxa de Administração de Financiamento Coletivo,118.9,2018
1390,VICENTE PAULO DA SILVA,PT,Telefone,99.3,2018
1393,JULIANA FRAGA E SILVA DE SOUZA,PT,Serviços prestados por terceiros,900.0,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Cessão ou locação de veículos,64716.75,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Criação e inclusão de páginas na internet,92675.0,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Despesa com Impulsionamento de Conteúdos,18200.0,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Despesas com Hospedagem,318.0,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Despesas com transporte ou deslocamento,11110.73,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Diversas a especificar,2300.0,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Doações financeiras a outros candidatos/partidos,27000.0,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",6681.4,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Eventos de promoção da candidatura,58159.61,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Locação/cessão de bens imóveis,45053.75,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Locação/cessão de bens móveis (exceto veículos),58645.0,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Materiais de expediente,2111.31,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Passagem Aérea,2617.9900000000002,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,"Produção de jingles, vinhetas e slogans",17000.0,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,"Produção de programas de rádio, televisão ou vídeo",16400.0,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Publicidade por adesivos,14716.99,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Publicidade por jornais e revistas,7300.0,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Publicidade por materiais impressos,544820.68,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Serviços prestados por terceiros,1038856.2,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Serviços próprios prestados por terceiros,140000.0,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Taxa de Administração de Financiamento Coletivo,1360.8400000000001,2018
1398,LUIZ PAULO TEIXEIRA FERREIRA,PT,Telefone,176.39,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,Cessão ou locação de veículos,2000.0,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,Combustíveis e lubrificantes,15000.0,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,Despesa com Impulsionamento de Conteúdos,350.0,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,Despesas com pessoal,202600.0,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",1102.85,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,Locação/cessão de bens imóveis,900.0,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,Locação/cessão de bens móveis (exceto veículos),4550.0,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,Materiais de expediente,1728.01,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,"Produção de jingles, vinhetas e slogans",1560.0,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,"Produção de programas de rádio, televisão ou vídeo",15210.0,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,Publicidade por adesivos,97023.3,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,Publicidade por jornais e revistas,600.0,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,Publicidade por materiais impressos,121723.0,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,Serviços prestados por terceiros,50455.6,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,Serviços próprios prestados por terceiros,1500.0,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,PT,Taxa de Administração de Financiamento Coletivo,265.5,2018
1400,MARCELO ROBERTO GASTALDO,PTB,Alimentação,212.0,2018
1400,MARCELO ROBERTO GASTALDO,PTB,Atividades de militância e mobilização de rua,97863.6,2018
1400,MARCELO ROBERTO GASTALDO,PTB,Cessão ou locação de veículos,7823.34,2018
1400,MARCELO ROBERTO GASTALDO,PTB,Combustíveis e lubrificantes,6988.0,2018
1400,MARCELO ROBERTO GASTALDO,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",379.24,2018
1400,MARCELO ROBERTO GASTALDO,PTB,Materiais de expediente,84.7,2018
1400,MARCELO ROBERTO GASTALDO,PTB,"Produção de programas de rádio, televisão ou vídeo",20000.0,2018
1400,MARCELO ROBERTO GASTALDO,PTB,Publicidade por jornais e revistas,11581.7,2018
1400,MARCELO ROBERTO GASTALDO,PTB,Publicidade por materiais impressos,101480.85,2018
1400,MARCELO ROBERTO GASTALDO,PTB,Serviços prestados por terceiros,8324.0,2018
1400,MARCELO ROBERTO GASTALDO,PTB,Água,1088.4,2018
1405,PAULO KENJI SASAKI,PTB,Alimentação,80.0,2018
1405,PAULO KENJI SASAKI,PTB,Aquisição/Doação de bens móveis ou imóveis,535.0,2018
1405,PAULO KENJI SASAKI,PTB,Combustíveis e lubrificantes,2765.87,2018
1405,PAULO KENJI SASAKI,PTB,Despesa com Impulsionamento de Conteúdos,80.0,2018
1405,PAULO KENJI SASAKI,PTB,Despesas com pessoal,7791.9,2018
1405,PAULO KENJI SASAKI,PTB,Diversas a especificar,4990.0,2018
1405,PAULO KENJI SASAKI,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",33.0,2018
1405,PAULO KENJI SASAKI,PTB,"Produção de jingles, vinhetas e slogans",220.0,2018
1405,PAULO KENJI SASAKI,PTB,Publicidade por carros de som,2500.0,2018
1405,PAULO KENJI SASAKI,PTB,Publicidade por jornais e revistas,2750.0,2018
1405,PAULO KENJI SASAKI,PTB,Publicidade por materiais impressos,6850.0,2018
1405,PAULO KENJI SASAKI,PTB,Serviços próprios prestados por terceiros,3400.0,2018
1410,MARIA ANGELICA MARIANO,PTB,Combustíveis e lubrificantes,1500.0,2018
1410,MARIA ANGELICA MARIANO,PTB,Criação e inclusão de páginas na internet,1000.0,2018
1410,MARIA ANGELICA MARIANO,PTB,Despesa com Impulsionamento de Conteúdos,93.78,2018
1410,MARIA ANGELICA MARIANO,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",193.1,2018
1410,MARIA ANGELICA MARIANO,PTB,Publicidade por adesivos,970.0,2018
1410,MARIA ANGELICA MARIANO,PTB,Publicidade por materiais impressos,300.0,2018
1410,MARIA ANGELICA MARIANO,PTB,Serviços prestados por terceiros,83443.12,2018
1410,MARIA ANGELICA MARIANO,PTB,Serviços próprios prestados por terceiros,15000.0,2018
1411,PAULO JORGE VALENTIM,PTB,Despesas com pessoal,1200.0,2018
1411,PAULO JORGE VALENTIM,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",0.35,2018
1411,PAULO JORGE VALENTIM,PTB,Publicidade por materiais impressos,1300.0,2018
1411,PAULO JORGE VALENTIM,PTB,Serviços próprios prestados por terceiros,2000.0,2018
1414,MARLENE OLIVEIRA DE CAMPOS MACHADO,PTB,Cessão ou locação de veículos,9000.0,2018
1414,MARLENE OLIVEIRA DE CAMPOS MACHADO,PTB,Combustíveis e lubrificantes,7986.700000000001,2018
1414,MARLENE OLIVEIRA DE CAMPOS MACHADO,PTB,Correspondências e despesas postais,10291.9,2018
1414,MARLENE OLIVEIRA DE CAMPOS MACHADO,PTB,Criação e inclusão de páginas na internet,1800.0,2018
1414,MARLENE OLIVEIRA DE CAMPOS MACHADO,PTB,Despesa com Impulsionamento de Conteúdos,74750.0,2018
1414,MARLENE OLIVEIRA DE CAMPOS MACHADO,PTB,Despesas com pessoal,1267847.26,2018
1414,MARLENE OLIVEIRA DE CAMPOS MACHADO,PTB,Despesas com transporte ou deslocamento,104163.2,2018
1414,MARLENE OLIVEIRA DE CAMPOS MACHADO,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",6925.65,2018
1414,MARLENE OLIVEIRA DE CAMPOS MACHADO,PTB,Materiais de expediente,192.0,2018
1414,MARLENE OLIVEIRA DE CAMPOS MACHADO,PTB,Publicidade por adesivos,560.5,2018
1414,MARLENE OLIVEIRA DE CAMPOS MACHADO,PTB,Publicidade por jornais e revistas,7250.0,2018
1414,MARLENE OLIVEIRA DE CAMPOS MACHADO,PTB,Publicidade por materiais impressos,507763.5,2018
1414,MARLENE OLIVEIRA DE CAMPOS MACHADO,PTB,Serviços prestados por terceiros,125950.0,2018
1415,EDSON DE JESUS SARDANO,PTB,Atividades de militância e mobilização de rua,13600.0,2018
1415,EDSON DE JESUS SARDANO,PTB,Combustíveis e lubrificantes,2053.56,2018
1415,EDSON DE JESUS SARDANO,PTB,Correspondências e despesas postais,2157.99,2018
1415,EDSON DE JESUS SARDANO,PTB,Despesa com Impulsionamento de Conteúdos,5000.0,2018
1415,EDSON DE JESUS SARDANO,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",59.9,2018
1415,EDSON DE JESUS SARDANO,PTB,Energia elétrica,116.86,2018
1415,EDSON DE JESUS SARDANO,PTB,Locação/cessão de bens imóveis,600.0,2018
1415,EDSON DE JESUS SARDANO,PTB,Materiais de expediente,2109.5,2018
1415,EDSON DE JESUS SARDANO,PTB,Publicidade por adesivos,4588.96,2018
1415,EDSON DE JESUS SARDANO,PTB,Publicidade por jornais e revistas,3191.0,2018
1415,EDSON DE JESUS SARDANO,PTB,Publicidade por materiais impressos,22164.08,2018
1415,EDSON DE JESUS SARDANO,PTB,Serviços prestados por terceiros,6800.0,2018
1415,EDSON DE JESUS SARDANO,PTB,Taxa de Administração de Financiamento Coletivo,119.6,2018
1420,CLAYTON JUN NITTA,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",8.3,2018
1420,CLAYTON JUN NITTA,PTB,Publicidade por materiais impressos,370.0,2018
1423,WILLIANS SANTOS,PTB,Alimentação,1300.0,2018
1423,WILLIANS SANTOS,PTB,Atividades de militância e mobilização de rua,71060.0,2018
1423,WILLIANS SANTOS,PTB,Cessão ou locação de veículos,4500.0,2018
1423,WILLIANS SANTOS,PTB,Combustíveis e lubrificantes,3000.0,2018
1423,WILLIANS SANTOS,PTB,Despesa com Impulsionamento de Conteúdos,82.0,2018
1423,WILLIANS SANTOS,PTB,Despesas com pessoal,2423.03,2018
1423,WILLIANS SANTOS,PTB,Doações financeiras a outros candidatos/partidos,2.5,2018
1423,WILLIANS SANTOS,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",465.85,2018
1423,WILLIANS SANTOS,PTB,"Impostos, contribuições e taxas",4.62,2018
1423,WILLIANS SANTOS,PTB,"Produção de jingles, vinhetas e slogans",3200.0,2018
1423,WILLIANS SANTOS,PTB,Publicidade por adesivos,3132.0,2018
1423,WILLIANS SANTOS,PTB,Publicidade por materiais impressos,10050.0,2018
1423,WILLIANS SANTOS,PTB,Água,780.0,2018
1430,MARIA DE LURDES FARIA DE GODOI,PTB,Atividades de militância e mobilização de rua,8090.0,2018
1430,MARIA DE LURDES FARIA DE GODOI,PTB,Doações financeiras a outros candidatos/partidos,2638.0,2018
1430,MARIA DE LURDES FARIA DE GODOI,PTB,Eventos de promoção da candidatura,1200.0,2018
1430,MARIA DE LURDES FARIA DE GODOI,PTB,Publicidade por adesivos,5917.0,2018
1430,MARIA DE LURDES FARIA DE GODOI,PTB,Publicidade por materiais impressos,7150.0,2018
1433,ANTONIO RAPOSO PATRICIO,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",76.76,2018
1433,ANTONIO RAPOSO PATRICIO,PTB,Publicidade por adesivos,8950.0,2018
1433,ANTONIO RAPOSO PATRICIO,PTB,Publicidade por carros de som,2000.0,2018
1433,ANTONIO RAPOSO PATRICIO,PTB,Publicidade por materiais impressos,7620.0,2018
1433,ANTONIO RAPOSO PATRICIO,PTB,Serviços prestados por terceiros,4153.24,2018
1434,NELSON MARQUEZELLI,PTB,Alimentação,410.3,2018
1434,NELSON MARQUEZELLI,PTB,Atividades de militância e mobilização de rua,2650.0,2018
1434,NELSON MARQUEZELLI,PTB,Combustíveis e lubrificantes,9575.41,2018
1434,NELSON MARQUEZELLI,PTB,Correspondências e despesas postais,100066.2,2018
1434,NELSON MARQUEZELLI,PTB,Despesa com Impulsionamento de Conteúdos,20000.0,2018
1434,NELSON MARQUEZELLI,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",685.75,2018
1434,NELSON MARQUEZELLI,PTB,Publicidade por adesivos,30830.5,2018
1434,NELSON MARQUEZELLI,PTB,Publicidade por jornais e revistas,19764.0,2018
1434,NELSON MARQUEZELLI,PTB,Publicidade por materiais impressos,461823.7,2018
1434,NELSON MARQUEZELLI,PTB,Serviços prestados por terceiros,814189.0,2018
1440,JUAREZ PEREIRA DA SILVA,PTB,Atividades de militância e mobilização de rua,18379.0,2018
1440,JUAREZ PEREIRA DA SILVA,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",157.5,2018
1440,JUAREZ PEREIRA DA SILVA,PTB,Publicidade por materiais impressos,30963.5,2018
1440,JUAREZ PEREIRA DA SILVA,PTB,Serviços prestados por terceiros,500.0,2018
1441,SEVERINO TINHA DI FERREIRA DOS SANTOS,PTB,Atividades de militância e mobilização de rua,27350.0,2018
1441,SEVERINO TINHA DI FERREIRA DOS SANTOS,PTB,Cessão ou locação de veículos,5000.0,2018
1441,SEVERINO TINHA DI FERREIRA DOS SANTOS,PTB,Correspondências e despesas postais,6358.32,2018
1441,SEVERINO TINHA DI FERREIRA DOS SANTOS,PTB,Despesa com Impulsionamento de Conteúdos,1600.27,2018
1441,SEVERINO TINHA DI FERREIRA DOS SANTOS,PTB,Diversas a especificar,2450.0,2018
1441,SEVERINO TINHA DI FERREIRA DOS SANTOS,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",75.0,2018
1441,SEVERINO TINHA DI FERREIRA DOS SANTOS,PTB,Publicidade por adesivos,1620.0,2018
1441,SEVERINO TINHA DI FERREIRA DOS SANTOS,PTB,Publicidade por carros de som,8000.0,2018
1441,SEVERINO TINHA DI FERREIRA DOS SANTOS,PTB,Publicidade por materiais impressos,4899.900000000001,2018
1444,IVANILDO GOMES NOGUEIRA,PTB,Combustíveis e lubrificantes,5754.03,2018
1444,IVANILDO GOMES NOGUEIRA,PTB,Despesas com pessoal,35930.0,2018
1444,IVANILDO GOMES NOGUEIRA,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",72.6,2018
1444,IVANILDO GOMES NOGUEIRA,PTB,"Produção de jingles, vinhetas e slogans",2500.0,2018
1444,IVANILDO GOMES NOGUEIRA,PTB,Publicidade por adesivos,21885.0,2018
1444,IVANILDO GOMES NOGUEIRA,PTB,Publicidade por materiais impressos,25500.0,2018
1445,ARTHUR VIANA DA SILVA,PTB,Criação e inclusão de páginas na internet,2883.37,2018
1445,ARTHUR VIANA DA SILVA,PTB,Despesa com Impulsionamento de Conteúdos,1000.0,2018
1445,ARTHUR VIANA DA SILVA,PTB,Despesas com pessoal,41160.0,2018
1445,ARTHUR VIANA DA SILVA,PTB,Doações financeiras a outros candidatos/partidos,98.54,2018
1445,ARTHUR VIANA DA SILVA,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",24.0,2018
1445,ARTHUR VIANA DA SILVA,PTB,Eventos de promoção da candidatura,1850.0,2018
1445,ARTHUR VIANA DA SILVA,PTB,"Produção de programas de rádio, televisão ou vídeo",4800.0,2018
1445,ARTHUR VIANA DA SILVA,PTB,Publicidade por adesivos,362.24,2018
1445,ARTHUR VIANA DA SILVA,PTB,Publicidade por materiais impressos,7221.85,2018
1450,KARINA MASSI,PTB,Alimentação,5000.0,2018
1450,KARINA MASSI,PTB,Atividades de militância e mobilização de rua,36002.85,2018
1450,KARINA MASSI,PTB,Criação e inclusão de páginas na internet,2287.0,2018
1450,KARINA MASSI,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",10.15,2018
1450,KARINA MASSI,PTB,Publicidade por materiais impressos,4700.0,2018
1450,KARINA MASSI,PTB,Serviços prestados por terceiros,2000.0,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,Combustíveis e lubrificantes,9572.8,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,Correspondências e despesas postais,19229.5,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,Criação e inclusão de páginas na internet,40780.0,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,Despesa com Impulsionamento de Conteúdos,10000.0,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,Despesas com pessoal,49550.0,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,Diversas a especificar,32200.0,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",78.25,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,Eventos de promoção da candidatura,31000.0,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,Locação/cessão de bens imóveis,3460.0,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,Materiais de expediente,2545.4500000000003,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,"Produção de jingles, vinhetas e slogans",3000.0,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,Pré-instalação física de comitê de campanha,3000.0,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,Publicidade por jornais e revistas,1550.0,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,Publicidade por materiais impressos,12434.0,2018
1451,MARIA TERESINHA DE JESUS PEDROZA,PTB,Serviços prestados por terceiros,6600.0,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Alimentação,374.70000000000005,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Cessão ou locação de veículos,11796.4,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Combustíveis e lubrificantes,12401.29,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Correspondências e despesas postais,14735.130000000001,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Despesa com Impulsionamento de Conteúdos,4000.0,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Despesas com Hospedagem,150.0,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Despesas com pessoal,129050.0,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",536.05,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Locação/cessão de bens imóveis,10084.0,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Materiais de expediente,1250.72,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Publicidade por adesivos,4925.0,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Publicidade por jornais e revistas,3050.0,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Publicidade por materiais impressos,27047.0,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Serviços prestados por terceiros,38408.0,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Taxa de Administração de Financiamento Coletivo,62.0,2018
1452,FRANCISCO PEREIRA DE SOUSA FILHO,PTB,Água,90.0,2018
1455,VALERIANA RODRIGUES RAMOS,PTB,#NULO,0.0,2018
1456,MARCIA BUENO DA SILVA,PTB,Alimentação,362.55,2018
1456,MARCIA BUENO DA SILVA,PTB,Combustíveis e lubrificantes,530.0,2018
1456,MARCIA BUENO DA SILVA,PTB,Despesas com transporte ou deslocamento,7.0,2018
1456,MARCIA BUENO DA SILVA,PTB,Diversas a especificar,25.0,2018
1456,MARCIA BUENO DA SILVA,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",24.0,2018
1456,MARCIA BUENO DA SILVA,PTB,Serviços prestados por terceiros,24052.0,2018
1466,ALEXANDRE MORAES DE ALVARENGA RANGEL,PTB,Diversas a especificar,750.0,2018
1466,ALEXANDRE MORAES DE ALVARENGA RANGEL,PTB,Publicidade por materiais impressos,750.0,2018
1466,ALEXANDRE MORAES DE ALVARENGA RANGEL,PTB,Serviços prestados por terceiros,1920.0,2018
1470,FLAVIA DOS SANTOS DIAS,PTB,Atividades de militância e mobilização de rua,23917.0,2018
1470,FLAVIA DOS SANTOS DIAS,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",82.95,2018
1470,FLAVIA DOS SANTOS DIAS,PTB,Serviços prestados por terceiros,300.0,2018
1470,FLAVIA DOS SANTOS DIAS,PTB,Serviços próprios prestados por terceiros,700.0,2018
1477,GISELA MARIANA VASCONCELOS MONTEIRO DE CARVALHO,PTB,Correspondências e despesas postais,2886.78,2018
1477,GISELA MARIANA VASCONCELOS MONTEIRO DE CARVALHO,PTB,Despesas com pessoal,11400.0,2018
1477,GISELA MARIANA VASCONCELOS MONTEIRO DE CARVALHO,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",9.5,2018
1477,GISELA MARIANA VASCONCELOS MONTEIRO DE CARVALHO,PTB,Publicidade por jornais e revistas,9306.0,2018
1477,GISELA MARIANA VASCONCELOS MONTEIRO DE CARVALHO,PTB,Publicidade por materiais impressos,5330.0,2018
1477,GISELA MARIANA VASCONCELOS MONTEIRO DE CARVALHO,PTB,Serviços prestados por terceiros,21217.72,2018
1480,ALEX DE CARVALHO RODRIGUES,PTB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",38.400000000000006,2018
