NR_CANDIDATO,NM_CANDIDATO,SG_PARTIDO,DS_ORIGEM_DESPESA,VR_TOTAL,ANO
1002,ELIANA SABÁ,PRB,Materiais de expediente,216.76,2018
1002,ELIANA SABÁ,PRB,Publicidade por adesivos,2500.0,2018
1002,ELIANA SABÁ,PRB,Serviços prestados por terceiros,3632.0,2018
1002,ELIANA SABÁ,PRB,Taxa de Administração de Financiamento Coletivo,16.75,2018
1003,EDILUZA MARIA DA SILVA DOS SANTOS,PRB,Despesas com pessoal,6500.0,2018
1004,AFFONSO SALATI FILHO,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",30.450000000000003,2018
1004,AFFONSO SALATI FILHO,PRB,"Produção de jingles, vinhetas e slogans",1500.0,2018
1004,AFFONSO SALATI FILHO,PRB,Publicidade por adesivos,698.0,2018
1004,AFFONSO SALATI FILHO,PRB,Publicidade por jornais e revistas,1860.0,2018
1004,AFFONSO SALATI FILHO,PRB,Publicidade por materiais impressos,5848.0,2018
1005,VITOR AUGUSTO VILANUEVA GOMES,PRB,#NULO,0.0,2018
1006,MICHEL DE LIMA CHAUSSE,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",76.6,2018
1006,MICHEL DE LIMA CHAUSSE,PRB,Publicidade por adesivos,5010.0,2018
1006,MICHEL DE LIMA CHAUSSE,PRB,Publicidade por materiais impressos,10490.0,2018
1006,MICHEL DE LIMA CHAUSSE,PRB,Serviços prestados por terceiros,4350.0,2018
1007,WANDEMBERG MARQUES DA SILVA,PRB,Despesas com pessoal,14791.35,2018
1007,WANDEMBERG MARQUES DA SILVA,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",57.35,2018
1008,EDSON COQUEIRO FILHO,PRB,Alimentação,5486.28,2018
1008,EDSON COQUEIRO FILHO,PRB,Cessão ou locação de veículos,21875.22,2018
1008,EDSON COQUEIRO FILHO,PRB,Combustíveis e lubrificantes,5531.68,2018
1008,EDSON COQUEIRO FILHO,PRB,Correspondências e despesas postais,48.5,2018
1008,EDSON COQUEIRO FILHO,PRB,Criação e inclusão de páginas na internet,4200.0,2018
1008,EDSON COQUEIRO FILHO,PRB,Despesa com Impulsionamento de Conteúdos,1100.0,2018
1008,EDSON COQUEIRO FILHO,PRB,Despesas com pessoal,78898.0,2018
1008,EDSON COQUEIRO FILHO,PRB,Diversas a especificar,377.8,2018
1008,EDSON COQUEIRO FILHO,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",208.85,2018
1008,EDSON COQUEIRO FILHO,PRB,Locação/cessão de bens imóveis,4000.0,2018
1008,EDSON COQUEIRO FILHO,PRB,Materiais de expediente,240.83,2018
1008,EDSON COQUEIRO FILHO,PRB,Publicidade por jornais e revistas,3000.0,2018
1008,EDSON COQUEIRO FILHO,PRB,Publicidade por materiais impressos,8430.0,2018
1008,EDSON COQUEIRO FILHO,PRB,Serviços prestados por terceiros,5000.0,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,Alimentação,2382.3599999999997,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,Cessão ou locação de veículos,2450.0,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,Combustíveis e lubrificantes,9963.5,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,Despesas com pessoal,113243.94,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",560.1,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,"Produção de jingles, vinhetas e slogans",2200.0,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,"Produção de programas de rádio, televisão ou vídeo",1200.0,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,Publicidade por adesivos,150.0,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,Publicidade por carros de som,5000.0,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,Publicidade por jornais e revistas,870.0,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,Publicidade por materiais impressos,29530.1,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,Serviços prestados por terceiros,35700.0,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Alimentação,46258.5,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Cessão ou locação de veículos,91188.52,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Combustíveis e lubrificantes,63188.79,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Correspondências e despesas postais,2868.24,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Despesas com Hospedagem,3113.9,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Despesas com pessoal,1442809.83,2018
1010,MARCOS ANTONIO PEREIRA,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",6082.6,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Locação/cessão de bens móveis (exceto veículos),600.0,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Materiais de expediente,1277.3,2018
1010,MARCOS ANTONIO PEREIRA,PRB,"Produção de jingles, vinhetas e slogans",5000.0,2018
1010,MARCOS ANTONIO PEREIRA,PRB,"Produção de programas de rádio, televisão ou vídeo",24324.32,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Publicidade por adesivos,8155.0,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Publicidade por jornais e revistas,23898.0,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Publicidade por materiais impressos,48235.0,2018
1011,ALEXANDRE ARAUJO DAUAGE,PRB,Alimentação,2155.0,2018
1011,ALEXANDRE ARAUJO DAUAGE,PRB,Combustíveis e lubrificantes,2268.12,2018
1011,ALEXANDRE ARAUJO DAUAGE,PRB,Despesa com Impulsionamento de Conteúdos,3000.0,2018
1011,ALEXANDRE ARAUJO DAUAGE,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",190.7,2018
1011,ALEXANDRE ARAUJO DAUAGE,PRB,Locação/cessão de bens imóveis,3950.0,2018
1011,ALEXANDRE ARAUJO DAUAGE,PRB,Publicidade por adesivos,9464.0,2018
1011,ALEXANDRE ARAUJO DAUAGE,PRB,Publicidade por jornais e revistas,3000.0,2018
1011,ALEXANDRE ARAUJO DAUAGE,PRB,Publicidade por materiais impressos,10705.0,2018
1011,ALEXANDRE ARAUJO DAUAGE,PRB,Serviços prestados por terceiros,21491.18,2018
1012,ALEX FERNANDO BRAGA,PRB,Combustíveis e lubrificantes,1000.0,2018
1012,ALEX FERNANDO BRAGA,PRB,Despesas com pessoal,10494.0,2018
1012,ALEX FERNANDO BRAGA,PRB,Encargos sociais,1279.78,2018
1012,ALEX FERNANDO BRAGA,PRB,"Impostos, contribuições e taxas",232.68,2018
1012,ALEX FERNANDO BRAGA,PRB,Publicidade por jornais e revistas,975.0,2018
1012,ALEX FERNANDO BRAGA,PRB,Publicidade por materiais impressos,4550.0,2018
1012,ALEX FERNANDO BRAGA,PRB,Serviços prestados por terceiros,3962.0,2018
1013,ADAO DIVINO DO NASCIMENTO,PRB,#NULO,0.0,2018
1014,ALEXANDRO DE ARAUJO,PRB,Combustíveis e lubrificantes,2012.8,2018
1014,ALEXANDRO DE ARAUJO,PRB,Despesa com Impulsionamento de Conteúdos,6000.0,2018
1014,ALEXANDRO DE ARAUJO,PRB,Despesas com pessoal,57800.0,2018
1014,ALEXANDRO DE ARAUJO,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",120.0,2018
1014,ALEXANDRO DE ARAUJO,PRB,Publicidade por adesivos,300.0,2018
1014,ALEXANDRO DE ARAUJO,PRB,Publicidade por jornais e revistas,1170.0,2018
1014,ALEXANDRO DE ARAUJO,PRB,Publicidade por materiais impressos,33797.2,2018
1015,RITA DE CASSIA SANTANA ALBANEZ,PRB,Cessão ou locação de veículos,10000.0,2018
1015,RITA DE CASSIA SANTANA ALBANEZ,PRB,Combustíveis e lubrificantes,3000.0,2018
1015,RITA DE CASSIA SANTANA ALBANEZ,PRB,Despesas com pessoal,269420.0,2018
1015,RITA DE CASSIA SANTANA ALBANEZ,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",466.0,2018
1015,RITA DE CASSIA SANTANA ALBANEZ,PRB,Locação/cessão de bens imóveis,1600.0,2018
1015,RITA DE CASSIA SANTANA ALBANEZ,PRB,Publicidade por adesivos,10000.0,2018
1015,RITA DE CASSIA SANTANA ALBANEZ,PRB,Publicidade por materiais impressos,15514.0,2018
1016,WANDERLEY AYRES JUNIOR,PRB,#NULO,0.0,2018
1017,CAROLINE GROOT,PRB,Combustíveis e lubrificantes,1186.93,2018
1017,CAROLINE GROOT,PRB,Despesa com Impulsionamento de Conteúdos,27000.0,2018
1017,CAROLINE GROOT,PRB,Despesas com pessoal,34267.6,2018
1017,CAROLINE GROOT,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",538.15,2018
1017,CAROLINE GROOT,PRB,"Produção de programas de rádio, televisão ou vídeo",4000.0,2018
1017,CAROLINE GROOT,PRB,Publicidade por jornais e revistas,3690.0,2018
1017,CAROLINE GROOT,PRB,Publicidade por materiais impressos,3800.0,2018
1017,CAROLINE GROOT,PRB,Serviços prestados por terceiros,30095.0,2018
1017,CAROLINE GROOT,PRB,Serviços próprios prestados por terceiros,15000.0,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,Alimentação,4298.0,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,Cessão ou locação de veículos,4800.0,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,Combustíveis e lubrificantes,7800.0,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,Criação e inclusão de páginas na internet,3500.0,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,Despesas com pessoal,109837.0,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",256.7,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,Materiais de expediente,225.0,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,"Produção de jingles, vinhetas e slogans",800.0,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,"Produção de programas de rádio, televisão ou vídeo",3100.0,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,Publicidade por adesivos,2880.0,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,Publicidade por materiais impressos,53880.0,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,Serviços prestados por terceiros,7750.0,2018
1019,LEANDRO MOREIRA,PRB,Cessão ou locação de veículos,5000.0,2018
1019,LEANDRO MOREIRA,PRB,Combustíveis e lubrificantes,3258.1,2018
1019,LEANDRO MOREIRA,PRB,Comícios,800.0,2018
1019,LEANDRO MOREIRA,PRB,Diversas a especificar,1580.0,2018
1019,LEANDRO MOREIRA,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",97.85,2018
1019,LEANDRO MOREIRA,PRB,"Produção de jingles, vinhetas e slogans",700.0,2018
1019,LEANDRO MOREIRA,PRB,Publicidade por adesivos,3690.0,2018
1019,LEANDRO MOREIRA,PRB,Publicidade por materiais impressos,6200.0,2018
1019,LEANDRO MOREIRA,PRB,Serviços prestados por terceiros,3670.0,2018
1020,ANGELA MÁRCIA FIRMO BAVINI,PRB,Alimentação,599.9,2018
1020,ANGELA MÁRCIA FIRMO BAVINI,PRB,Correspondências e despesas postais,2196.85,2018
1020,ANGELA MÁRCIA FIRMO BAVINI,PRB,Criação e inclusão de páginas na internet,40.0,2018
1020,ANGELA MÁRCIA FIRMO BAVINI,PRB,Despesa com Impulsionamento de Conteúdos,600.0,2018
1020,ANGELA MÁRCIA FIRMO BAVINI,PRB,Despesas com pessoal,189832.0,2018
1020,ANGELA MÁRCIA FIRMO BAVINI,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",439.3,2018
1020,ANGELA MÁRCIA FIRMO BAVINI,PRB,Publicidade por materiais impressos,525.0,2018
1020,VANELLI DORATIOTO DAMO,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",5.0,2018
1020,VANELLI DORATIOTO DAMO,PRB,Energia elétrica,9.81,2018
1020,VANELLI DORATIOTO DAMO,PRB,Locação/cessão de bens imóveis,500.0,2018
1020,VANELLI DORATIOTO DAMO,PRB,Serviços próprios prestados por terceiros,2000.0,2018
1020,VANELLI DORATIOTO DAMO,PRB,Telefone,427.95,2018
1020,VANELLI DORATIOTO DAMO,PRB,Água,40.32,2018
1021,LUIZ CARLOS DONEGA NETO,PRB,Despesa com Impulsionamento de Conteúdos,600.0,2018
1021,LUIZ CARLOS DONEGA NETO,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",187.0,2018
1021,LUIZ CARLOS DONEGA NETO,PRB,Publicidade por adesivos,1110.75,2018
1021,LUIZ CARLOS DONEGA NETO,PRB,Publicidade por materiais impressos,5956.26,2018
1021,LUIZ CARLOS DONEGA NETO,PRB,Serviços prestados por terceiros,4000.0,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,Alimentação,131947.65,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,Cessão ou locação de veículos,218661.0,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,Combustíveis e lubrificantes,39404.2,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,Despesas com pessoal,1355818.97,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",1877.55,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,Locação/cessão de bens imóveis,10000.0,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,Materiais de expediente,5137.19,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,"Produção de jingles, vinhetas e slogans",5000.0,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,"Produção de programas de rádio, televisão ou vídeo",85000.0,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,Publicidade por adesivos,18000.0,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,Publicidade por materiais impressos,343565.0,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,Serviços prestados por terceiros,62403.18,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,Água,142.93,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Alimentação,16188.0,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Cessão ou locação de veículos,30400.010000000002,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Combustíveis e lubrificantes,7439.37,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Despesa com Impulsionamento de Conteúdos,7000.0,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Despesas com pessoal,209974.98,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Diversas a especificar,4300.0,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",1545.3,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Eventos de promoção da candidatura,1450.0,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Locação/cessão de bens imóveis,12950.0,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Materiais de expediente,1451.2,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,"Produção de jingles, vinhetas e slogans",1000.0,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Publicidade por adesivos,30990.0,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Publicidade por carros de som,600.0,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Publicidade por jornais e revistas,10040.5,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Publicidade por materiais impressos,51665.0,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Serviços prestados por terceiros,37095.0,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Água,330.0,2018
1024,GILMARA NASCIMENTO DA SILVA,PRB,Despesa com Impulsionamento de Conteúdos,210.0,2018
1024,GILMARA NASCIMENTO DA SILVA,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",25.450000000000003,2018
1024,GILMARA NASCIMENTO DA SILVA,PRB,Publicidade por adesivos,31868.0,2018
1024,GILMARA NASCIMENTO DA SILVA,PRB,Publicidade por materiais impressos,27180.0,2018
1024,GILMARA NASCIMENTO DA SILVA,PRB,Serviços prestados por terceiros,600.0,2018
1025,LUCILENA RIBEIRO DA SILVA,PRB,Despesas com pessoal,8109.0,2018
1025,LUCILENA RIBEIRO DA SILVA,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",6.6,2018
1025,LUCILENA RIBEIRO DA SILVA,PRB,Locação/cessão de bens móveis (exceto veículos),400.0,2018
1025,LUCILENA RIBEIRO DA SILVA,PRB,Publicidade por adesivos,350.0,2018
1025,LUCILENA RIBEIRO DA SILVA,PRB,Publicidade por materiais impressos,401.32,2018
1025,LUCILENA RIBEIRO DA SILVA,PRB,Serviços prestados por terceiros,700.0,2018
1026,JEFFERSON MARIO AMARAL,PRB,Alimentação,7000.0,2018
1026,JEFFERSON MARIO AMARAL,PRB,Despesas com pessoal,4000.0,2018
1026,JEFFERSON MARIO AMARAL,PRB,Publicidade por adesivos,700.0,2018
1026,JEFFERSON MARIO AMARAL,PRB,Publicidade por jornais e revistas,10450.0,2018
1026,JEFFERSON MARIO AMARAL,PRB,Publicidade por materiais impressos,4200.0,2018
1027,CAMILA GRASIELE SANGREGORIO SOARES,PRB,Alimentação,51.0,2018
1027,CAMILA GRASIELE SANGREGORIO SOARES,PRB,Despesa com Impulsionamento de Conteúdos,2050.0,2018
1027,CAMILA GRASIELE SANGREGORIO SOARES,PRB,Despesas com pessoal,180350.0,2018
1027,CAMILA GRASIELE SANGREGORIO SOARES,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",931.25,2018
1027,CAMILA GRASIELE SANGREGORIO SOARES,PRB,"Produção de jingles, vinhetas e slogans",750.0,2018
1027,CAMILA GRASIELE SANGREGORIO SOARES,PRB,Publicidade por carros de som,2000.0,2018
1027,CAMILA GRASIELE SANGREGORIO SOARES,PRB,Publicidade por materiais impressos,9340.0,2018
1027,CAMILA GRASIELE SANGREGORIO SOARES,PRB,Serviços prestados por terceiros,4000.0,2018
1028,ANA KARIN DIAS DE ALMEIDA ANDRADE,PRB,Criação e inclusão de páginas na internet,17630.0,2018
1028,ANA KARIN DIAS DE ALMEIDA ANDRADE,PRB,Despesa com Impulsionamento de Conteúdos,3480.0,2018
1028,ANA KARIN DIAS DE ALMEIDA ANDRADE,PRB,Despesas com pessoal,208110.0,2018
1028,ANA KARIN DIAS DE ALMEIDA ANDRADE,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",292.05,2018
1028,ANA KARIN DIAS DE ALMEIDA ANDRADE,PRB,Materiais de expediente,1597.5,2018
1028,ANA KARIN DIAS DE ALMEIDA ANDRADE,PRB,"Produção de programas de rádio, televisão ou vídeo",5500.0,2018
1028,ANA KARIN DIAS DE ALMEIDA ANDRADE,PRB,Publicidade por jornais e revistas,8320.0,2018
1028,ANA KARIN DIAS DE ALMEIDA ANDRADE,PRB,Publicidade por materiais impressos,11400.0,2018
1028,ANA KARIN DIAS DE ALMEIDA ANDRADE,PRB,Serviços prestados por terceiros,122170.45,2018
1028,ANA KARIN DIAS DE ALMEIDA ANDRADE,PRB,Serviços próprios prestados por terceiros,11500.0,2018
1029,NILO SERGIO MACHADO,PRB,Serviços prestados por terceiros,10000.0,2018
1030,ALCIDES BELUCI NETO,PRB,Alimentação,15500.0,2018
1030,ALCIDES BELUCI NETO,PRB,Atividades de militância e mobilização de rua,126766.0,2018
1030,ALCIDES BELUCI NETO,PRB,Cessão ou locação de veículos,12000.0,2018
1030,ALCIDES BELUCI NETO,PRB,Combustíveis e lubrificantes,16891.23,2018
1030,ALCIDES BELUCI NETO,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",204.95,2018
1030,ALCIDES BELUCI NETO,PRB,Locação/cessão de bens imóveis,2600.0,2018
1030,ALCIDES BELUCI NETO,PRB,Materiais de expediente,619.52,2018
1030,ALCIDES BELUCI NETO,PRB,Publicidade por jornais e revistas,2447.5,2018
1030,ALCIDES BELUCI NETO,PRB,Publicidade por materiais impressos,10710.0,2018
1030,ALCIDES BELUCI NETO,PRB,Serviços prestados por terceiros,12000.0,2018
1031,RENE ROSA,PRB,Combustíveis e lubrificantes,300.0,2018
1031,RENE ROSA,PRB,Publicidade por adesivos,1873.0,2018
1031,RENE ROSA,PRB,Publicidade por materiais impressos,1327.0,2018
1032,ABEL DO PORTO SANTOS,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",39.6,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Alimentação,90657.3,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Cessão ou locação de veículos,61242.5,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Combustíveis e lubrificantes,41341.84,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Despesa com Impulsionamento de Conteúdos,7000.0,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Despesas com pessoal,614597.66,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Diversas a especificar,793.8,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",6767.4400000000005,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Locação/cessão de bens imóveis,2200.0,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Materiais de expediente,2478.45,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,"Produção de programas de rádio, televisão ou vídeo",33300.0,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Publicidade por adesivos,40180.0,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Publicidade por carros de som,37000.0,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Publicidade por jornais e revistas,14220.0,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Publicidade por materiais impressos,267104.2,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Serviços prestados por terceiros,129180.0,2018
1034,GERALDO DOS REIS BORGES,PRB,Publicidade por materiais impressos,1265.0,2018
1035,JOAO AGUIAR RIBEIRO,PRB,Alimentação,2500.0,2018
1035,JOAO AGUIAR RIBEIRO,PRB,Combustíveis e lubrificantes,17332.1,2018
1035,JOAO AGUIAR RIBEIRO,PRB,Despesa com Impulsionamento de Conteúdos,1000.0,2018
1035,JOAO AGUIAR RIBEIRO,PRB,Despesas com pessoal,132330.1,2018
1035,JOAO AGUIAR RIBEIRO,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",1.8,2018
1035,JOAO AGUIAR RIBEIRO,PRB,Publicidade por adesivos,11200.0,2018
1035,JOAO AGUIAR RIBEIRO,PRB,Publicidade por materiais impressos,10946.0,2018
1035,JOAO AGUIAR RIBEIRO,PRB,Serviços prestados por terceiros,21700.0,2018
1036,ANA REGINA MACHADO COUTO,PRB,Alimentação,2255.0,2018
1036,ANA REGINA MACHADO COUTO,PRB,Combustíveis e lubrificantes,608.8,2018
1036,ANA REGINA MACHADO COUTO,PRB,Despesas com pessoal,7000.0,2018
1036,ANA REGINA MACHADO COUTO,PRB,Diversas a especificar,136.2,2018
1037,GERALDO JANUÁRIO DO NASCIMENTO,PRB,Despesas com pessoal,9475.0,2018
1037,GERALDO JANUÁRIO DO NASCIMENTO,PRB,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",17.5,2018
1038,GABRIEL ROCHA KANNER,PRB,Alimentação,31070.75,2018
1038,GABRIEL ROCHA KANNER,PRB,Atividades de militância e mobilização de rua,507150.0,2018
1038,GABRIEL ROCHA KANNER,PRB,Cessão ou locação de veículos,79106.87,2018
1038,GABRIEL ROCHA KANNER,PRB,Combustíveis e lubrificantes,12225.46,2018
1038,GABRIEL ROCHA KANNER,PRB,Criação e inclusão de páginas na internet,10379.0,2018
