NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,NM_PARTIDO,DS_GENERO,DT_NASCIMENTO,DS_COR_RACA,DS_GRAU_INSTRUCAO,DS_OCUPACAO,DS_SIT_TOT_TURNO,DS_SITUACAO_CANDIDATURA,ANO
2833,WALDEMAR LIMA RODRIGUES DA SILVA,DR. WALDEMAR LIMA,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,02/06/1981,PARDA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2018
1220,JOSE FERREIRA CAMPOS FILHO,DOUTOR CAMPOS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,06/04/1964,BRANCA,SUPERIOR COMPLETO,ADVOGADO,SUPLENTE,APTO,2018
5408,GABRIEL AUGUSTO PEREIRA,DR GABRIEL,PPL,PARTIDO PÁTRIA LIVRE,MASCULINO,23/04/1987,BRANCA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2018
5029,JUCIMAR SOUZA TENORIO,PALMEIRA TENORIO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,17/05/1969,PARDA,SUPERIOR COMPLETO,ADVOGADO,SUPLENTE,APTO,2018
4310,CARLOS AUGUSTO PEREIRA DA SILVA,"DR, CARLOS AUGUSTO",PV,PARTIDO VERDE,MASCULINO,11/02/1957,BRANCA,SUPERIOR COMPLETO,ADVOGADO,SUPLENTE,APTO,2018
4015,RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,RODRIGO AGOSTINHO,PSB,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,12/12/1977,BRANCA,SUPERIOR COMPLETO,ADVOGADO,ELEITO POR QP,APTO,2018
4567,FABRICIO COBRA ARBEX,FABRICIO COBRA,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,02/08/1975,BRANCA,SUPERIOR COMPLETO,ADVOGADO,SUPLENTE,APTO,2018
1368,EDUARDO MARCHIORI LEITE DA SILVA,EDUARDO LEITE,PT,PARTIDO DOS TRABALHADORES,MASCULINO,04/01/1977,BRANCA,SUPERIOR COMPLETO,ADVOGADO,SUPLENTE,APTO,2018
1950,MARCELO JOSÉ ORTEGA,MARCELO ORTEGA,PODE,PODEMOS,MASCULINO,30/09/1977,BRANCA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,INAPTO,2018
3357,ODAIR VICTURINO,DR. ODAIR,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,29/08/1953,PRETA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,INAPTO,2018
4491,MOACYR PAGEU DOS SANTOS,MOACYR PAGEU,PRP,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,20/12/1954,PRETA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2018
5456,ROGERIO DA SILVA DO NASCIMENTO,ROGERIO,PPL,PARTIDO PÁTRIA LIVRE,MASCULINO,06/01/1976,PARDA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2018
3304,NEUZA APARECIDA FERREIRA,DRA. NEUZA FERREIRA,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,FEMININO,02/08/1951,PARDA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2018
4519,NORMA MARGARIDA DE SOUSA CARVALHO,MARGARIDA,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,20/07/1943,BRANCA,SUPERIOR COMPLETO,ADVOGADO,SUPLENTE,APTO,2018
4554,IVANI VAZ DE LIMA,IVANI VAZ DE LIMA,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,20/12/1952,BRANCA,SUPERIOR COMPLETO,ADVOGADO,SUPLENTE,APTO,2018
9025,LILIANE DOREA DOS SANTOS SIMOES,LILIANE DOREA,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,01/01/1969,BRANCA,SUPERIOR COMPLETO,PSICÓLOGO,NÃO ELEITO,APTO,2018
4503,MARIA DA CONCEIÇÃO DE JESUS MOREIRA,CONCEIÇÃO MOREIRA,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,11/12/1963,PARDA,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,SUPLENTE,APTO,2018
1208,VERA LUCIA DOS SANTOS,VERA LUCIA DOS SANTOS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,28/07/1959,PRETA,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,SUPLENTE,APTO,2018
4517,ALINE NASCIMENTO BARROZO TORRES,ALINE TORRES,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,26/10/1985,PRETA,ENSINO MÉDIO COMPLETO,RELAÇÕES-PÚBLICAS,SUPLENTE,APTO,2018
5028,RENAN DIAS OLIVEIRA,RENAN OLIVEIRA,PSOL,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,28/04/1986,BRANCA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,SUPLENTE,APTO,2018
1998,PAULO ROBERTO DE ABREU,PAULO ABREU,PODE,PODEMOS,MASCULINO,06/11/1959,BRANCA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,NÃO ELEITO,INAPTO,2018
3373,WASHINGTON DE SOUZA GRIMAS,WASHINGTON GRIMAS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,30/04/1972,PRETA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,NÃO ELEITO,APTO,2018
3535,MARLI JOSÉ DA SILVA BARBOSA,MARLI OGUNLADE BARBOSA,PMB,PARTIDO DA MULHER BRASILEIRA,FEMININO,07/02/1966,PRETA,SUPERIOR INCOMPLETO,"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",SUPLENTE,APTO,2018
3315,MARCO ANTONIO CORACINI,MARCO CORACINI,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,14/01/1970,BRANCA,ENSINO MÉDIO COMPLETO,TÉCNICO DE MECÂNICA,NÃO ELEITO,APTO,2018
1889,EVANDRO JOSÉ GRATON,EVANDRO GRATON,REDE,REDE SUSTENTABILIDADE,MASCULINO,12/08/1975,BRANCA,SUPERIOR INCOMPLETO,"TÉCNICO DE ELETRICIDADE, ELETRÔNICA E TELECOMUNICAÇÕES",NÃO ELEITO,APTO,2018
3360,LAÉRCIO MENEZES SANTOS,BUSCANDO O IMPONDERAVEL,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,13/04/1960,PRETA,ENSINO MÉDIO COMPLETO,COBRADOR DE TRANSPORTE COLETIVO,NÃO ELEITO,APTO,2018
1032,ABEL DO PORTO SANTOS,ABEL PORTO,PRB,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,30/03/1960,PRETA,ENSINO FUNDAMENTAL COMPLETO,CANTOR E COMPOSITOR,SUPLENTE,APTO,2018
1984,GILVANDRO JOSE ALVES DE OLIVEIRA FILHO,GILVANDRO,PODE,PODEMOS,MASCULINO,10/12/1975,BRANCA,ENSINO MÉDIO COMPLETO,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,SUPLENTE,APTO,2018
5140,OSMAR PEREIRA DA SILVA,OSMAR PEREIRA - MAZÃO,PATRIOTA,PATRIOTA,MASCULINO,02/05/1980,BRANCA,SUPERIOR COMPLETO,COMERCIANTE,NÃO ELEITO,APTO,2018
1440,JUAREZ PEREIRA DA SILVA,JUAREZ PEREIRA,PTB,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,28/07/1983,BRANCA,SUPERIOR COMPLETO,COMERCIANTE,SUPLENTE,APTO,2018
4457,CARLOS ROBERTO SARAN,CARLOS SARAN,PRP,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,11/07/1962,BRANCA,ENSINO MÉDIO INCOMPLETO,COMERCIANTE,NÃO ELEITO,APTO,2018
4078,JURACI SAMPAIO,SAMPAIO,PSB,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,01/07/1959,PARDA,ENSINO FUNDAMENTAL COMPLETO,COMERCIANTE,SUPLENTE,APTO,2018
1039,RUBENS SANCHEZ PROENÇA,RUBENS PROENÇA,PRB,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,22/01/1956,BRANCA,ENSINO FUNDAMENTAL COMPLETO,COMERCIANTE,SUPLENTE,APTO,2018
3339,NUBIA DE LIMA MARTINS,NUBIA MARTINS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,FEMININO,08/07/1982,PARDA,ENSINO MÉDIO COMPLETO,COMERCIANTE,NÃO ELEITO,APTO,2018
5113,LUCIANA CIRILO DOS SANTOS,PROFESSORA LU,PATRIOTA,PATRIOTA,FEMININO,02/01/1977,BRANCA,SUPERIOR COMPLETO,COMERCIANTE,NÃO ELEITO,APTO,2018
1036,ANA REGINA MACHADO COUTO,ANA COUTO,PRB,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,26/07/1972,PARDA,ENSINO FUNDAMENTAL COMPLETO,COMERCIANTE,SUPLENTE,APTO,2018
5142,RUBENS MASSASHI ITO,ITO,PATRIOTA,PATRIOTA,MASCULINO,18/07/1961,AMARELA,SUPERIOR COMPLETO,JORNALISTA E REDATOR,NÃO ELEITO,APTO,2018
1858,EDMAR LUZ DE ALMEIDA,EDMAR LUZ,REDE,REDE SUSTENTABILIDADE,MASCULINO,15/06/1960,BRANCA,SUPERIOR COMPLETO,JORNALISTA E REDATOR,NÃO ELEITO,APTO,2018
4330,LEANDRO SILVA BATISTA,LEANDRO SILVA,PV,PARTIDO VERDE,MASCULINO,30/07/1982,PARDA,SUPERIOR COMPLETO,JORNALISTA E REDATOR,SUPLENTE,APTO,2018
1560,WALDEMAR ANTONIO ZORZI FOELKEL,WALDEMAR CABELO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,24/07/1961,BRANCA,SUPERIOR COMPLETO,JORNALISTA E REDATOR,SUPLENTE,APTO,2018
5434,DIÓGENES LUCAS DE CAMPOS,DIÓGENES CAMPOS,PPL,PARTIDO PÁTRIA LIVRE,MASCULINO,11/01/1988,BRANCA,SUPERIOR INCOMPLETO,JORNALISTA E REDATOR,NÃO ELEITO,APTO,2018
2828,JOSÉ LEVY FIDELIX DA CRUZ,LEVY FIDELIX,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,27/12/1951,BRANCA,SUPERIOR INCOMPLETO,JORNALISTA E REDATOR,NÃO ELEITO,APTO,2018
2217,RITA DE CASSIA ALVES,RITA ALVES,PR,PARTIDO DA REPÚBLICA,FEMININO,01/10/1972,PARDA,SUPERIOR COMPLETO,JORNALISTA E REDATOR,SUPLENTE,APTO,2018
2837,MARTA ELISABETH NIXDORF,MARTA ELISABETH,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,05/09/1962,BRANCA,SUPERIOR COMPLETO,JORNALISTA E REDATOR,NÃO ELEITO,APTO,2018
1771,JOICE CRISTINA HASSELMANN,JOICE HASSELMANN,PSL,PARTIDO SOCIAL LIBERAL,FEMININO,29/01/1978,BRANCA,SUPERIOR COMPLETO,JORNALISTA E REDATOR,ELEITO POR QP,APTO,2018
4077,ROSANA DE OLIVEIRA VALLE,ROSANA VALLE,PSB,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,08/05/1969,BRANCA,SUPERIOR COMPLETO,JORNALISTA E REDATOR,ELEITO POR QP,APTO,2018
9056,NARCISO REINATO NETO,NARCISO NETO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,03/03/1968,BRANCA,SUPERIOR COMPLETO,PUBLICITÁRIO,NÃO ELEITO,APTO,2018
1721,LUIZA POLYDORO,LUIZA POLYDORO,PSL,PARTIDO SOCIAL LIBERAL,FEMININO,06/09/1976,BRANCA,SUPERIOR COMPLETO,PUBLICITÁRIO,SUPLENTE,APTO,2018
4430,SEVERINO RAMOS DA SILVA,SEVERINO RAMOS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,06/06/1953,PRETA,ENSINO MÉDIO COMPLETO,DETETIVE PARTICULAR,#NULO#,INAPTO,2018
1303,VALDOMIRO DA PURIFICAÇÃO OLIVEIRA,MIRO PURIFICAÇÃO,PT,PARTIDO DOS TRABALHADORES,MASCULINO,08/04/1983,PRETA,ENSINO MÉDIO COMPLETO,FUNILEIRO,SUPLENTE,APTO,2018
4426,ELIAS MATIAS DA SILVA,PROF. ELIAS MATIAS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,27/02/1960,PARDA,SUPERIOR COMPLETO,PEDAGOGO,NÃO ELEITO,APTO,2018
3366,GENILCE DOS SANTOS,MÃE GÊ,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,FEMININO,21/11/1957,PRETA,SUPERIOR COMPLETO,PEDAGOGO,NÃO ELEITO,APTO,2018
4459,LINDINALVA GERCINA DA SILVA,EU SOU A PROFESSORA LINDA,PRP,PARTIDO REPUBLICANO PROGRESSISTA,FEMININO,15/01/1956,PARDA,SUPERIOR COMPLETO,PEDAGOGO,NÃO ELEITO,APTO,2018
2812,OSVALDO MENESES DOS SANTOS,OSVALDO MENESES,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,14/08/1967,BRANCA,SUPERIOR COMPLETO,POLICIAL MILITAR,NÃO ELEITO,APTO,2018
7018,CLODOALDO MAIOLINI FILHO,SARGENTO MAIOLINI,AVANTE,AVANTE,MASCULINO,01/08/1965,BRANCA,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,NÃO ELEITO,APTO,2018
5136,HORACIO CAYRES JUNIOR,CAYRES AMBIENTAL,PATRIOTA,PATRIOTA,MASCULINO,19/04/1981,BRANCA,SUPERIOR COMPLETO,POLICIAL MILITAR,NÃO ELEITO,APTO,2018
2820,JOSE LUIZ DE LIRA,SARGENTO LIRA,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,26/11/1952,BRANCA,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,NÃO ELEITO,INAPTO,2018
1788,JOSÉ ROBERTO DE CASTRO,CORONEL CASTRO,PSL,PARTIDO SOCIAL LIBERAL,MASCULINO,21/10/1956,BRANCA,SUPERIOR COMPLETO,POLICIAL MILITAR,SUPLENTE,APTO,2018
4323,ANTONIO LUIZ COLUCCI,TONINHO COLUCCI,PV,PARTIDO VERDE,MASCULINO,23/06/1961,BRANCA,SUPERIOR COMPLETO,POLICIAL MILITAR,SUPLENTE,APTO,2018
4578,MARIA DE JESUS LOPES MARTINS SILVA,PROFESSORA MARIA MARTINS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,25/11/1954,BRANCA,SUPERIOR COMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,SUPLENTE,APTO,2018
4473,EDMILSON TOMBI DE LIMA,EDMILSON TOMBI DE LIMA,PRP,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,16/04/1959,BRANCA,SUPERIOR COMPLETO,REPRESENTANTE COMERCIAL,NÃO ELEITO,APTO,2018
2835,JOSE RIBAMAR BRIOSO SOUSA,RIBAMAR BRIOSO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,15/02/1974,PARDA,ENSINO MÉDIO COMPLETO,VIGILANTE,NÃO ELEITO,APTO,2018
7770,MARCOS JULIANO FERREIRA,JULIANO DA CAMPESTRE,SOLIDARIEDADE,SOLIDARIEDADE,MASCULINO,27/02/1980,BRANCA,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2018
5109,ROBERTO MARTINS PEREIRA,BETO WORK,PATRIOTA,PATRIOTA,MASCULINO,15/10/1982,BRANCA,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2018
5193,DIOBEL DE LIMA FERNANDES,DIOBEL DA DIDOL S,PATRIOTA,PATRIOTA,MASCULINO,04/12/1961,BRANCA,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2018
3677,ADENIR PORTILHO RODRIGUES,PORTILHO,PTC,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,31/07/1952,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,#NULO#,INAPTO,2018
3066,JOSÉ FRANCISCO BERTINO,CHICO BERTINO,NOVO,PARTIDO NOVO,MASCULINO,05/12/1954,BRANCA,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2018
1743,MARCELO CECCHETTINI,MARCELO CECCHETTINI,PSL,PARTIDO SOCIAL LIBERAL,MASCULINO,17/06/1964,BRANCA,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2018
1063,LUIZ CARLOS BOMBONATO GOULART,LUIZAO,PRB,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,14/11/1975,BRANCA,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2018
5182,WILSON PRUDENCIO DE OLIVEIRA,WILSON DE OLIVEIRA,PATRIOTA,PATRIOTA,MASCULINO,01/12/1964,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2018
2844,DIOGO DIAS PARENTE,DR. DIOGO TCHOW,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,10/08/1983,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,NÃO ELEITO,INAPTO,2018
3101,ULYSSES DA CONCEIÇÃO VIANA,ULYSSES VIANA,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,16/10/1965,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2018
7088,HELCIO ALVARES SOARES,HELCIO ALVARES,AVANTE,AVANTE,MASCULINO,06/04/1959,PARDA,ENSINO MÉDIO INCOMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2018
1229,JOSE ANTONIO ALVES DA SILVA,ZÉ DA BRUEL,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,13/06/1971,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2018
4551,VANDERLEI MACRIS,VANDERLEI MACRIS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,20/05/1950,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,ELEITO POR QP,APTO,2018
1057,HENRIQUE ALBERTO ALMIRATES JUNIOR,HENRIQUE ALMIRATES,PRB,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,10/10/1957,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,NÃO ELEITO,INAPTO,2018
2701,CESAR RENATO DA SILVA,CESAR RENATO,DC,DEMOCRACIA CRISTÃ,MASCULINO,25/04/1968,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,#NULO#,INAPTO,2018
7074,RENATO PASCHOAL STAIBANO,TIO RENATO PASCHOAL,AVANTE,AVANTE,MASCULINO,13/09/1970,BRANCA,SUPERIOR INCOMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2018
9001,JOSE CARLOS RODRIGUES DE SOUSA SILVA,JOSE CARLOS RODRIGUES,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,09/08/1974,BRANCA,SUPERIOR INCOMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2018
5489,INDALÉCIO ADRIANO LIMA,INDALÉCIO LIMA,PPL,PARTIDO PÁTRIA LIVRE,MASCULINO,30/09/1976,BRANCA,SUPERIOR INCOMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2018
1026,JEFFERSON MARIO AMARAL,JEFFERSON AMARAL,PRB,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,05/10/1977,BRANCA,SUPERIOR INCOMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2018
4418,ROMEU EMANOEL CASADEI DA SILVA,ROMEU CASADEI ,PRP,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,27/11/1970,BRANCA,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2018
1758,VALMIR BEBER,VALMIR BEBER,PSL,PARTIDO SOCIAL LIBERAL,MASCULINO,27/03/1972,BRANCA,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2018
5105,ENOQUE JOSE PEREIRA,ENOQUE DO VAREJÃO DO BRÁS,PATRIOTA,PATRIOTA,MASCULINO,15/10/1973,PARDA,ENSINO FUNDAMENTAL INCOMPLETO,EMPRESÁRIO,NÃO ELEITO,INAPTO,2018
5135,JOSE ANTONIO BARBOZA,FUNDO DE GARANTIA,PATRIOTA,PATRIOTA,MASCULINO,22/08/1953,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2018
7004,LUCIANE TORRECILLAS SARRAF,LULI SARRAF,AVANTE,AVANTE,FEMININO,08/05/1976,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2018
5131,RENATA TEODORO DA FONSECA,RENATA FONSECA,PATRIOTA,PATRIOTA,FEMININO,24/03/1972,BRANCA,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2018
1544,TAIS TANARA NOGUEIRA NAUFEL,TANARA BEAUTY,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,19/06/1977,PARDA,SUPERIOR COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2018
4337,ROSANILDA ANTONIA DA SILVA,TIA ROSA,PV,PARTIDO VERDE,FEMININO,17/06/1962,PRETA,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2018
3060,MARISE AUGUSTO FERNANDES AUDI,DRA. MARISE AUDI,NOVO,PARTIDO NOVO,FEMININO,10/03/1961,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2018
4025,CIRLENE MARIA MARGONATO RABECCHINI,CIRLENE RABECCHINI,PSB,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,28/07/1963,BRANCA,SUPERIOR COMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2018
7738,LUCIMEIRE GONÇALVES PEREIRA,TUCCA DO KIOSK 38,SOLIDARIEDADE,SOLIDARIEDADE,FEMININO,08/12/1975,BRANCA,SUPERIOR INCOMPLETO,EMPRESÁRIO,SUPLENTE,APTO,2018
9004,MARLI APARECIDA PROSPERO,MARLI PROSPERO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,13/08/1960,BRANCA,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,NÃO ELEITO,APTO,2018
1312,ODERLAN PEREIRA DE SOUZA,PROFESSOR ODERLAN,PT,PARTIDO DOS TRABALHADORES,MASCULINO,21/05/1968,PARDA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,SUPLENTE,APTO,2018
5004,RAMON FERNANDES FAUSTINO,RAMON FAUSTNO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,04/03/1988,PRETA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,SUPLENTE,APTO,2018
5415,WILLIAM SANTOS RODRIGUES,PROFESSOR WILLIAM,PPL,PARTIDO PÁTRIA LIVRE,MASCULINO,10/09/1980,PARDA,SUPERIOR INCOMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,APTO,2018
5124,ANA CRISTINA TEIXEIRA DE ARAÚJO,PROFA CRIS,PATRIOTA,PATRIOTA,FEMININO,25/10/1966,PARDA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,APTO,2018
5040,FELIPE BRILHANTE MAROPO,FELIPE MAROPO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,17/08/1992,BRANCA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,SUPLENTE,APTO,2018
5049,CLÁUDIO ARMELIN MELON,PROF. CLAUDIO MELON,PSOL,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,20/12/1988,BRANCA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,SUPLENTE,APTO,2018
5085,JOÃO LIRA DA SILVA,JOÃO LIRA,PSOL,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,27/06/1978,INDÍGENA,ENSINO MÉDIO COMPLETO,PROFESSOR DE ENSINO MÉDIO,SUPLENTE,APTO,2018
1923,VLADIMIR FERNANDES DE ALMEIDA,PROFESSOR VLADIMIR,PODE,PODEMOS,MASCULINO,04/03/1965,PRETA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,SUPLENTE,APTO,2018
4375,ROBERTA CRISTINA BARRADA MELCHIOR MERLO,PROF. ROBERTA MERLO,PV,PARTIDO VERDE,FEMININO,20/09/1969,BRANCA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,SUPLENTE,APTO,2018
4070,CAMILA GODOI DA SILVA RODRIGUES,PROF. CAMILA GODOI,PSB,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,06/04/1985,BRANCA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,SUPLENTE,APTO,2018
4522,JOAO PAULO TAVARES PAPA,PAPA,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,28/07/1958,BRANCA,SUPERIOR COMPLETO,DEPUTADO,SUPLENTE,APTO,2018
1911,SINVAL MALHEIROS PINTO JUNIOR,DR SINVAL MALHEIROS,PODE,PODEMOS,MASCULINO,23/02/1951,BRANCA,SUPERIOR COMPLETO,DEPUTADO,SUPLENTE,APTO,2018
1434,NELSON MARQUEZELLI,NELSON MARQUEZELLI,PTB,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,29/10/1941,BRANCA,SUPERIOR COMPLETO,DEPUTADO,SUPLENTE,APTO,2018
2343,ALEX SPINELLI MANENTE,ALEX MANENTE,PPS,PARTIDO POPULAR SOCIALISTA,MASCULINO,22/08/1979,BRANCA,SUPERIOR COMPLETO,DEPUTADO,ELEITO POR QP,APTO,2018
1358,ALENCAR SANTANA BRAGA,ALENCAR SANTANA,PT,PARTIDO DOS TRABALHADORES,MASCULINO,14/03/1976,BRANCA,SUPERIOR COMPLETO,DEPUTADO,ELEITO POR MÉDIA,APTO,2018
2770,MARCOS MOHAI SZABO,MOHAI,DC,DEMOCRACIA CRISTÃ,MASCULINO,07/02/1977,BRANCA,ENSINO MÉDIO COMPLETO,VEREADOR,NÃO ELEITO,INAPTO,2018
4032,CELIO LUCAS DE ALMEIDA,CELIO BOI,PSB,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,15/04/1965,PARDA,ENSINO MÉDIO COMPLETO,VEREADOR,SUPLENTE,APTO,2018
4085,ADENILSON GUERRA,GUERRINHA,PSB,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,07/03/1982,BRANCA,SUPERIOR COMPLETO,VEREADOR,SUPLENTE,APTO,2018
