NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,NM_PARTIDO,DS_GENERO,DT_NASCIMENTO,DS_COR_RACA,DS_GRAU_INSTRUCAO,DS_OCUPACAO,DS_SIT_TOT_TURNO,DS_SITUACAO_CANDIDATURA,ANO
9081,MARCELO FERREIRA DOS SANTOS,MARCELO FERREIRA,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,27/07/1968,BRANCA,SUPERIOR COMPLETO,OUTROS,NÃO ELEITO,APTO,2018
7780,REGINALDO DA CRUZ,REGINALDO CRUZ,SOLIDARIEDADE,SOLIDARIEDADE,MASCULINO,19/04/1976,PARDA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2018
1059,GILSON PEREIRA DE MENEZES,GILSON MENEZES,PRB,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,06/05/1967,PARDA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2018
1997,JORGE PINTO CARNEIRO,JORGE CARNEIRO,PODE,PODEMOS,MASCULINO,21/04/1965,PARDA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2018
5452,IVONILDO RIBEIRO DOS SANTOS,IVO RIBEIRO,PPL,PARTIDO PÁTRIA LIVRE,MASCULINO,07/01/1981,PRETA,ENSINO MÉDIO COMPLETO,OUTROS,#NULO#,INAPTO,2018
4329,ANDRÉ MARTINS MACHADO,ANDRÉ FALCON,PV,PARTIDO VERDE,MASCULINO,29/03/1957,PRETA,ENSINO MÉDIO COMPLETO,OUTROS,SUPLENTE,APTO,2018
9066,MANOEL DOMINGUES,PAI ODESI,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,11/06/1956,BRANCA,SUPERIOR COMPLETO,OUTROS,NÃO ELEITO,APTO,2018
1096,RICARDO ANTONIO BUAINAIN DIAS,RICARDO BENTINHO,PRB,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,20/11/1972,BRANCA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2018
5482,ICARO ROBERTO FAGUNDES,ICARO FAGUNDES,PPL,PARTIDO PÁTRIA LIVRE,MASCULINO,19/03/1978,PARDA,SUPERIOR INCOMPLETO,OUTROS,NÃO ELEITO,APTO,2018
9074,NELSON BATISTA DANTAS,NELSON DANTAS,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,24/09/1958,BRANCA,SUPERIOR INCOMPLETO,OUTROS,NÃO ELEITO,APTO,2018
1364,ADMILSON LUCIO OLIVEIRA,ADMILSON,PT,PARTIDO DOS TRABALHADORES,MASCULINO,18/11/1975,PARDA,SUPERIOR INCOMPLETO,OUTROS,SUPLENTE,APTO,2018
7095,PAULO MARCELO VENCESLAU,VENCESLAU,AVANTE,AVANTE,MASCULINO,11/08/1968,BRANCA,SUPERIOR INCOMPLETO,OUTROS,NÃO ELEITO,INAPTO,2018
7711,EDSON SILVA SANTOS,EDSON GUERREIRO,SOLIDARIEDADE,SOLIDARIEDADE,MASCULINO,17/02/1963,PARDA,ENSINO FUNDAMENTAL COMPLETO,OUTROS,SUPLENTE,APTO,2018
4442,JOSE ALIXANDRE ANTONIO DE OLIVEIRA,ALIXANDRE,PRP,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,04/08/1960,BRANCA,ENSINO FUNDAMENTAL COMPLETO,OUTROS,NÃO ELEITO,APTO,2018
7737,MARLI REGES FERREIRA,APÓSTOLA MARLY RÉGIS,SOLIDARIEDADE,SOLIDARIEDADE,FEMININO,12/01/1972,BRANCA,ENSINO MÉDIO COMPLETO,OUTROS,SUPLENTE,APTO,2018
1062,VILMA APARECIDA DE ALMEIDA,DONA VILMA,PRB,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,09/04/1960,BRANCA,ENSINO MÉDIO COMPLETO,OUTROS,SUPLENTE,APTO,2018
3626,DANUBIA FLORIANO CHAGAS PEREIRA,DANYBIA THOMPSON,PTC,PARTIDO TRABALHISTA CRISTÃO,FEMININO,10/08/1983,PARDA,ENSINO MÉDIO COMPLETO,OUTROS,NÃO ELEITO,APTO,2018
3636,ISABELLE SATIKO SOYAMA,ISA SOYAMA,PTC,PARTIDO TRABALHISTA CRISTÃO,FEMININO,07/01/1994,BRANCA,ENSINO MÉDIO COMPLETO,OUTROS,NÃO ELEITO,APTO,2018
1995,MÉRCIA MARA FALCINI,MÉRCIA FALCINI,PODE,PODEMOS,FEMININO,28/11/1966,BRANCA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2018
5565,MONICA CATTANI,MONICA OBERDAN CATTANI,PSD,PARTIDO SOCIAL DEMOCRÁTICO,FEMININO,31/07/1963,BRANCA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2018
9060,JESSICA MAYRA BARBOSA DOS SANTOS,JESSICA ,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,01/06/1993,BRANCA,ENSINO MÉDIO COMPLETO,OUTROS,NÃO ELEITO,APTO,2018
4391,MONICA GABRIEL,MÔNICA AMIGA DOS ANIMAIS,PV,PARTIDO VERDE,FEMININO,30/05/1966,BRANCA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2018
2825,CLELIA DOS SANTOS DE CARVALHO,CLELIA SANTOS - BANCO EMPREGOS,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,12/07/1981,BRANCA,ENSINO MÉDIO COMPLETO,OUTROS,NÃO ELEITO,APTO,2018
5172,VERA LUCIA SANTOS DE FRANÇA,VERA FANÇA,PATRIOTA,PATRIOTA,FEMININO,26/09/1960,PRETA,ENSINO MÉDIO COMPLETO,OUTROS,NÃO ELEITO,APTO,2018
4416,NATALIA DA GRAÇA VAZ,NATALIA DA GRAÇA,PRP,PARTIDO REPUBLICANO PROGRESSISTA,FEMININO,25/12/1957,PRETA,ENSINO MÉDIO COMPLETO,OUTROS,NÃO ELEITO,APTO,2018
1043,SANDRA REGINA FELICIO WHITAKER,SANDRA WHITAKER,PRB,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,09/10/1959,BRANCA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2018
3680,MARIA FRANCISCA DA SILVA NEVES,MARIA FRANCISCA,PTC,PARTIDO TRABALHISTA CRISTÃO,FEMININO,29/04/1962,PARDA,ENSINO MÉDIO INCOMPLETO,OUTROS,NÃO ELEITO,APTO,2018
1216,PRISCILA DE FÁTIMA BELTRAN SANTOS,PRISCILA F BELTRAN SANTOS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,28/03/1985,BRANCA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2018
7709,EDILMA MARIA DA SILVA,EDILMA MELO,SOLIDARIEDADE,SOLIDARIEDADE,FEMININO,05/01/1984,PARDA,ENSINO MÉDIO INCOMPLETO,OUTROS,SUPLENTE,APTO,2018
1351,CHEILA MARIA SUBENKO OLALLA,CHEILA OLALLA,PT,PARTIDO DOS TRABALHADORES,FEMININO,28/11/1960,BRANCA,SUPERIOR COMPLETO,OUTROS,SUPLENTE,APTO,2018
7783,RAYMARA GARRIDO GARCIA,RAY GARRIDO,SOLIDARIEDADE,SOLIDARIEDADE,FEMININO,03/05/1982,PARDA,SUPERIOR INCOMPLETO,OUTROS,SUPLENTE,APTO,2018
7053,VANIA MAIA DOS REIS,TIA VANIA,AVANTE,AVANTE,FEMININO,16/08/1980,BRANCA,ENSINO FUNDAMENTAL COMPLETO,OUTROS,NÃO ELEITO,APTO,2018
1926,ANDREIA MARIA ANDRADE,ANDREIA ANDRADE,PODE,PODEMOS,FEMININO,13/10/1975,PARDA,ENSINO FUNDAMENTAL COMPLETO,OUTROS,SUPLENTE,APTO,2018
4317,ANTONIO ROBERTO MARTINS,ENGENHEIRO ROBERTO MARTINS,PV,PARTIDO VERDE,MASCULINO,18/06/1954,BRANCA,SUPERIOR COMPLETO,ENGENHEIRO,SUPLENTE,APTO,2018
2805,ROGÉRIO DOS SANTOS GOMES,ROGERIO GOMES,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,28/08/1989,BRANCA,SUPERIOR COMPLETO,ENGENHEIRO,NÃO ELEITO,APTO,2018
3001,JOSE LUIZ FRIGERIO PAULO,FRIGERIO,NOVO,PARTIDO NOVO,MASCULINO,17/09/1949,BRANCA,SUPERIOR COMPLETO,ENGENHEIRO,SUPLENTE,APTO,2018
1500,PAULO ROBERTO GOMES MANSUR,BETO MANSUR,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,07/07/1951,BRANCA,SUPERIOR COMPLETO,ENGENHEIRO,SUPLENTE,APTO,2018
4046,ALDOMIRO FERNANDES,MIRO FERNANDES,PSB,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,28/11/1950,BRANCA,SUPERIOR COMPLETO,ENGENHEIRO,SUPLENTE,APTO,2018
4484,RICARDO ALVES DE MOURA,RICARDO MOURA,PRP,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,30/09/1980,BRANCA,SUPERIOR COMPLETO,QUÍMICO,NÃO ELEITO,APTO,2018
1004,AFFONSO SALATI FILHO,DR AFFONSO,PRB,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,25/12/1958,BRANCA,SUPERIOR COMPLETO,MÉDICO,SUPLENTE,APTO,2018
3040,THYAGO LUIZ FRASSETTO RODRIGUES,DR. THYAGO FRASSETTO,NOVO,PARTIDO NOVO,MASCULINO,24/08/1980,BRANCA,SUPERIOR COMPLETO,MÉDICO,SUPLENTE,APTO,2018
4526,MIGUEL ISAAC FILHO,DR.MIGUEL  ISAAC,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,26/04/1966,BRANCA,SUPERIOR COMPLETO,MÉDICO,SUPLENTE,APTO,2018
1744,VINICIUS TADEU SATTIN RODRIGUES,DR VINICIUS RODRIGUES,PSL,PARTIDO SOCIAL LIBERAL,MASCULINO,03/09/1988,BRANCA,SUPERIOR COMPLETO,MÉDICO,SUPLENTE,APTO,2018
1789,JOSÉ DE CASTRO COIMBRA,JOSÉ DE CASTRO COIMBRA,PSL,PARTIDO SOCIAL LIBERAL,MASCULINO,05/05/1930,BRANCA,SUPERIOR COMPLETO,MÉDICO,SUPLENTE,APTO,2018
2224,PAULO DARIO BAUERMEISTER,DR. PAULO BAUERMEISTER,PR,PARTIDO DA REPÚBLICA,MASCULINO,08/03/1939,BRANCA,SUPERIOR COMPLETO,MÉDICO,SUPLENTE,APTO,2018
1202,CARLOS JOSE GASPAR,DR. GASPAR,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,25/05/1957,BRANCA,SUPERIOR COMPLETO,MÉDICO,NÃO ELEITO,INAPTO,2018
1509,FERNANDO RACHAS RIBEIRO,DR. NANDO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,24/10/1979,BRANCA,SUPERIOR COMPLETO,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,SUPLENTE,APTO,2018
2250,LUCIANA DE ALMEIDA COSTA,LUCIANA COSTA,PR,PARTIDO DA REPÚBLICA,FEMININO,16/10/1972,PRETA,SUPERIOR COMPLETO,ODONTÓLOGO,SUPLENTE,APTO,2018
7096,IVAN NATAL FATORETO,IVAN DA FARMÁCIA,AVANTE,AVANTE,MASCULINO,20/12/1956,BRANCA,SUPERIOR INCOMPLETO,FARMACÊUTICO,NÃO ELEITO,APTO,2018
5163,FABIANA DA SILVA BARROS,FABIANA BARROS,PATRIOTA,PATRIOTA,FEMININO,12/08/1985,PARDA,SUPERIOR COMPLETO,FARMACÊUTICO,NÃO ELEITO,APTO,2018
4533,ADÉRMIS MARINI JUNIOR,ADÉRMIS MARINI,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,18/07/1969,BRANCA,SUPERIOR COMPLETO,ECONOMISTA,SUPLENTE,APTO,2018
5423,ALEXANDRE DE SOUZA COMITRE,ALEXANDRE COMITRE,PPL,PARTIDO PÁTRIA LIVRE,MASCULINO,02/12/1969,BRANCA,ENSINO MÉDIO COMPLETO,CONTADOR,NÃO ELEITO,APTO,2018
1052,RICARDO ELIAS IRALLA,RICARDO REI,PRB,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,12/09/1962,PARDA,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,SUPLENTE,APTO,2018
4550,PEDRO MOTOITIRO KAWAI,PEDRO KAWAI,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,05/03/1971,AMARELA,SUPERIOR COMPLETO,ADMINISTRADOR,SUPLENTE,APTO,2018
1212,JOSE CARLOS OROSCO,JUNIOR OROSCO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,02/03/1979,BRANCA,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,NÃO ELEITO,INAPTO,2018
2287,MARTINHO CARLOS COLPANI FILHO,MARTINHO COLPANI,PR,PARTIDO DA REPÚBLICA,MASCULINO,06/07/1973,BRANCA,SUPERIOR COMPLETO,ADMINISTRADOR,SUPLENTE,APTO,2018
2877,KENNEDY RENE RODRIGUES DA SILVA,KENNEDY RENE,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,04/08/1973,BRANCA,ENSINO MÉDIO INCOMPLETO,ADMINISTRADOR,NÃO ELEITO,APTO,2018
3032,FLAVIA NASSER GOULART,FLAVIA GOULART,NOVO,PARTIDO NOVO,FEMININO,21/05/1984,BRANCA,SUPERIOR COMPLETO,ADMINISTRADOR,SUPLENTE,APTO,2018
3017,DAVID PEREIRA DE AZEVEDO,DAVID AZEVEDO,NOVO,PARTIDO NOVO,MASCULINO,03/11/1984,PRETA,SUPERIOR INCOMPLETO,ANALISTA DE SISTEMAS,SUPLENTE,APTO,2018
3350,JOSÉ CARLOS MONTEIRO DOS REIS,CARLOS MONTEIRO,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,31/10/1975,PARDA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2018
9080,DANIEL DI DONATO,DANIEL DI DONATO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,03/04/1974,BRANCA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2018
5414,FRANCISCO NOGUEIRA DA SILVA,DR. NOGUEIRA,PPL,PARTIDO PÁTRIA LIVRE,MASCULINO,23/06/1950,PRETA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2018
1521,AGUINALDO TRIUMPHO AVELLAR,A. TRIUMPHO AVELLAR,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,22/09/1943,PRETA,SUPERIOR COMPLETO,ADVOGADO,SUPLENTE,APTO,2018
7048,GERALDO DE SOUZA SOBRINHO,GERALDO SOBRINHO,AVANTE,AVANTE,MASCULINO,06/05/1968,BRANCA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2018
4394,EDUARDO BARTOLOMEU RECHE PERES,DR.EDUARDO,PV,PARTIDO VERDE,MASCULINO,07/11/1967,BRANCA,SUPERIOR COMPLETO,ADVOGADO,SUPLENTE,APTO,2018
2801,WILSON JAMBERG,DR JAMBERG,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,10/06/1941,BRANCA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2018
2714,CELSO ALVES DINIZ,DR. CELSO,DC,DEMOCRACIA CRISTÃ,MASCULINO,06/12/1969,BRANCA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,INAPTO,2018
1747,CELSO MACHADO VENDRAMINI,CELSO VENDRAMINI,PSL,PARTIDO SOCIAL LIBERAL,MASCULINO,10/04/1955,BRANCA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,INAPTO,2018
1961,NOEMIA VIEIRA FONSECA,NOEMIA FONSECA,PODE,PODEMOS,FEMININO,24/11/1952,BRANCA,SUPERIOR COMPLETO,ADVOGADO,SUPLENTE,APTO,2018
9054,NEUSA LEONORA DO CARMO DELLU,DRA NEUSA DO CARMO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,06/01/1968,BRANCA,ENSINO MÉDIO COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2018
3063,ANDREA SPINOLA E CASTRO VILLELA SEQUEIRA,ANDREA SPINOLA,NOVO,PARTIDO NOVO,FEMININO,12/11/1970,BRANCA,SUPERIOR COMPLETO,ADVOGADO,SUPLENTE,APTO,2018
3333,ANA PAULA CARVALHO BEATHALTER,ANA PAULA BEATHALTER,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,FEMININO,28/08/1980,PRETA,SUPERIOR COMPLETO,ADVOGADO,NÃO ELEITO,APTO,2018
5189,SILVANA MESQUITA DA SILVA,SILVANA MESQUITA,PATRIOTA,PATRIOTA,FEMININO,27/11/1962,BRANCA,SUPERIOR COMPLETO,PSICÓLOGO,NÃO ELEITO,APTO,2018
5111,GISELLA PULVIRENTI,GISELLA PULVIRENTI,PATRIOTA,PATRIOTA,FEMININO,06/03/1968,BRANCA,ENSINO MÉDIO COMPLETO,PSICÓLOGO,NÃO ELEITO,APTO,2018
3122,ROSANGELA MUNIZ DE ARAUJO TOMAZ,ROSANGELA MUNIZ,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,06/11/1978,PRETA,SUPERIOR COMPLETO,PSICÓLOGO,NÃO ELEITO,INAPTO,2018
1399,FRANCISCO DAS CHAGAS FRANCILINO,FRANCISCO CHAGAS,PT,PARTIDO DOS TRABALHADORES,MASCULINO,21/04/1956,BRANCA,SUPERIOR COMPLETO,SOCIÓLOGO,SUPLENTE,APTO,2018
3338,EVA MARIA SALAMON KRIBELY,EVA  KRIBELY,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,FEMININO,20/12/1945,BRANCA,SUPERIOR INCOMPLETO,ASSISTENTE SOCIAL,#NULO#,INAPTO,2018
5020,AILTON AMARAL DOS SANTOS,AILTON AMARAL,PSOL,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,16/11/1970,PARDA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,SUPLENTE,APTO,2018
3003,AGLIBERTO DO SOCORRO CHAGAS,PROFESSOR AGLIBERTO,NOVO,PARTIDO NOVO,MASCULINO,25/11/1967,PARDA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,SUPLENTE,APTO,2018
5158,ADEMIR GONCALVES DE OLIVEIRA,ADEMIR DE OLIVEIRA,PATRIOTA,PATRIOTA,MASCULINO,04/05/1973,PRETA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,NÃO ELEITO,APTO,2018
1552,DAYANA APARECIDA FRANCO,DAYANA FRANCO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,23/07/1981,BRANCA,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,SUPLENTE,APTO,2018
7702,MAGNOVALDO PAULO DO NASCIMENTO,MAGNO ASSAD,SOLIDARIEDADE,SOLIDARIEDADE,MASCULINO,19/10/1944,BRANCA,ENSINO MÉDIO COMPLETO,"TÉCNICO DE ELETRICIDADE, ELETRÔNICA E TELECOMUNICAÇÕES",SUPLENTE,APTO,2018
4415,MARCO ANTONIO SANTOS,GANDOLA,PRP,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,05/11/1962,PARDA,SUPERIOR COMPLETO,MÚSICO,NÃO ELEITO,APTO,2018
2733,ROBERTA KELLY SILVA FLORÊNCIO,ROBERTA KELLY,DC,DEMOCRACIA CRISTÃ,FEMININO,08/12/1983,PRETA,ENSINO MÉDIO COMPLETO,COREÓGRAFO E BAILARINO,#NULO#,INAPTO,2018
4013,WALTER SANDRO PEREIRA DA SILVA,WALTER SANDRO,PSB,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,16/12/1972,PARDA,SUPERIOR INCOMPLETO,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,NÃO ELEITO,INAPTO,2018
2232,DAVID MONTEIRO DE MELLO,DAVID MONTEIRO,PR,PARTIDO DA REPÚBLICA,MASCULINO,20/05/1966,BRANCA,ENSINO MÉDIO COMPLETO,COMERCIANTE,SUPLENTE,APTO,2018
2758,IZAMAR NUNES DA SILVA,IZAMAR,DC,DEMOCRACIA CRISTÃ,MASCULINO,20/04/1968,PARDA,ENSINO MÉDIO COMPLETO,COMERCIANTE,NÃO ELEITO,APTO,2018
1423,WILLIANS SANTOS,WILLIANS DO GÁS,PTB,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,13/05/1978,PARDA,SUPERIOR COMPLETO,COMERCIANTE,SUPLENTE,APTO,2018
3577,JORGE DE JESUS SILVA,JORGE DAVI,PMB,PARTIDO DA MULHER BRASILEIRA,MASCULINO,14/03/1971,BRANCA,ENSINO MÉDIO COMPLETO,COMERCIANTE,SUPLENTE,APTO,2018
7023,ROBERTO FRANCISCO DE SOUZA,ROBERTO SOUZA,AVANTE,AVANTE,MASCULINO,01/02/1968,BRANCA,ENSINO FUNDAMENTAL COMPLETO,COMERCIANTE,NÃO ELEITO,APTO,2018
4400,ROBERTO PIRES,ROBERTO PIRES,PRP,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,18/03/1965,BRANCA,SUPERIOR COMPLETO,COMERCIÁRIO,NÃO ELEITO,APTO,2018
7022,ANA MARIA FREIRE DA SILVA,MARIA BONITA,AVANTE,AVANTE,FEMININO,31/05/1969,BRANCA,SUPERIOR COMPLETO,JORNALISTA E REDATOR,NÃO ELEITO,APTO,2018
4350,GERSON ANTONIO DE PAULA,GERSON,PV,PARTIDO VERDE,MASCULINO,17/10/1958,BRANCA,SUPERIOR COMPLETO,PUBLICITÁRIO,SUPLENTE,APTO,2018
2712,DOMINGOS HONORATO DE MEIRA,DOMINGOS HONORATO,DC,DEMOCRACIA CRISTÃ,MASCULINO,11/07/1960,PARDA,ENSINO MÉDIO COMPLETO,ESCRITOR E CRÍTICO,#NULO#,INAPTO,2018
9087,SELMA MENDES MARQUES,SELMA MENDES,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,08/02/1978,PRETA,ENSINO FUNDAMENTAL COMPLETO,GARÇOM,NÃO ELEITO,APTO,2018
5146,MOACIR SILVA LIMA,MOTOKA CACHORRO,PATRIOTA,PATRIOTA,MASCULINO,19/11/1979,BRANCA,ENSINO FUNDAMENTAL COMPLETO,MOTOBOY,#NULO#,INAPTO,2018
1073,MARCOS OSNI DE CAMPOS,MARCOS OSNI DE CAMPOS,PRB,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,28/10/1973,BRANCA,ENSINO MÉDIO COMPLETO,NUTRICIONISTA E ASSEMELHADOS,SUPLENTE,APTO,2018
5129,ROSANA HELENA DA SILVA,HELENA NIVEUS,PATRIOTA,PATRIOTA,FEMININO,01/08/1975,BRANCA,ENSINO MÉDIO COMPLETO,OPERADOR DE COMPUTADOR,#NULO#,INAPTO,2018
