NR_CANDIDATO,NM_CANDIDATO,SG_PARTIDO,DS_ORIGEM_RECEITA,DS_FONTE_RECEITA,VR_TOTAL,ANO
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,2302780.0,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,149244.0,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Recursos de partido político,OUTROS RECURSOS,165000.0,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,106310.0,2022
1000,CELSO UBIRAJARA RUSSOMANNO,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,2500.0,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Recursos de origens não identificadas,OUTROS RECURSOS,2002.98,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,500000.0,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,73421.0,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,22700.0,2022
1001,DANIEL FERNANDO DE SOUZA CAMILO,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,761.9,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,700000.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,1600.0,2022
1002,HELIO ALVES RIBEIRO,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,17200.0,2022
1003,VAGNER JOSE DOS SANTOS,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1003,VAGNER JOSE DOS SANTOS,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,4268.2,2022
1004,CLAUDIA CASTALDELLI CORRÊA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,50000.0,2022
1004,CLAUDIA CASTALDELLI CORRÊA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,35826.2,2022
1004,CLAUDIA CASTALDELLI CORRÊA,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,6000.0,2022
1005,RENATO TAROCO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,55000.0,2022
1005,RENATO TAROCO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,54865.0,2022
1006,RENATA SIMONETTI ALVES MARCHETTI,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,50000.0,2022
1006,RENATA SIMONETTI ALVES MARCHETTI,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,12530.0,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Recursos de outros candidatos,FUNDO ESPECIAL,63150.0,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,714595.0,2022
1007,LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,70066.0,2022
1008,GILBERTO BENTO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1008,GILBERTO BENTO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,6070.0,2022
1008,GILBERTO BENTO,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,1200.0,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,1400000.0,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,287103.12,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Recursos de partido político,OUTROS RECURSOS,1268890.1,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,134000.0,2022
1010,MARCOS ANTONIO PEREIRA,REPUBLICANOS,Rendimentos de aplicações financeiras,FUNDO ESPECIAL,3535.33,2022
1011,RICARDO IZAR,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,1750000.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,5339.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,55500.0,2022
1011,RICARDO IZAR,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,60000.0,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,268840.0,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,14200.0,2022
1012,GLAUCIA BERENICE SANTOS DA SILVA,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,10190.0,2022
1013,DOUGLAS MELO DE SOUSA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1013,DOUGLAS MELO DE SOUSA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,59588.0,2022
1013,DOUGLAS MELO DE SOUSA,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,1200.0,2022
1014,SIRLEI SIKORSKI,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,60000.0,2022
1015,DANIEL MOTTA DE OLIVEIRA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1015,DANIEL MOTTA DE OLIVEIRA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,51185.0,2022
1016,CICERO DE AQUINO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,100000.0,2022
1016,CICERO DE AQUINO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,50000.0,2022
1016,CICERO DE AQUINO,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,6685.0,2022
1017,EMERSON APARECIDO DOS SANTOS,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1017,EMERSON APARECIDO DOS SANTOS,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,614.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,700000.0,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,130600.22,2022
1018,GUILHERME PIAI SILVA FIZZOLA,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,28006.69,2022
1019,PAULO SERGIO DA ROCHA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1019,PAULO SERGIO DA ROCHA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,7300.0,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,2000000.0,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,50000.0,2022
1020,LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,38000.0,2022
1021,FAVIO ALVARENGA QUINTINO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,67800.0,2022
1021,FAVIO ALVARENGA QUINTINO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,97124.0,2022
1021,FAVIO ALVARENGA QUINTINO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,377.78,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,2400000.0,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,334135.6,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,Recursos de partido político,OUTROS RECURSOS,165000.0,2022
1022,MARIA DO PARTO MENDES ROSAS,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,200.0,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,1610000.0,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,167300.0,2022
1023,HENRIQUE STEIN SCIASCIO,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,24500.0,2022
1024,LUCIANA DA SILVA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,50000.0,2022
1024,LUCIANA DA SILVA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,5555.0,2022
1025,CARLOS MINORU ISHIKO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1025,CARLOS MINORU ISHIKO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,62061.0,2022
1026,ADILSON DA SILVA ROZA FILHO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1026,ADILSON DA SILVA ROZA FILHO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,1663.2,2022
1027,PIERPAOLO PAGANO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1027,PIERPAOLO PAGANO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,7655.0,2022
1028,DOMINGOS LUCIO FLEMING GALILEU VASCONCELOS,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1029,JONATHAN FABIO NASCIMENTO SOUZA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1030,PAULO EDUARDO SEADE SERRA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1030,PAULO EDUARDO SEADE SERRA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,50000.0,2022
1030,PAULO EDUARDO SEADE SERRA,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,2128.0,2022
1032,DANUTTA DE FIGUEIREDO FALCÃO ROSSETO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,50000.0,2022
1032,DANUTTA DE FIGUEIREDO FALCÃO ROSSETO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,44200.0,2022
1032,DANUTTA DE FIGUEIREDO FALCÃO ROSSETO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,3000.0,2022
1032,DANUTTA DE FIGUEIREDO FALCÃO ROSSETO,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,3000.0,2022
1033,JONATAN SANTOS DE OLIVEIRA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,100000.0,2022
1033,JONATAN SANTOS DE OLIVEIRA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,5544.8,2022
1033,JONATAN SANTOS DE OLIVEIRA,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,6000.0,2022
1034,MARIA APARECIDA FIRMINO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,50000.0,2022
1034,MARIA APARECIDA FIRMINO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,31500.0,2022
1034,MARIA APARECIDA FIRMINO,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,5000.0,2022
1035,CRISLAINE MARTINS PINHEIRO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,200000.0,2022
1035,CRISLAINE MARTINS PINHEIRO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,50000.0,2022
1035,CRISLAINE MARTINS PINHEIRO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,14804.0,2022
1037,TANIA MARA DA CRUZ TONET,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,50000.0,2022
1037,TANIA MARA DA CRUZ TONET,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,54865.0,2022
1037,TANIA MARA DA CRUZ TONET,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,1500.0,2022
1038,EDGARD MARCOS GASPAR,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1038,EDGARD MARCOS GASPAR,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,80395.5,2022
1040,GUALTER DE ALMEIDA AMADO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1040,GUALTER DE ALMEIDA AMADO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,8365.0,2022
1040,GUALTER DE ALMEIDA AMADO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,8900.0,2022
1040,GUALTER DE ALMEIDA AMADO,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,4100.0,2022
1041,ANDREIA ALVES DO AMARAL,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,50000.0,2022
1041,ANDREIA ALVES DO AMARAL,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,6420.0,2022
1041,ANDREIA ALVES DO AMARAL,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,2000.0,2022
1044,RITA DE CASSIA TRINCA PASSOS,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,1250000.0,2022
1044,RITA DE CASSIA TRINCA PASSOS,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,1250000.0,2022
1044,RITA DE CASSIA TRINCA PASSOS,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,17573.2,2022
1045,FERNANDA DA SILVA ALVES,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,50000.0,2022
1045,FERNANDA DA SILVA ALVES,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,6524.0,2022
1045,FERNANDA DA SILVA ALVES,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,6000.0,2022
1047,LEONICE LEONCIA DOS SANTOS,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,50000.0,2022
1047,LEONICE LEONCIA DOS SANTOS,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,4865.0,2022
1050,ARTHUR MARIO PINHEIRO MACHADO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1050,ARTHUR MARIO PINHEIRO MACHADO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,31822.0,2022
1051,CARLOS EDUARDO MARCHESI TROMBINI,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1051,CARLOS EDUARDO MARCHESI TROMBINI,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,26090.0,2022
1051,CARLOS EDUARDO MARCHESI TROMBINI,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,52700.0,2022
1051,CARLOS EDUARDO MARCHESI TROMBINI,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,1000.0,2022
1052,FABIO SIQUEIRA DIAS,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,50000.0,2022
1052,FABIO SIQUEIRA DIAS,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,20890.0,2022
1052,FABIO SIQUEIRA DIAS,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,16700.0,2022
1054,PAULO CESAR DA SILVA FERREIRA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,25000.0,2022
1054,PAULO CESAR DA SILVA FERREIRA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,16545.0,2022
1055,MILTON VIEIRA PINTO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,900000.0,2022
1055,MILTON VIEIRA PINTO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,110538.0,2022
1055,MILTON VIEIRA PINTO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,20000.0,2022
1055,MILTON VIEIRA PINTO,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,44463.21,2022
1056,ROBERTO PIRES,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,200000.0,2022
1056,ROBERTO PIRES,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,86839.05,2022
1060,IVANILDO DOS SANTOS,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1060,IVANILDO DOS SANTOS,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,4990.4,2022
1060,IVANILDO DOS SANTOS,REPUBLICANOS,Rendimentos de aplicações financeiras,FUNDO ESPECIAL,0.09,2022
1063,ESNAR DONIZETI RIBEIRO LUZ,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1063,ESNAR DONIZETI RIBEIRO LUZ,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,58777.0,2022
1064,BENEDITO APARECIDO DA SILVA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1064,BENEDITO APARECIDO DA SILVA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,7368.0,2022
1064,BENEDITO APARECIDO DA SILVA,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,29001.010000000002,2022
1064,BENEDITO APARECIDO DA SILVA,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,10400.0,2022
1066,ELIAS BONFIM AGUIAR DE SOUZA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1066,ELIAS BONFIM AGUIAR DE SOUZA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,6420.0,2022
1069,BARBARA HUYARA DE OLIVEIRA VICTORIANO KOGOS,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,223628.1,2022
1070,DOUGLAS GARCIA BISPO DOS SANTOS,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,700000.0,2022
1070,DOUGLAS GARCIA BISPO DOS SANTOS,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,14266.0,2022
1070,DOUGLAS GARCIA BISPO DOS SANTOS,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,2500.0,2022
1075,FILIPE MANSINHO DE LIMA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1075,FILIPE MANSINHO DE LIMA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,11555.0,2022
1077,ADRIANO DA COSTA E SILVA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,350000.0,2022
1077,ADRIANO DA COSTA E SILVA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,123362.0,2022
1078,BENEDITO ROBERTO ALVES FERREIRA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,1200000.0,2022
1078,BENEDITO ROBERTO ALVES FERREIRA,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,123490.4,2022
1078,BENEDITO ROBERTO ALVES FERREIRA,REPUBLICANOS,Recursos de partido político,OUTROS RECURSOS,165000.0,2022
1078,BENEDITO ROBERTO ALVES FERREIRA,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,21222.8,2022
1079,REBECA GADI TEIXEIRA DA SILVA,REPUBLICANOS,#NULO,#NULO,0.0,2022
1079,VANIA DA PAIXÃO LANA ONWUDIWE,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,57446.0,2022
1080,MAURREN HIGA MAGGI,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,30625.5,2022
1082,ELAINE CRISTINA DO NASCIMENTO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,100000.0,2022
1082,ELAINE CRISTINA DO NASCIMENTO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,197976.5,2022
1082,ELAINE CRISTINA DO NASCIMENTO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,1000.0,2022
1084,RENATA BANHARA PEIXOTO MARCONDES,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,500000.0,2022
1084,RENATA BANHARA PEIXOTO MARCONDES,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,16275.0,2022
1084,RENATA BANHARA PEIXOTO MARCONDES,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,2100.0,2022
1085,VINICIUS RAPOZO DE CARVALHO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,1202135.0,2022
1085,VINICIUS RAPOZO DE CARVALHO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,50000.0,2022
1085,VINICIUS RAPOZO DE CARVALHO,REPUBLICANOS,Recursos de partido político,OUTROS RECURSOS,215000.0,2022
1085,VINICIUS RAPOZO DE CARVALHO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,160000.0,2022
1087,ELIANE DE SOUSA ALVES MACHADO,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,1250000.0,2022
1087,ELIANE DE SOUSA ALVES MACHADO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,1250000.0,2022
1087,ELIANE DE SOUSA ALVES MACHADO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,13831.3,2022
1088,DEBORA FARIAS CABRAL,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,30000.0,2022
1088,DEBORA FARIAS CABRAL,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,2790.0,2022
1089,NIVALDO DOS SANTOS,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1089,NIVALDO DOS SANTOS,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,71284.0,2022
1089,NIVALDO DOS SANTOS,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,7600.0,2022
1089,NIVALDO DOS SANTOS,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,3000.0,2022
1091,JARKSON VILAR DA SILVA,REPUBLICANOS,Recursos de origens não identificadas,OUTROS RECURSOS,280.2,2022
1091,JARKSON VILAR DA SILVA,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,1946.0,2022
1095,ADEMILSON DA CONCEIÇÃO CUNHA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1096,MARCELO APARECIDO DA SILVA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,40000.0,2022
1097,FAUSTO ALVES RAMALHO,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,113121.0,2022
1097,FAUSTO ALVES RAMALHO,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,19100.0,2022
1098,ELAINE APARECIDA PEREIRA GOMES,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,50174.0,2022
1098,ELAINE APARECIDA PEREIRA GOMES,REPUBLICANOS,Recursos de partido político,FUNDO PARTIDARIO,73614.0,2022
1098,ELAINE APARECIDA PEREIRA GOMES,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,3000.0,2022
1099,ROBERTO ALVES DE LUCENA,REPUBLICANOS,Recursos de partido político,FUNDO ESPECIAL,1750000.0,2022
1099,ROBERTO ALVES DE LUCENA,REPUBLICANOS,Recursos de partido político,OUTROS RECURSOS,165000.0,2022
1099,ROBERTO ALVES DE LUCENA,REPUBLICANOS,Recursos de pessoas físicas,OUTROS RECURSOS,108350.0,2022
1099,ROBERTO ALVES DE LUCENA,REPUBLICANOS,Recursos próprios,OUTROS RECURSOS,18000.0,2022
1100,MANOEL MAURICIO SILVA NEVES,PP,Recursos de partido político,FUNDO ESPECIAL,2500000.0,2022
1100,MANOEL MAURICIO SILVA NEVES,PP,Recursos de pessoas físicas,OUTROS RECURSOS,289100.0,2022
1100,MANOEL MAURICIO SILVA NEVES,PP,Rendimentos de aplicações financeiras,FUNDO ESPECIAL,911.9,2022
1100,MANOEL MAURICIO SILVA NEVES,PP,Rendimentos de aplicações financeiras,OUTROS RECURSOS,5.05,2022
1101,SOLANGE DE CASSIA MORAES,PP,Recursos de partido político,FUNDO ESPECIAL,700000.0,2022
1101,SOLANGE DE CASSIA MORAES,PP,Recursos de pessoas físicas,OUTROS RECURSOS,10800.0,2022
1101,SOLANGE DE CASSIA MORAES,PP,Recursos próprios,OUTROS RECURSOS,11.1,2022
1102,SAMUEL DE OLIVEIRA BARBOSA,PP,Recursos de pessoas físicas,OUTROS RECURSOS,1400.0,2022
1103,ROGERIA MARIA DE FREITAS,PP,Recursos de partido político,FUNDO ESPECIAL,50000.0,2022
1105,MARCELO MARQUES DE SOUZA,PP,Recursos de pessoas físicas,OUTROS RECURSOS,8422.0,2022
1107,SAMUEL VITOR PEREIRA BERNARDI,PP,Recursos de partido político,FUNDO ESPECIAL,30000.0,2022
1107,SAMUEL VITOR PEREIRA BERNARDI,PP,Recursos de pessoas físicas,OUTROS RECURSOS,15100.0,2022
1107,SAMUEL VITOR PEREIRA BERNARDI,PP,Recursos próprios,OUTROS RECURSOS,4306.3099999999995,2022
1108,JOSÉ MARIO YAMASHITA,PP,Recursos próprios,OUTROS RECURSOS,14113.2,2022
1109,JOSE RODRIGUES COSTA,PP,Recursos de pessoas físicas,OUTROS RECURSOS,45300.0,2022
1109,JOSE RODRIGUES COSTA,PP,Recursos próprios,OUTROS RECURSOS,15790.0,2022
1110,ROGE BAUDICHON,PP,Recursos de pessoas físicas,OUTROS RECURSOS,7700.0,2022
1110,ROGE BAUDICHON,PP,Recursos próprios,OUTROS RECURSOS,7200.0,2022
1111,BRUNO MARCELLO DE OLIVEIRA LIMA,PP,Recursos de partido político,FUNDO ESPECIAL,2800000.0,2022
1111,BRUNO MARCELLO DE OLIVEIRA LIMA,PP,Recursos de pessoas físicas,OUTROS RECURSOS,2000.0,2022
1111,BRUNO MARCELLO DE OLIVEIRA LIMA,PP,Recursos próprios,OUTROS RECURSOS,12000.0,2022
1112,ISRAEL NANTES SANTOS,PP,Recursos de partido político,FUNDO ESPECIAL,120000.0,2022
1112,ISRAEL NANTES SANTOS,PP,Recursos de pessoas físicas,OUTROS RECURSOS,16500.0,2022
1113,MICHELLI CASSIANA DA PAIXÃO,PP,Recursos de partido político,FUNDO ESPECIAL,100000.0,2022
1114,DOMENICO ANTONIO DONINA RODRIGUES,PP,#NULO,#NULO,0.0,2022
1115,JOSIANE DE OLIVEIRA,PP,Recursos de partido político,FUNDO ESPECIAL,150000.0,2022
1116,ANTONIO PEREIRA DOS SANTOS,PP,Recursos de partido político,FUNDO ESPECIAL,100000.0,2022
1117,THALIA SILVA DE FARIA,PP,Recursos de partido político,FUNDO ESPECIAL,100000.0,2022
1117,THALIA SILVA DE FARIA,PP,Recursos de partido político,FUNDO PARTIDARIO,25000.0,2022
1117,THALIA SILVA DE FARIA,PP,Recursos de pessoas físicas,OUTROS RECURSOS,1416.0,2022
1118,FLAVIO MIGUEL AMORIM,PP,#NULO,#NULO,0.0,2022
1119,GILMAR ROTTA,PP,Recursos de partido político,FUNDO ESPECIAL,200000.0,2022
1119,GILMAR ROTTA,PP,Recursos de pessoas físicas,OUTROS RECURSOS,8000.0,2022
1119,GILMAR ROTTA,PP,Recursos próprios,OUTROS RECURSOS,1382.0,2022
