CD_MUNICIPIO,NM_MUNICIPIO,QT_VOTOS_NOMINAIS,ANO
61956,BÁLSAMO,5227,2022
61964,MESÓPOLIS,1265,2022
61972,BANANAL,5618,2022
61980,NOVA CAMPINA,5098,2022
61999,BARBOSA,3566,2022
62006,ILHA COMPRIDA,7808,2022
62014,BARÃO DE ANTONINA,1842,2022
62022,LOURDES,1354,2022
62030,BARIRI,15992,2022
62049,TORRE DE PEDRA,1786,2022
62057,BARRA BONITA,19646,2022
62065,ARCO-ÍRIS,1604,2022
62073,BARRA DO TURVO,4209,2022
62081,BREJO ALEGRE,1756,2022
62090,BARRETOS,56634,2022
62103,CANAS,2723,2022
62111,BARRINHA,16182,2022
62120,PRACINHA,995,2022
62138,BARUERI,189512,2022
62146,PRATÂNIA,3112,2022
62154,BASTOS,11683,2022
62162,QUADRA,2541,2022
62170,BATATAIS,28522,2022
62189,SANTA CRUZ DA ESPERANÇA,1468,2022
62197,BAURU,185288,2022
62200,SANTA SALETE,1255,2022
62219,BEBEDOURO,37249,2022
62227,VITÓRIA BRASIL,1138,2022
62235,BENTO DE ABREU,1506,2022
62243,IPIGUÁ,2984,2022
62251,BERNARDINO DE CAMPOS,5426,2022
62260,TAQUARAL,1585,2022
62278,BILAC,4399,2022
62286,FERNÃO,1072,2022
62294,BIRIGUI,57742,2022
62308,GAVIÃO PEIXOTO,2880,2022
62316,BIRITIBA MIRIM,16086,2022
62324,JUMIRIM,1641,2022
62332,BOA ESPERANÇA DO SUL,6819,2022
62340,NANTES,1601,2022
62359,BOCAINA,6022,2022
62367,NOVA CASTILHO,914,2022
62375,BOFETE,5212,2022
62383,OUROESTE,5226,2022
62391,BOITUVA,29951,2022
62405,PAULISTÂNIA,1361,2022
62413,BOM JESUS DOS PERDÕES,12232,2022
62421,RIBEIRÃO DOS ÍNDIOS,1315,2022
62430,BORÁ,756,2022
62448,TRABIJU,1165,2022
62456,BORACÉIA,2584,2022
62472,BORBOREMA,7670,2022
62499,BOTUCATU,73335,2022
62510,BRAGANÇA PAULISTA,88986,2022
62553,BRAÚNA,3079,2022
62570,BRODOWSKI,12158,2022
62596,BROTAS,11570,2022
62618,BURI,10557,2022
62634,BURITAMA,8567,2022
62650,BURITIZAL,2738,2022
62677,CABRÁLIA PAULISTA,2299,2022
62693,CABREÚVA,23232,2022
62715,CAÇAPAVA,49712,2022
62731,CACHOEIRA PAULISTA,16774,2022
62758,CACONDE,9158,2022
62774,CAFELÂNDIA,8466,2022
62790,CAIABU,2488,2022
62812,CAIEIRAS,47988,2022
62839,CAIUÁ,2704,2022
62855,CAJAMAR,44794,2022
62871,CAJOBI,5314,2022
62898,CAJURU,12496,2022
62910,CAMPINAS,571110,2022
62936,CAMPO LIMPO PAULISTA,39860,2022
62952,CAMPOS DO JORDÃO,23585,2022
62979,CAMPOS NOVOS PAULISTA,2618,2022
62995,CANANÉIA,6889,2022
63010,CÂNDIDO MOTA,15733,2022
63037,CÂNDIDO RODRIGUES,1659,2022
63053,CAPÃO BONITO,24024,2022
63070,CAPELA DO ALTO,10001,2022
63096,CAPIVARI,26152,2022
63118,CARAGUATATUBA,68020,2022
63134,CARAPICUÍBA,188735,2022
63150,CARDOSO,6032,2022
63177,CASA BRANCA,12800,2022
63193,CÁSSIA DOS COQUEIROS,1720,2022
63215,CASTILHO,10172,2022
63231,CATANDUVA,59433,2022
63258,CATIGUÁ,3928,2022
63274,CEDRAL,5329,2022
63290,CERQUEIRA CÉSAR,9605,2022
63312,CERQUILHO,23852,2022
63339,CESÁRIO LANGE,8584,2022
63355,CHARQUEADA,9150,2022
63371,CHAVANTES,6303,2022
63398,CLEMENTINA,3752,2022
63410,COLINA,9548,2022
63436,COLÔMBIA,3862,2022
63452,CONCHAL,14883,2022
63479,CONCHAS,8429,2022
63495,CORDEIRÓPOLIS,13407,2022
63517,COROADOS,2944,2022
63533,CORONEL MACEDO,2832,2022
63550,CORUMBATAÍ,2339,2022
63576,COSMÓPOLIS,28584,2022
63592,COSMORAMA,5022,2022
63614,COTIA,125121,2022
63630,CRAVINHOS,17549,2022
63657,CRISTAIS PAULISTA,5061,2022
63673,CRUZÁLIA,1538,2022
63690,CRUZEIRO,38773,2022
63711,CUBATÃO,65634,2022
63738,CUNHA,12150,2022
63754,DESCALVADO,15017,2022
63770,DIADEMA,226262,2022
63797,DIVINOLÂNDIA,6242,2022
63819,DOBRADA,4284,2022
63835,DOIS CÓRREGOS,12269,2022
63851,DOLCINÓPOLIS,1517,2022
63878,DOURADO,4212,2022
63894,DRACENA,23180,2022
63916,DUARTINA,6947,2022
63932,DUMONT,4908,2022
63959,ECHAPORÃ,3501,2022
63975,ELDORADO,7379,2022
63991,ELIAS FAUSTO,9369,2022
64017,EMBU DAS ARTES,138705,2022
64033,EMBU-GUAÇU,34235,2022
64050,ESTRELA D OESTE,4503,2022
64076,ESTRELA DO NORTE,1832,2022
64092,FARTURA,8643,2022
64114,FERNANDÓPOLIS,33629,2022
64130,FERNANDO PRESTES,3346,2022
64157,FERRAZ DE VASCONCELOS,89295,2022
64173,FLORA RICA,1034,2022
64190,FLOREAL,1881,2022
64211,FLÓRIDA PAULISTA,5213,2022
64238,FLORÍNEA,1938,2022
64254,FRANCA,168086,2022
64270,FRANCISCO MORATO,83392,2022
64297,FRANCO DA ROCHA,69567,2022
64319,GABRIEL MONTEIRO,1854,2022
64335,GÁLIA,3482,2022
64351,GARÇA,22232,2022
64378,GASTÃO VIDIGAL,1994,2022
64394,GENERAL SALGADO,5763,2022
64416,GETULINA,4637,2022
64432,GLICÉRIO,2629,2022
64459,GUAIÇARA,5327,2022
64475,GUAIMBÊ,3100,2022
64491,GUAÍRA,18012,2022
64513,GUAPIAÇU,10126,2022
64530,GUAPIARA,9783,2022
64556,GUARÁ,10107,2022
64572,GUARAÇAÍ,4358,2022
64599,GUARACI,5804,2022
64610,GUARANI D OESTE,1220,2022
64637,GUARANTÃ,3263,2022
64653,GUARARAPES,16192,2022
64670,GUARAREMA,18084,2022
64696,GUARATINGUETÁ,65062,2022
64718,GUAREÍ,6342,2022
64734,GUARIBA,19758,2022
64750,GUARUJÁ,162236,2022
64777,GUARULHOS,628801,2022
64793,GUZOLÂNDIA,2481,2022
64815,HERCULÂNDIA,4788,2022
64831,IACANGA,5870,2022
64858,IACRI,3403,2022
64874,IBATÉ,15423,2022
64890,IBIRÁ,6253,2022
64912,IBIRAREMA,3486,2022
64939,IBITINGA,27944,2022
64955,IBIÚNA,40004,2022
64971,ICÉM,4412,2022
64998,IEPÊ,4542,2022
65013,IGARAÇU DO TIETÊ,11558,2022
65030,IGARAPAVA,13161,2022
65056,IGARATÁ,6333,2022
65072,IGUAPE,14712,2022
65099,ILHABELA,19475,2022
65110,INDAIATUBA,131716,2022
65137,INDIANA,2903,2022
65153,INDIAPORÃ,2278,2022
65170,INÚBIA PAULISTA,2128,2022
65196,IPAUSSU,7045,2022
65218,IPERÓ,14256,2022
65234,IPEÚNA,3831,2022
65250,IPORANGA,2229,2022
65277,IPUÃ,7962,2022
65293,IRACEMÁPOLIS,13015,2022
65315,IRAPUÃ,3544,2022
65331,IRAPURU,3106,2022
65358,ITABERÁ,9828,2022
65374,ITAÍ,11237,2022
65390,ITAJOBI,8509,2022
65412,ITAJU,2087,2022
65439,ITANHAÉM,51650,2022
65455,ITAPECERICA DA SERRA,80307,2022
65471,ITAPETININGA,80525,2022
65498,ITAPEVA,46582,2022
65510,ITAPEVI,109886,2022
65536,ITAPIRA,34432,2022
65552,ITÁPOLIS,18762,2022
65579,ITAPORANGA,7367,2022
65595,ITAPUÍ,6712,2022
65617,ITAPURA,2235,2022
65633,ITAQUAQUECETUBA,157814,2022
65650,ITARARÉ,23010,2022
65676,ITARIRI,6283,2022
65692,ITATIBA,57000,2022
65714,ITATINGA,8969,2022
65730,ITIRAPINA,6524,2022
65757,ITIRAPUÃ,3305,2022
65773,ITOBI,4147,2022
65790,ITU,83565,2022
65811,ITUPEVA,29683,2022
65838,ITUVERAVA,18970,2022
65854,JABORANDI,3441,2022
65870,JABOTICABAL,35020,2022
65897,JACAREÍ,118022,2022
65919,JACI,3940,2022
65935,JACUPIRANGA,8680,2022
65951,JAGUARIÚNA,29955,2022
65978,JALES,24093,2022
65994,JAMBEIRO,3444,2022
66010,JANDIRA,53657,2022
66036,JARDINÓPOLIS,18075,2022
66052,JARINU,16829,2022
66079,JAÚ,70793,2022
66095,JERIQUARA,2241,2022
66117,JOANÓPOLIS,6542,2022
66133,JOÃO RAMALHO,2345,2022
66150,JOSÉ BONIFÁCIO,18663,2022
66176,JÚLIO MESQUITA,2553,2022
66192,JUNDIAÍ,226871,2022
66214,JUNQUEIRÓPOLIS,9275,2022
66230,JUQUIÁ,10272,2022
66257,JUQUITIBA,15911,2022
66273,LAGOINHA,3807,2022
66290,LARANJAL PAULISTA,14070,2022
66311,LAVÍNIA,2639,2022
66338,LAVRINHAS,4463,2022
66354,LEME,46579,2022
66370,LENÇÓIS PAULISTA,34374,2022
66397,LIMEIRA,159454,2022
66419,LINDÓIA,4174,2022
66435,LINS,35947,2022
66451,LORENA,43933,2022
66478,LOUVEIRA,25800,2022
66494,LUCÉLIA,8838,2022
66516,LUCIANÓPOLIS,1489,2022
66532,LUÍS ANTÔNIO,6699,2022
66559,LUIZIÂNIA,2735,2022
66575,LUPÉRCIO,2380,2022
66591,LUTÉCIA,1698,2022
66613,MACATUBA,8930,2022
66630,MACAUBAL,4132,2022
66656,MACEDÔNIA,2516,2022
66672,MAGDA,1919,2022
66699,MAIRINQUE,25326,2022
66710,MAIRIPORÃ,43544,2022
66737,MANDURI,4927,2022
66753,MARABÁ PAULISTA,2098,2022
66770,MARACAÍ,7630,2022
66796,MARIÁPOLIS,2075,2022
66818,MARÍLIA,118734,2022
66834,MARINÓPOLIS,1243,2022
66850,MARTINÓPOLIS,12939,2022
66877,MATÃO,42675,2022
66893,MAUÁ,202559,2022
66915,MENDONÇA,3450,2022
66931,MERIDIANO,2518,2022
66958,MIGUELÓPOLIS,10166,2022
66974,MINEIROS DO TIETÊ,6077,2022
66990,MIRACATU,10254,2022
67016,MIRA ESTRELA,1818,2022
67032,MIRANDÓPOLIS,12143,2022
67059,MIRANTE DO PARANAPANEMA,8830,2022
67075,MIRASSOL,29389,2022
67091,MIRASSOLÂNDIA,2908,2022
67113,MOCOCA,30922,2022
67130,MOGI DAS CRUZES,221927,2022
67156,MOGI GUAÇU,77495,2022
67172,MOGI MIRIM,45232,2022
67199,MOMBUCA,2212,2022
67210,MONÇÕES,1365,2022
67237,MONGAGUÁ,30984,2022
67253,MONTE ALEGRE DO SUL,4321,2022
67270,MONTE ALTO,23774,2022
67296,MONTE APRAZÍVEL,11309,2022
67318,MONTE AZUL PAULISTA,9637,2022
67334,MONTE CASTELO,2501,2022
67350,MONTEIRO LOBATO,2768,2022
67377,MONTE MOR,29619,2022
67393,MORRO AGUDO,13846,2022
67415,MORUNGABA,7091,2022
67431,MURUTINGA DO SUL,2395,2022
67458,NARANDIBA,3170,2022
67474,NATIVIDADE DA SERRA,3959,2022
67490,NAZARÉ PAULISTA,9540,2022
67512,NEVES PAULISTA,4832,2022
67539,NHANDEARA,5534,2022
67555,NIPOÃ,2445,2022
67571,NOVA ALIANÇA,3592,2022
67598,NOVA EUROPA,5203,2022
67610,NOVA GRANADA,10306,2022
67636,NOVA GUATAPORANGA,1258,2022
67652,NOVA INDEPENDÊNCIA,2266,2022
67679,NOVA LUZITÂNIA,1957,2022
67695,NOVA ODESSA,32728,2022
67717,NOVO HORIZONTE,19898,2022
67733,NUPORANGA,4062,2022
67750,OCAUÇU,2263,2022
67776,ÓLEO,1633,2022
67792,OLÍMPIA,27469,2022
67814,ONDA VERDE,2830,2022
67830,ORIENTE,3585,2022
67857,ORINDIÚVA,3520,2022
67873,ORLÂNDIA,20007,2022
67890,OSASCO,387708,2022
67911,OSCAR BRESSANE,1770,2022
67938,OSVALDO CRUZ,15242,2022
67954,OURINHOS,53492,2022
67970,OURO VERDE,4076,2022
67997,PACAEMBU,5329,2022
68012,PALESTINA,6042,2022
68039,PALMARES PAULISTA,5273,2022
68055,PALMEIRA D OESTE,4793,2022
68071,PALMITAL,11295,2022
68098,PANORAMA,6964,2022
68110,PARAGUAÇU PAULISTA,19921,2022
68136,PARAIBUNA,9525,2022
68152,PARAÍSO,2974,2022
68179,PARANAPANEMA,9497,2022
68195,PARANAPUÃ,2460,2022
68217,PARAPUÃ,5166,2022
68233,PARDINHO,3772,2022
68250,PARIQUERA-AÇU,9944,2022
68276,PATROCÍNIO PAULISTA,7253,2022
68292,PAULICÉIA,3956,2022
68314,PAULÍNIA,57737,2022
68330,PAULO DE FARIA,4204,2022
68357,PEDERNEIRAS,22914,2022
68373,PEDRA BELA,3407,2022
68390,PEDRANÓPOLIS,1659,2022
68411,PEDREGULHO,8238,2022
68438,PEDREIRA,23028,2022
68454,PEDRO DE TOLEDO,5148,2022
68470,PENÁPOLIS,30088,2022
68497,PEREIRA BARRETO,12666,2022
68519,PEREIRAS,4342,2022
68535,PERUÍBE,37997,2022
68551,PIACATU,3132,2022
68578,PIEDADE,27020,2022
68594,PILAR DO SUL,15360,2022
68616,PINDAMONHANGABA,79885,2022
68632,PINDORAMA,7343,2022
68659,ESPÍRITO SANTO DO PINHAL,20958,2022
68675,PINHALZINHO,7104,2022
68691,PIQUEROBI,2131,2022
68713,PIQUETE,7067,2022
68730,PIRACAIA,14894,2022
68756,PIRACICABA,202541,2022
68772,PIRAJU,14699,2022
68799,PIRAJUÍ,10244,2022
68810,PIRANGI,5506,2022
68837,PIRAPORA DO BOM JESUS,9611,2022
68853,PIRAPOZINHO,14125,2022
68870,PIRASSUNUNGA,38287,2022
68896,PIRATININGA,6934,2022
68918,PITANGUEIRAS,16967,2022
68934,PLANALTO,2797,2022
68950,PLATINA,1870,2022
68977,POÁ,63187,2022
68993,POLONI,2930,2022
69019,POMPÉIA,11659,2022
69035,PONGAÍ,2194,2022
69051,PONTAL,19153,2022
69078,PONTES GESTAL,1538,2022
69094,POPULINA,2583,2022
69116,PORANGABA,4752,2022
69132,PORTO FELIZ,27782,2022
69159,PORTO FERREIRA,26724,2022
69175,POTIRENDABA,9196,2022
69191,PRADÓPOLIS,9478,2022
69213,PRAIA GRANDE,169699,2022
69230,PRESIDENTE ALVES,2445,2022
69256,PRESIDENTE BERNARDES,7183,2022
69272,PRESIDENTE EPITÁCIO,19682,2022
69299,PRESIDENTE PRUDENTE,118549,2022
69310,PRESIDENTE VENCESLAU,18580,2022
69337,PROMISSÃO,17081,2022
69353,QUATÁ,6816,2022
69370,QUEIROZ,2243,2022
69396,QUELUZ,5022,2022
69418,QUINTANA,3756,2022
69434,RAFARD,5231,2022
69450,RANCHARIA,15706,2022
69477,REDENÇÃO DA SERRA,2861,2022
69493,REGENTE FEIJÓ,10736,2022
69515,REGINÓPOLIS,3363,2022
69531,REGISTRO,31108,2022
69558,RESTINGA,4620,2022
69574,RIBEIRA,2123,2022
69590,RIBEIRÃO BONITO,5416,2022
69612,RIBEIRÃO BRANCO,10142,2022
69639,RIBEIRÃO CORRENTE,3009,2022
69655,RIBEIRÃO DO SUL,2802,2022
69671,RIBEIRÃO PIRES,59363,2022
69698,RIBEIRÃO PRETO,301343,2022
69710,RIVERSUL,3118,2022
69736,RIFAINA,3149,2022
69752,RINCÃO,4860,2022
69779,RINÓPOLIS,4916,2022
69795,RIO CLARO,100603,2022
69817,RIO DAS PEDRAS,16648,2022
69833,RIO GRANDE DA SERRA,22674,2022
69850,RIOLÂNDIA,5029,2022
69876,ROSEIRA,6077,2022
69892,RUBIÁCEA,1701,2022
69914,RUBINÉIA,2120,2022
69930,SABINO,2834,2022
69957,SAGRES,1434,2022
69973,SALES,3498,2022
69990,SALES OLIVEIRA,5976,2022
70017,SALESÓPOLIS,10479,2022
70033,SALMOURÃO,2673,2022
70050,SALTO,64403,2022
70076,SALTO DE PIRAPORA,20085,2022
70092,SALTO GRANDE,4466,2022
70114,SANDOVALINA,2445,2022
70130,SANTA ADÉLIA,7919,2022
70157,SANTA ALBERTINA,3461,2022
70173,SANTA BÁRBARA D OESTE,102276,2022
70190,ÁGUAS DE SANTA BÁRBARA,3282,2022
70211,SANTA BRANCA,8144,2022
70238,SANTA CLARA D OESTE,1583,2022
70254,SANTA CRUZ DA CONCEIÇÃO,2839,2022
70270,SANTA CRUZ DAS PALMEIRAS,13756,2022
70297,SANTA CRUZ DO RIO PARDO,22760,2022
70319,SANTA ERNESTINA,3538,2022
70335,SANTA FÉ DO SUL,17274,2022
70351,SANTA GERTRUDES,13215,2022
70378,SANTA ISABEL,28134,2022
70394,SANTA LÚCIA,4224,2022
70416,SANTA MARIA DA SERRA,2758,2022
70432,SANTA MERCEDES,1797,2022
70459,SANTANA DA PONTE PENSA,1069,2022
70475,SANTANA DE PARNAÍBA,71950,2022
70491,SANTA RITA D OESTE,1652,2022
70513,SANTA RITA DO PASSA QUATRO,13543,2022
70530,SANTA ROSA DE VITERBO,12132,2022
70556,SANTO ANASTÁCIO,10120,2022
70572,SANTO ANDRÉ,385396,2022
70599,SANTO ANTÔNIO DA ALEGRIA,3899,2022
70610,SANTO ANTÔNIO DE POSSE,11073,2022
70637,SANTO ANTÔNIO DO JARDIM,3466,2022
70653,SANTO ANTÔNIO DO PINHAL,4164,2022
70670,SANTO EXPEDITO,1875,2022
70696,SANTÓPOLIS DO AGUAPEÍ,2172,2022
70718,SANTOS,244695,2022
70734,SÃO BENTO DO SAPUCAÍ,6187,2022
70750,SÃO BERNARDO DO CAMPO,438452,2022
70777,SÃO CAETANO DO SUL,104416,2022
70793,SÃO CARLOS,119900,2022
70815,SÃO FRANCISCO,1573,2022
70831,SÃO JOÃO DA BOA VISTA,45408,2022
70858,SÃO JOÃO DAS DUAS PONTES,1498,2022
70874,SÃO JOÃO DO PAU D ALHO,1497,2022
70890,SÃO JOAQUIM DA BARRA,24028,2022
70912,SÃO JOSÉ DA BELA VISTA,4170,2022
70939,SÃO JOSÉ DO BARREIRO,2731,2022
70955,SÃO JOSÉ DO RIO PARDO,25472,2022
70971,SÃO JOSÉ DO RIO PRETO,232421,2022
70998,SÃO JOSÉ DOS CAMPOS,390237,2022
71013,SÃO LUÍS DO PARAITINGA,6926,2022
71030,SÃO MANUEL,19837,2022
71056,SÃO MIGUEL ARCANJO,17503,2022
71072,SÃO PAULO,6020883,2022
71099,SÃO PEDRO,17929,2022
71110,SÃO PEDRO DO TURVO,3968,2022
71137,SÃO ROQUE,39081,2022
71153,SÃO SEBASTIÃO,44542,2022
71170,SÃO SEBASTIÃO DA GRAMA,5776,2022
71196,SÃO SIMÃO,7895,2022
71218,SÃO VICENTE,176918,2022
71234,SARAPUÍ,5308,2022
71250,SARUTAIÁ,2163,2022
71277,SEBASTIANÓPOLIS DO SUL,2088,2022
71293,SERRA AZUL,5147,2022
71315,SERRANA,23209,2022
71331,SERRA NEGRA,15314,2022
71358,SERTÃOZINHO,61686,2022
71374,SETE BARRAS,6945,2022
71390,SEVERÍNIA,8050,2022
71412,SILVEIRAS,3735,2022
71439,SOCORRO,20537,2022
71455,SOROCABA,354015,2022
71471,SUD MENNUCCI,4267,2022
71498,SUMARÉ,131586,2022
71510,SUZANO,149327,2022
71536,TABAPUÃ,6235,2022
71552,TABATINGA,7129,2022
71579,TABOÃO DA SERRA,145455,2022
71595,TACIBA,3812,2022
71617,TAGUAÍ,6563,2022
71633,TAIAÇU,3179,2022
71650,TAIÚVA,3135,2022
71676,TAMBAÚ,10662,2022
71692,TANABI,13916,2022
71714,TAPIRAÍ,4048,2022
71730,TAPIRATIBA,6702,2022
71757,TAQUARITINGA,25491,2022
71773,TAQUARITUBA,11886,2022
71790,TARABAI,3789,2022
71811,TATUÍ,58752,2022
71838,TAUBATÉ,160023,2022
71854,TEJUPÁ,2526,2022
71870,TEODORO SAMPAIO,11955,2022
71897,TERRA ROXA,4245,2022
71919,TIETÊ,20151,2022
71935,TIMBURI,1641,2022
71951,TORRINHA,4876,2022
71978,TREMEMBÉ,20853,2022
71994,TRÊS FRONTEIRAS,3281,2022
72010,TUPÃ,32916,2022
72036,TUPI PAULISTA,7707,2022
72052,TURIÚBA,1194,2022
72079,TURMALINA,1210,2022
72095,UBATUBA,49130,2022
72117,UBIRAJARA,2817,2022
72133,UCHOA,5349,2022
72150,UNIÃO PAULISTA,1115,2022
72176,URÂNIA,4455,2022
72192,URU,1112,2022
72214,URUPÊS,7318,2022
72230,VALENTIM GENTIL,6746,2022
72257,VALINHOS,63028,2022
72273,VALPARAÍSO,10848,2022
72311,VARGEM GRANDE DO SUL,20176,2022
72338,VÁRZEA PAULISTA,54837,2022
72354,VERA CRUZ,5499,2022
72370,VINHEDO,42982,2022
72397,VIRADOURO,9227,2022
72419,VISTA ALEGRE DO ALTO,4063,2022
72435,VOTORANTIM,61420,2022
72451,VOTUPORANGA,47064,2022
72737,VARGEM GRANDE PAULISTA,27731,2022
