NR_CANDIDATO,NM_CANDIDATO,SG_PARTIDO,DS_ORIGEM_RECEITA,DS_FONTE_RECEITA,VR_TOTAL,ANO
1009,VAGNER CLEBER CHIAPETTI,PRB,Recursos de partido político,OUTROS RECURSOS,14740.0,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,6200.0,2018
1009,VAGNER CLEBER CHIAPETTI,PRB,Recursos próprios,OUTROS RECURSOS,50.0,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Recursos de outros candidatos,FUNDO PARTIDARIO,323.48,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Recursos de partido político,FUNDO ESPECIAL,1000000.0,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Recursos de partido político,FUNDO PARTIDARIO,1480399.0,2018
1010,MARCOS ANTONIO PEREIRA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,15491.0,2018
1011,ALEXANDRE ARAUJO DAUAGE,PRB,Recursos de partido político,FUNDO PARTIDARIO,50000.0,2018
1011,ALEXANDRE ARAUJO DAUAGE,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,10110.0,2018
1011,ALEXANDRE ARAUJO DAUAGE,PRB,Recursos próprios,OUTROS RECURSOS,5724.0,2018
1012,ALEX FERNANDO BRAGA,PRB,Recursos de partido político,OUTROS RECURSOS,6686.5,2018
1012,ALEX FERNANDO BRAGA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,15595.0,2018
1012,ALEX FERNANDO BRAGA,PRB,Recursos próprios,OUTROS RECURSOS,7400.0,2018
1013,ADAO DIVINO DO NASCIMENTO,PRB,Recursos de partido político,FUNDO PARTIDARIO,14354.15,2018
1013,ADAO DIVINO DO NASCIMENTO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,7000.0,2018
1014,ALEXANDRO DE ARAUJO,PRB,Recursos de partido político,FUNDO ESPECIAL,50000.0,2018
1014,ALEXANDRO DE ARAUJO,PRB,Recursos de partido político,FUNDO PARTIDARIO,60985.0,2018
1014,ALEXANDRO DE ARAUJO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,1500.0,2018
1014,ALEXANDRO DE ARAUJO,PRB,Recursos próprios,OUTROS RECURSOS,2700.0,2018
1015,RITA DE CASSIA SANTANA ALBANEZ,PRB,Recursos de partido político,FUNDO ESPECIAL,100000.0,2018
1015,RITA DE CASSIA SANTANA ALBANEZ,PRB,Recursos de partido político,FUNDO PARTIDARIO,224899.75,2018
1016,WANDERLEY AYRES JUNIOR,PRB,#NULO,#NULO,0.0,2018
1017,CAROLINE GROOT,PRB,Recursos de partido político,FUNDO ESPECIAL,54617.3,2018
1017,CAROLINE GROOT,PRB,Recursos de partido político,FUNDO PARTIDARIO,70000.0,2018
1017,CAROLINE GROOT,PRB,Recursos de partido político,OUTROS RECURSOS,455.0,2018
1017,CAROLINE GROOT,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,4711.66,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,Recursos de partido político,FUNDO PARTIDARIO,200455.0,2018
1018,MARIA NASARE DA GUIA AZEVEDO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,9500.0,2018
1019,LEANDRO MOREIRA,PRB,Recursos de partido político,OUTROS RECURSOS,3905.0,2018
1019,LEANDRO MOREIRA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,23800.0,2018
1019,LEANDRO MOREIRA,PRB,Recursos próprios,OUTROS RECURSOS,6500.0,2018
1020,ANGELA MÁRCIA FIRMO BAVINI,PRB,Recursos de partido político,FUNDO ESPECIAL,200000.0,2018
1020,ANGELA MÁRCIA FIRMO BAVINI,PRB,Recursos de partido político,FUNDO PARTIDARIO,17150.5,2018
1020,ANGELA MÁRCIA FIRMO BAVINI,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,5000.0,2018
1020,VANELLI DORATIOTO DAMO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,2000.0,2018
1020,VANELLI DORATIOTO DAMO,PRB,Recursos próprios,OUTROS RECURSOS,2983.08,2018
1021,LUIZ CARLOS DONEGA NETO,PRB,Recursos de outros candidatos,FUNDO PARTIDARIO,200.0,2018
1021,LUIZ CARLOS DONEGA NETO,PRB,Recursos de partido político,FUNDO PARTIDARIO,11743.01,2018
1021,LUIZ CARLOS DONEGA NETO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,7236.5,2018
1021,LUIZ CARLOS DONEGA NETO,PRB,Recursos próprios,OUTROS RECURSOS,2100.0,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,Recursos de partido político,FUNDO ESPECIAL,1200000.0,2018
1022,MARIA DO PARTO MENDES ROSAS,PRB,Recursos de partido político,FUNDO PARTIDARIO,1223442.36,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Recursos de partido político,FUNDO ESPECIAL,250000.0,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Recursos de partido político,FUNDO PARTIDARIO,105338.8,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,44700.0,2018
1023,HENRIQUE STEIN SCIASCIO,PRB,Recursos próprios,OUTROS RECURSOS,30000.0,2018
1024,GILMARA NASCIMENTO DA SILVA,PRB,Recursos de outros candidatos,FUNDO PARTIDARIO,1136.25,2018
1024,GILMARA NASCIMENTO DA SILVA,PRB,Recursos de partido político,FUNDO PARTIDARIO,65494.35,2018
1025,LUCILENA RIBEIRO DA SILVA,PRB,Recursos de partido político,FUNDO PARTIDARIO,11678.85,2018
1025,LUCILENA RIBEIRO DA SILVA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,1200.0,2018
1026,JEFFERSON MARIO AMARAL,PRB,Recursos de partido político,FUNDO PARTIDARIO,50000.0,2018
1027,CAMILA GRASIELE SANGREGORIO SOARES,PRB,Recursos de partido político,FUNDO PARTIDARIO,209063.9,2018
1027,CAMILA GRASIELE SANGREGORIO SOARES,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,1500.0,2018
1028,ANA KARIN DIAS DE ALMEIDA ANDRADE,PRB,Recursos de partido político,FUNDO PARTIDARIO,353815.5,2018
1028,ANA KARIN DIAS DE ALMEIDA ANDRADE,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,40000.0,2018
1029,NILO SERGIO MACHADO,PRB,Recursos de partido político,FUNDO PARTIDARIO,16949.25,2018
1029,NILO SERGIO MACHADO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,1200.0,2018
1030,ALCIDES BELUCI NETO,PRB,Recursos de partido político,FUNDO PARTIDARIO,211614.6,2018
1030,ALCIDES BELUCI NETO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,4680.0,2018
1031,RENE ROSA,PRB,Recursos de partido político,FUNDO PARTIDARIO,6876.65,2018
1031,RENE ROSA,PRB,Recursos próprios,OUTROS RECURSOS,4500.0,2018
1032,ABEL DO PORTO SANTOS,PRB,Recursos de partido político,FUNDO PARTIDARIO,12389.0,2018
1032,ABEL DO PORTO SANTOS,PRB,Recursos próprios,OUTROS RECURSOS,39.6,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Recursos de partido político,FUNDO ESPECIAL,1000000.0,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Recursos de partido político,FUNDO PARTIDARIO,374382.0,2018
1033,SHAKESPEARE VIANA CARVALHO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,70210.0,2018
1034,GERALDO DOS REIS BORGES,PRB,Recursos de partido político,FUNDO PARTIDARIO,11095.2,2018
1035,JOAO AGUIAR RIBEIRO,PRB,Recursos de partido político,FUNDO PARTIDARIO,2308.65,2018
1035,JOAO AGUIAR RIBEIRO,PRB,Recursos próprios,OUTROS RECURSOS,197010.0,2018
1036,ANA REGINA MACHADO COUTO,PRB,Recursos de outros candidatos,OUTROS RECURSOS,1800.0,2018
1036,ANA REGINA MACHADO COUTO,PRB,Recursos de partido político,FUNDO PARTIDARIO,16404.35,2018
1037,GERALDO JANUÁRIO DO NASCIMENTO,PRB,Recursos de partido político,FUNDO PARTIDARIO,8203.97,2018
1037,GERALDO JANUÁRIO DO NASCIMENTO,PRB,Recursos próprios,OUTROS RECURSOS,9500.0,2018
1038,GABRIEL ROCHA KANNER,PRB,Recursos de outros candidatos,OUTROS RECURSOS,14200.0,2018
1038,GABRIEL ROCHA KANNER,PRB,Recursos de partido político,FUNDO PARTIDARIO,4967.2,2018
1038,GABRIEL ROCHA KANNER,PRB,Recursos de partido político,OUTROS RECURSOS,1050.0,2018
1038,GABRIEL ROCHA KANNER,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,2367420.0,2018
1039,RUBENS SANCHEZ PROENÇA,PRB,Recursos de partido político,FUNDO PARTIDARIO,9372.7,2018
1040,RICARDO MOLINA DIAS,PRB,Recursos de partido político,FUNDO PARTIDARIO,158016.35,2018
1040,RICARDO MOLINA DIAS,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,89030.8,2018
1040,RICARDO MOLINA DIAS,PRB,Recursos próprios,OUTROS RECURSOS,1792776.98,2018
1041,GILDO JOSE PEDROSA,PRB,Recursos de partido político,FUNDO PARTIDARIO,50000.0,2018
1041,GILDO JOSE PEDROSA,PRB,Recursos de partido político,OUTROS RECURSOS,19220.0,2018
1041,GILDO JOSE PEDROSA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,2708.0,2018
1042,APARECIDA FERREIRA ALVES DA SILVA,PRB,Recursos de partido político,FUNDO PARTIDARIO,14505.5,2018
1043,SANDRA REGINA FELICIO WHITAKER,PRB,Recursos de origens não identificadas,OUTROS RECURSOS,800.0,2018
1043,SANDRA REGINA FELICIO WHITAKER,PRB,Recursos de outros candidatos,FUNDO PARTIDARIO,200.0,2018
1043,SANDRA REGINA FELICIO WHITAKER,PRB,Recursos de partido político,FUNDO PARTIDARIO,108314.35,2018
1044,LUIS CARLOS DE SOUZA,PRB,Recursos de partido político,FUNDO PARTIDARIO,14266.9,2018
1044,LUIS CARLOS DE SOUZA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,8250.0,2018
1044,LUIS CARLOS DE SOUZA,PRB,Recursos próprios,OUTROS RECURSOS,45032.75,2018
1045,EDUARDO JANZON AVALLONE NOGUEIRA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,8836.68,2018
1045,EDUARDO JANZON AVALLONE NOGUEIRA,PRB,Recursos próprios,OUTROS RECURSOS,1608000.0,2018
1046,CREUZA PEREIRA SOARES,PRB,Recursos de partido político,FUNDO PARTIDARIO,19895.05,2018
1047,AGRIPINO PEREIRA DE SENA,PRB,Recursos de partido político,FUNDO PARTIDARIO,17775.05,2018
1048,ANTONIO DE SOUZA BRANDAO,PRB,Recursos de partido político,FUNDO PARTIDARIO,22594.6,2018
1048,ANTONIO DE SOUZA BRANDAO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,1200.0,2018
1049,MURILLO ANDREU RUBIO,PRB,Recursos de partido político,FUNDO PARTIDARIO,1614.2,2018
1049,MURILLO ANDREU RUBIO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,21899.0,2018
1050,JOSE LEMES SOARES,PRB,Recursos de partido político,FUNDO PARTIDARIO,35000.0,2018
1050,JOSE LEMES SOARES,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,91818.0,2018
1050,JOSE LEMES SOARES,PRB,Recursos próprios,OUTROS RECURSOS,1500.0,2018
1051,GILSON DE SOUZA JUNIOR,PRB,Recursos de partido político,FUNDO ESPECIAL,100000.0,2018
1051,GILSON DE SOUZA JUNIOR,PRB,Recursos de partido político,FUNDO PARTIDARIO,276120.0,2018
1051,GILSON DE SOUZA JUNIOR,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,64300.0,2018
1051,GILSON DE SOUZA JUNIOR,PRB,Recursos próprios,OUTROS RECURSOS,18300.0,2018
1052,RICARDO ELIAS IRALLA,PRB,Recursos de partido político,FUNDO PARTIDARIO,1930.07,2018
1052,RICARDO ELIAS IRALLA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,1200.0,2018
1053,MAURICIO DOMINGUES DA SILVA,PRB,Recursos de partido político,FUNDO PARTIDARIO,15000.0,2018
1053,MAURICIO DOMINGUES DA SILVA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,13000.0,2018
1054,DALTON HAMADA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,1200.0,2018
1054,PAULO CÉSAR DA SILVA FERREIRA,PRB,Recursos de partido político,FUNDO PARTIDARIO,20125.5,2018
1054,PAULO CÉSAR DA SILVA FERREIRA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,1100.0,2018
1055,MILTON VIEIRA PINTO,PRB,Recursos de partido político,FUNDO ESPECIAL,800000.0,2018
1055,MILTON VIEIRA PINTO,PRB,Recursos de partido político,FUNDO PARTIDARIO,503885.86,2018
1055,MILTON VIEIRA PINTO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,16000.0,2018
1056,VLADIMIR RYUJI TANAKA,PRB,Recursos de partido político,FUNDO ESPECIAL,1683.6,2018
1056,VLADIMIR RYUJI TANAKA,PRB,Recursos de partido político,FUNDO PARTIDARIO,7320.65,2018
1056,VLADIMIR RYUJI TANAKA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,2815.5,2018
1057,HENRIQUE ALBERTO ALMIRATES JUNIOR,PRB,Recursos de partido político,FUNDO PARTIDARIO,1505.0,2018
1057,HENRIQUE ALBERTO ALMIRATES JUNIOR,PRB,Recursos próprios,OUTROS RECURSOS,137941.17,2018
1058,JULIANA LUCIANO DOS SANTOS,PRB,Recursos de partido político,FUNDO PARTIDARIO,15205.5,2018
1058,JULIANA LUCIANO DOS SANTOS,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,15706.0,2018
1059,GILSON PEREIRA DE MENEZES,PRB,Recursos de partido político,FUNDO PARTIDARIO,9501.9,2018
1059,GILSON PEREIRA DE MENEZES,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,12800.0,2018
1059,GILSON PEREIRA DE MENEZES,PRB,Recursos próprios,OUTROS RECURSOS,8100.0,2018
1060,GILMAR ANDRE DOS SANTOS NEVES DE LAVOR,PRB,Recursos de partido político,FUNDO PARTIDARIO,4680.2,2018
1060,GILMAR ANDRE DOS SANTOS NEVES DE LAVOR,PRB,Recursos de partido político,OUTROS RECURSOS,455.0,2018
1060,GILMAR ANDRE DOS SANTOS NEVES DE LAVOR,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,2900.0,2018
1060,GILMAR ANDRE DOS SANTOS NEVES DE LAVOR,PRB,Recursos próprios,OUTROS RECURSOS,1530.0,2018
1061,NILSON BONOME,PRB,Recursos de partido político,FUNDO PARTIDARIO,229343.8,2018
1061,NILSON BONOME,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,0.35,2018
1061,NILSON BONOME,PRB,Recursos próprios,OUTROS RECURSOS,60000.0,2018
1062,VILMA APARECIDA DE ALMEIDA,PRB,Recursos de partido político,FUNDO PARTIDARIO,15205.5,2018
1062,VILMA APARECIDA DE ALMEIDA,PRB,Recursos próprios,OUTROS RECURSOS,1000.0,2018
1063,LUIZ CARLOS BOMBONATO GOULART,PRB,Recursos de partido político,FUNDO PARTIDARIO,250235.5,2018
1063,LUIZ CARLOS BOMBONATO GOULART,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,1500.0,2018
1063,LUIZ CARLOS BOMBONATO GOULART,PRB,Recursos próprios,OUTROS RECURSOS,34567.5,2018
1064,PAULO GUILHERME FRANZIN,PRB,Recursos de partido político,FUNDO PARTIDARIO,7805.05,2018
1064,PAULO GUILHERME FRANZIN,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,69096.91,2018
1065,JOAO RICARDO GARCIA CARVALHO DA SILVA,PRB,Recursos de partido político,FUNDO PARTIDARIO,212320.0,2018
1065,JOAO RICARDO GARCIA CARVALHO DA SILVA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,1600.0,2018
1065,JOAO RICARDO GARCIA CARVALHO DA SILVA,PRB,Recursos próprios,OUTROS RECURSOS,31296.54,2018
1066,GUILHERME AUGUSTO SANCHES RIBEIRO,PRB,Recursos de partido político,FUNDO PARTIDARIO,11623.5,2018
1066,GUILHERME AUGUSTO SANCHES RIBEIRO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,482240.01,2018
1066,GUILHERME AUGUSTO SANCHES RIBEIRO,PRB,Recursos próprios,OUTROS RECURSOS,85000.0,2018
1067,MILAINE CRISTINA LEITE RUVIÉRE CALAZANS,PRB,Recursos de partido político,FUNDO PARTIDARIO,105205.5,2018
1067,MILAINE CRISTINA LEITE RUVIÉRE CALAZANS,PRB,Recursos próprios,OUTROS RECURSOS,3000.0,2018
1068,MARILDA FELIPE,PRB,Recursos de partido político,FUNDO PARTIDARIO,217969.75,2018
1068,MARILDA FELIPE,PRB,Recursos próprios,OUTROS RECURSOS,4612.41,2018
1069,ROBERTO MIGUEL REY JUNIOR,PRB,Recursos de partido político,FUNDO ESPECIAL,50000.0,2018
1069,ROBERTO MIGUEL REY JUNIOR,PRB,Recursos de partido político,FUNDO PARTIDARIO,10000.0,2018
1070,EDEN SIROLI RIBEIRO,PRB,Recursos de Financiamento Coletivo,OUTROS RECURSOS,3050.0,2018
1070,EDEN SIROLI RIBEIRO,PRB,Recursos de partido político,FUNDO PARTIDARIO,61623.9,2018
1070,EDEN SIROLI RIBEIRO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,6025.0,2018
1070,EDEN SIROLI RIBEIRO,PRB,Recursos próprios,OUTROS RECURSOS,261900.0,2018
1071,CRISTIANO RODRIGO DA SILVA,PRB,Recursos de partido político,FUNDO PARTIDARIO,6231.5,2018
1071,CRISTIANO RODRIGO DA SILVA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,8450.0,2018
1071,CRISTIANO RODRIGO DA SILVA,PRB,Recursos próprios,OUTROS RECURSOS,3735.0,2018
1072,MARCELO APARECIDO DA SILVA,PRB,Recursos de partido político,FUNDO PARTIDARIO,5686.4,2018
1072,MARCELO APARECIDO DA SILVA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,1200.0,2018
1073,MARCOS OSNI DE CAMPOS,PRB,Recursos de partido político,FUNDO PARTIDARIO,9001.9,2018
1074,ANTONIO ZACARIAS DA SILVA,PRB,Recursos de partido político,FUNDO PARTIDARIO,15515.05,2018
1075,JOSE RIBAMAR DOS SANTOS,PRB,Recursos de partido político,FUNDO PARTIDARIO,6887.0,2018
1076,PAULA FERNANDA SAMPAIO,PRB,Recursos de partido político,FUNDO PARTIDARIO,14505.5,2018
1077,EVERSON MARCOS DE OLIVEIRA,PRB,Recursos de outros candidatos,OUTROS RECURSOS,5290.0,2018
1077,EVERSON MARCOS DE OLIVEIRA,PRB,Recursos de partido político,OUTROS RECURSOS,10210.15,2018
1077,EVERSON MARCOS DE OLIVEIRA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,18800.0,2018
1077,EVERSON MARCOS DE OLIVEIRA,PRB,Recursos próprios,OUTROS RECURSOS,25300.0,2018
1078,BENEDITO ROBERTO ALVES FERREIRA,PRB,Recursos de partido político,FUNDO ESPECIAL,800000.0,2018
1078,BENEDITO ROBERTO ALVES FERREIRA,PRB,Recursos de partido político,FUNDO PARTIDARIO,441710.86,2018
1078,BENEDITO ROBERTO ALVES FERREIRA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,52500.0,2018
1078,BENEDITO ROBERTO ALVES FERREIRA,PRB,Recursos próprios,OUTROS RECURSOS,3000.0,2018
1079,ROMEU TUMA JUNIOR,PRB,Recursos de partido político,FUNDO PARTIDARIO,216390.5,2018
1079,ROMEU TUMA JUNIOR,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,58500.0,2018
1079,ROMEU TUMA JUNIOR,PRB,Recursos próprios,OUTROS RECURSOS,128800.0,2018
1080,MARCELO SQUASSONI,PRB,Recursos de outros candidatos,FUNDO ESPECIAL,32533.35,2018
1080,MARCELO SQUASSONI,PRB,Recursos de partido político,FUNDO ESPECIAL,1000000.0,2018
1080,MARCELO SQUASSONI,PRB,Recursos de partido político,FUNDO PARTIDARIO,311330.2,2018
1080,MARCELO SQUASSONI,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,43150.0,2018
1080,MARCELO SQUASSONI,PRB,Recursos próprios,OUTROS RECURSOS,120307.0,2018
1081,IONE MELO MACHADO ANANIAS,PRB,Recursos de partido político,FUNDO ESPECIAL,50000.0,2018
1081,IONE MELO MACHADO ANANIAS,PRB,Recursos de partido político,FUNDO PARTIDARIO,6010.5,2018
1081,IONE MELO MACHADO ANANIAS,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,9000.0,2018
1082,CARLOS ALBERTO ADAO,PRB,Recursos de partido político,FUNDO PARTIDARIO,10515.05,2018
1082,CARLOS ALBERTO ADAO,PRB,Recursos próprios,OUTROS RECURSOS,26954.8,2018
1083,ERIKA LAUREN DE ARRUDA,PRB,Recursos de partido político,FUNDO PARTIDARIO,27340.05,2018
1084,RENATA BANHARA PEIXOTO MARCONDES,PRB,Recursos de partido político,FUNDO PARTIDARIO,495000.0,2018
1084,RENATA BANHARA PEIXOTO MARCONDES,PRB,Recursos de partido político,OUTROS RECURSOS,3288.25,2018
1085,VINICIUS RAPOZO DE CARVALHO,PRB,Recursos de Financiamento Coletivo,OUTROS RECURSOS,1640.0,2018
1085,VINICIUS RAPOZO DE CARVALHO,PRB,Recursos de partido político,FUNDO ESPECIAL,800000.0,2018
1085,VINICIUS RAPOZO DE CARVALHO,PRB,Recursos de partido político,FUNDO PARTIDARIO,421200.5,2018
1085,VINICIUS RAPOZO DE CARVALHO,PRB,Recursos de partido político,OUTROS RECURSOS,450.0,2018
1085,VINICIUS RAPOZO DE CARVALHO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,20000.0,2018
1086,MARIANE TEIXEIRA,PRB,Recursos de partido político,FUNDO PARTIDARIO,15015.05,2018
1087,ELIANE DE SOUSA ALVES MACHADO,PRB,Recursos de partido político,FUNDO ESPECIAL,380000.0,2018
1087,ELIANE DE SOUSA ALVES MACHADO,PRB,Recursos de partido político,FUNDO PARTIDARIO,941346.62,2018
1087,ELIANE DE SOUSA ALVES MACHADO,PRB,Recursos de partido político,OUTROS RECURSOS,100000.0,2018
1087,ELIANE DE SOUSA ALVES MACHADO,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,6000.0,2018
1088,SONIA MARIA ALVES PEREIRA,PRB,Recursos de partido político,FUNDO PARTIDARIO,17515.05,2018
1089,ELIZABETE TOSHIHO TAIDA OTSU,PRB,Recursos de partido político,FUNDO PARTIDARIO,14994.35,2018
1090,APARECIDO SÉRIO DA SILVA,PRB,Recursos de Financiamento Coletivo,OUTROS RECURSOS,500.0,2018
1090,APARECIDO SÉRIO DA SILVA,PRB,Recursos de outros candidatos,FUNDO PARTIDARIO,450.0,2018
1090,APARECIDO SÉRIO DA SILVA,PRB,Recursos de partido político,FUNDO ESPECIAL,150000.0,2018
1090,APARECIDO SÉRIO DA SILVA,PRB,Recursos de partido político,FUNDO PARTIDARIO,231980.5,2018
1090,APARECIDO SÉRIO DA SILVA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,25600.0,2018
1091,MAURICIO DOMINGOS DE  SOUSA,PRB,Recursos de partido político,FUNDO PARTIDARIO,9201.9,2018
1092,ALESSANDRA DA SILVA SANTOS,PRB,Recursos de partido político,FUNDO PARTIDARIO,50887.8,2018
1092,ALESSANDRA DA SILVA SANTOS,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,5000.0,2018
1093,GISLENE APARECIDA TAVARES DE ASSIS,PRB,Recursos de outros candidatos,FUNDO PARTIDARIO,200.0,2018
1093,GISLENE APARECIDA TAVARES DE ASSIS,PRB,Recursos de partido político,FUNDO PARTIDARIO,17265.5,2018
1093,GISLENE APARECIDA TAVARES DE ASSIS,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,1600.0,2018
1094,VALDECIR ANTONIO DA SILVA,PRB,Recursos de partido político,FUNDO PARTIDARIO,3579.55,2018
1094,VALDECIR ANTONIO DA SILVA,PRB,Recursos de pessoas físicas,OUTROS RECURSOS,1200.0,2018
1095,MARCOS ROBERTO VICENTE,PRB,Recursos de partido político,FUNDO PARTIDARIO,12910.1,2018
